Gene	log2FC	P-value
SUSD3	2.0415170139337273	1.62448E-12
HIST3H2A	2.041491920635859	1.62437E-12
STARD10	2.0390007896910127	1.62448E-12
LRG1	2.0303623807397275	0
C8orf85	2.0290117427427163	0
MTL5	2.005037974632529	0
CRABP2	1.9813386712134025	1.62437E-12
HIST1H2BK	1.9631649346154125	1.62459E-12
ARNT2	1.9619433792174867	0
UNC5B	1.9542138244122087	0
HIST2H2BE	1.9530647253038633	1.62426E-12
SULF1	1.9528162971012415	0
TPRN	1.9454942891106288	1.62448E-12
DNAJC12	1.9340708330402085	1.62426E-12
NPNT	1.9268630970254739	0
LEF1	1.9208626342647703	1.62448E-12
KIFC2	1.9138574683411644	0
PTK6	1.913065311975133	0
ASPN	1.9127909072121139	0
ZNF703	1.9090958768178894	1.62459E-12
C17orf37	1.899135046085938	1.62448E-12
FANCI	1.8962803665932737	1.62448E-12
IGSF9	1.8955110865636755	0
C6orf129	1.873501129551316	1.62437E-12
ECE2	1.8722190705031054	1.62448E-12
ATAD2	1.8685698939942428	0
IRF7	1.8657416391390966	0
COL5A1	1.865702555971067	1.62448E-12
FBXL16	1.8625970524290805	1.62448E-12
ECT2	1.858349318893573	1.11022E-16
RAG1AP1	1.8547978786075132	1.62448E-12
RACGAP1	1.851454744581381	1.62437E-12
KRT16	1.844147982462843	8.7898E-08
SLC39A4	1.8426582267154645	0
PYCARD	1.8353833385225067	1.11022E-16
LAGE3	1.8352981899442131	1.62448E-12
MRPS30	1.8297549049877582	1.62448E-12
ERBB2	1.821171089572415	2.22045E-16
B4GALNT4	1.8130296286278311	1.62437E-12
NUP210	1.8121659108810715	0
DBNDD1	1.807282067416116	1.62448E-12
ESPN	1.8032573360196442	0
IER5L	1.799689662194303	0
H2AFX	1.7975040918336422	0
ECM1	1.7969316158449244	1.62481E-12
KCNK1	1.7902527655935327	1.62459E-12
SDC1	1.7891983195289127	0
NPY1R	1.7890100567192464	3.8331E-11
NME1	1.7875373051842516	1.62448E-12
TYMP	1.7850780542053994	0
KRT19	1.7839353233915856	0
UBD	1.7790371007113135	1.62492E-12
LLGL2	1.7786652167879837	0
TPD52	1.7727546965333085	1.62448E-12
C15orf48	1.7726671748180833	1.62448E-12
C5orf46	1.764617019296797	1.6247E-12
IFI27	1.7600297007837467	1.62459E-12
MIF	1.7507292796046976	1.62448E-12
SLC9A3R1	1.7401072181261168	0
ZG16B	1.7362536682580343	1.62448E-12
KRT8	1.7288099622926352	1.62437E-12
CAPN13	1.727748465045746	0
COL5A2	1.7266569450730922	1.62437E-12
MCM2	1.7255868468374513	1.62437E-12
COMTD1	1.720650559007584	1.62437E-12
PYCRL	1.7182111579957613	1.62448E-12
CCDC74A	1.7170603812626877	0
PMAIP1	1.7157768654741332	0
TSTA3	1.7156661516825065	1.62448E-12
FOXA1	1.7134993349901482	0
GATA3	1.7105545485320492	0
GPR172A	1.7081241984735005	0
RNASEH2A	1.7037406897506957	1.62448E-12
SOX12	1.6972163650647867	1.62448E-12
CCNF	1.6968942929250292	1.62437E-12
PKIB	1.6967320084534563	0
STMN1	1.696475193521337	1.62448E-12
PLAUR	1.6850775652363033	1.62448E-12
FAP	1.6796087336374061	1.62437E-12
FAM83H	1.67027989135216	0
FBXL6	1.666278274872451	0
MX1	1.658319909922397	0
FAM173A	1.6545155009645474	0
CBX4	1.6481673753727597	1.62437E-12
CA12	1.6479812678857177	1.62448E-12
MCM4	1.644261322443821	1.62459E-12
SORD	1.6385424661428412	1.11022E-16
ESR1	1.6370260773545178	0
SUSD4	1.6320628565146007	1.62448E-12
TJP3	1.6288552463979962	1.62448E-12
EFNA3	1.6224257555101533	1.62448E-12
FAM195A	1.61047381573569	0
NAT14	1.6071950147494667	0
COL1A2	1.6012430349245963	1.62437E-12
SIAH2	1.6012272163125798	0
SLC39A6	1.6002639946129198	1.62437E-12
ATP2A3	1.5972163713540348	0
RSAD2	1.5888535233312768	1.62448E-12
PODXL2	1.5866220402497644	1.62448E-12
KLHDC9	1.5771875179409818	1.62448E-12
MFSD3	1.576126416617773	1.62437E-12
DPP3	1.5732419552962242	0
OAS2	1.5674763961923912	0
LEP	-6.140712143534685	1.47138E-12
GLYAT	-5.9297205959183925	1.88738E-15
CA4	-5.370857972838351	0
PLIN1	-5.11669880460949	1.11022E-16
GPD1	-5.089870228178092	9.99201E-16
CIDEC	-5.087842585475475	3.33067E-16
PCK1	-5.077395994581751	1.8039E-10
MRAP	-5.07027555105964	2.9976E-15
ADIPOQ	-5.061926534242627	1.11644E-12
KCNIP2	-5.056603018038443	8.77076E-15
SCARA5	-5.011802626034173	0
FIGF	-5.007072571250225	0
AQP7	-4.999766325411758	2.88658E-15
C14orf180	-4.9861026939725575	4.97158E-13
LYVE1	-4.984421180673322	1.11022E-16
ADH1A	-4.957516625912884	1.7353E-11
ADH1B	-4.946221621026372	1.78635E-13
CD300LG	-4.944651325446823	0
HBB	-4.93183253868582	5.9159E-05
PLIN4	-4.9088535195417675	7.32747E-15
HSPB7	-4.878692433462173	3.7603E-11
TUSC5	-4.874925943637619	1.11022E-16
SLC19A3	-4.8690389854085465	1.73195E-14
HBA1	-4.827254107760935	4.4197E-05
RBP4	-4.792881030139	2.9976E-15
CIDEA	-4.785849803437875	1.2806E-11
FABP4	-4.743055831805498	5.55112E-16
ALDH1L1	-4.697667817588059	1.1887E-10
FHL1	-4.6805244927250635	1.1233E-09
LPL	-4.599278501337416	3.44169E-15
PCOLCE2	-4.518899196665078	2.66454E-15
LGALS12	-4.4564340532835836	3.44658E-12
HBA2	-4.4331991985020975	3.8779E-06
HSPB6	-4.433067522276794	0
TIMP4	-4.3940668577553526	1.24345E-14
CHRDL1	-4.335175103971212	0
GPAM	-4.277764909155973	6.20615E-14
RDH5	-4.277435127199874	1.11022E-16
LIPE	-4.210840545204698	5.55112E-16
OXTR	-4.16069023907154	0
ATP1A2	-4.114676591903558	5.0674E-08
CD36	-4.054732735109848	0
GYG2	-3.951297003625162	8.54872E-15
G0S2	-3.9312469398350425	1.88738E-15
BTNL9	-3.920272029156719	0
ITIH5	-3.9200841994888127	0
FXYD1	-3.912079522930132	1.62437E-12
SDPR	-3.899935010651213	0
ABCA8	-3.8693924144032468	1.11022E-16
TNXB	-3.86376307830265	0
AOC3	-3.8362419768906246	0
PPP1R1A	-3.7915902190478246	3.33067E-16
SAA2	-3.737690528551216	1.8906E-10
ABCA9	-3.724918020150316	0
CLEC3B	-3.7162869483276015	0
CES1	-3.700723001810615	9.21485E-15
SAA1	-3.647288853074214	5.55112E-16
GPX3	-3.6205866235379505	4.77396E-15
PI16	-3.5997120018194924	1.62459E-12
CXCL2	-3.595877765872029	0
SORBS1	-3.5566532946693683	1.11022E-16
PAMR1	-3.5554776466504885	1.62448E-12
CDO1	-3.5532624678054363	0
NNAT	-3.549726602861369	9.7854E-08
NPR1	-3.470450096750957	0
ADH1C	-3.457644960796166	0
GPIHBP1	-3.4574977534660083	1.62448E-12
AKR1C1	-3.456559279556259	1.6247E-12
ACACB	-3.443796006430374	7.77156E-16
ITGA7	-3.431458708394096	0
DPT	-3.4228495188884183	9.35918E-14
PDK4	-3.4133111149800768	4.44089E-16
MMRN1	-3.4021524586726395	0
LOC728264	-3.3736125554663827	1.62448E-12
FOSB	-3.373142967953728	1.62503E-12
MME	-3.348800073650107	0
PPARG	-3.3204557105790533	0
CAV1	-3.3153296482334604	0
DGAT2	-3.3067311563404664	6.53033E-13
AKR1C2	-3.3045428267516117	5.44009E-15
FMO2	-3.2893895148646055	1.62437E-12
LRRN4CL	-3.285398541437276	0
ANGPTL1	-3.2733362045832273	1.62448E-12
MYH11	-3.260397373307182	1.62437E-12
MAOA	-3.238859714987089	2.22045E-16
GPR109A	-3.234372761179681	1.11022E-16
IGFBP6	-3.218379992792911	0
CNN1	-3.218235705338033	1.62448E-12
GCOM1	-3.1905613993653237	0
SVEP1	-3.1806593462713457	0
SAMD5	-3.1460405327963867	0
MAMDC2	-3.143074617524874	1.62437E-12
BHMT2	-3.135869490503851	5.66214E-15
GALNTL2	-3.1337194875773706	1.11022E-16
ZBTB16	-3.121837475452581	0
ADAMTS5	-3.1214754815232935	1.62437E-12
TMEM100	-3.1210111552603776	1.63536E-12
KIT	-3.1198104474704884	1.62448E-12
PLAC9	-3.111383111105404	1.11022E-16
IGSF10	-3.1111086309115463	0
SYNM	-3.110572574605185	1.62448E-12
VIT	-3.0999910187367057	1.62448E-12
PDE2A	-3.0909028567025887	1.62437E-12
CCL14	-3.0624800060124406	0
CHL1	-3.0484533113900527	1.62448E-12
HAS3	-3.042717833282133	1.62437E-12
EBF1	-3.0358191729629382	0
GHR	-2.9951431168567733	1.11022E-16
C2orf40	-2.9834018007627456	0
TNS1	-2.9803983910383773	0
CFD	-2.968890107231884	1.11022E-16
RERGL	-2.945330754708203	1.62437E-12
C14orf139	-2.9372291882023833	0
C3orf55	-2.908500592718257	1.62448E-12
DNASE1L3	-2.905038221543705	0
HLF	-2.9035312018503263	0
TMEM37	-2.898439161320065	3.33067E-16
CAV2	-2.8772254116200173	0
CCDC69	-2.849647025741636	0
C7orf58	-2.845502077210193	1.6247E-12
PALMD	-2.8362713204539127	0
S100B	-2.831465826613465	0
CRYAB	-2.8219493571709973	1.62448E-12
ADAM33	-2.8145527050713923	0
GPR146	-2.8004897121689516	0
COL17A1	-2.7848534817055084	0
THRSP	-2.7800944803188674	1.81322E-12
CCDC3	-2.775057957654454	1.65701E-12
KLHL13	-2.7718217219901344	0
ADRB2	-2.769472009750551	0
SEMA3G	-2.7672214258792356	0
IL6	-2.760772075712433	8.5099E-07
LOC339524	-2.751719790430574	0
MMD	-2.748765276202123	3.65263E-14
IL33	-2.746519668418645	1.62437E-12
MEOX2	-2.713198169508389	0
FGF2	-2.705413008729446	0
ABCA6	-2.7033842123494005	1.62448E-12
TP63	-2.6999881098687615	0
SFRP1	-2.698506589919995	0
FAM107A	-2.6888310146568797	1.62448E-12
LMOD1	-2.676789478483793	0
DMD	-2.670689031467092	1.62448E-12
NTRK2	-2.6601966611108856	0
KLHL29	-2.652328965205893	0
ACSL1	-2.646121899117293	2.04725E-13
ENPP2	-2.6422246671489242	1.62437E-12
EGR1	-2.6404545592155553	0
TSHZ2	-2.6196724878029896	1.62448E-12
MEOX1	-2.6189780176721844	1.62448E-12
AKAP12	-2.6169631990810402	1.62448E-12
MATN2	-2.6161598403174664	0
GABRE	-2.615784764814264	0
DDR2	-2.609958414857793	3.66374E-15
MOSC1	-2.6018846132410616	8.99281E-15
LIFR	-2.5847222398692633	0
FZD4	-2.578569705552757	0
CCL28	-2.564177392777896	1.62437E-12
PIGR	-2.5597136677079724	1.31573E-12
SCN4B	-2.5390183895233567	1.62448E-12
CLDN5	-2.5383248357952595	0
INMT	-2.527863841865825	0
FOS	-2.5262976777248545	0
ECM2	-2.52506827089147	1.11022E-16
PTN	-2.5247645864235633	3.33067E-16
KLF4	-2.521207919124215	1.62448E-12
KCNMB1	-2.5201660092945413	0
ALDH1A1	-2.51875732052227	0
PDZD2	-2.516722195329798	0
PGM5	-2.516181041137281	1.62448E-12
CLDN11	-2.5158447886278545	1.62448E-12
CNTFR	-2.5113472392658376	1.11022E-16
SRPX	-2.50561232720803	1.62459E-12
CX3CL1	-2.4999396195903185	0
GPC3	-2.498692058538598	0
AK5	-2.4984436523816176	0
PID1	-2.4922862656174716	0
GSN	-2.4903560970363166	0
HOXA5	-2.487256872259793	1.62437E-12
TGFBR3	-2.4798438705869916	1.62437E-12
SPRY2	-2.472994550179763	1.62448E-12
HSPB2	-2.46931151693156	0
ASAM	-2.468931793220095	0
RSPO3	-2.4637476992570235	0
CCL21	-2.4633056589783004	1.62548E-12
GNAI1	-2.4561263868038994	1.62448E-12
LEPR	-2.4451877838711296	1.62448E-12
TSPAN7	-2.4349025744729675	0
D4S234E	-2.4271848279704673	0
FAM89A	-2.4124571993358317	1.62803E-12
OGN	-2.410690332585422	0
MYLK	-2.400885953987344	0
MFAP4	-2.386468724257296	0
AKR1C3	-2.373673371268333	1.62448E-12
SIK2	-2.3703183539685355	0
SLC29A4	-2.3672776025236586	1.99174E-12
COX7A1	-2.3584263232216647	4.011E-10
C13orf33	-2.356863148769871	1.62437E-12
PRKAR2B	-2.35646960339351	1.81688E-12
CLDN8	-2.3501126382029964	0
FAM13A	-2.339092187434642	1.62448E-12
SOD3	-2.331601566086539	1.62448E-12
C7orf41	-2.313863290739486	1.11022E-16
IGF1	-2.3138279843676663	0
DARC	-2.3098596709886694	1.62448E-12
ANK2	-2.3058393172342098	0
ANXA1	-2.3045312239274605	1.62437E-12
ABCC9	-2.2974224590374233	1.62459E-12
SYNPO2	-2.291488040269701	1.65767E-12
NDRG2	-2.283290055405354	1.62448E-12
DOCK11	-2.276911257397715	5.52891E-14
EGR2	-2.2558187912476475	0
ISM1	-2.2513583452183243	1.62448E-12
TCEAL7	-2.2486494433526656	0
ADAMTS1	-2.2467360826393117	1.62448E-12
TF	-2.2437873899503833	3.45091E-12
BBOX1	-2.2290849013073037	0
ITM2A	-2.222616285343068	0
DST	-2.2078358478757565	0
NRN1	-2.2071052703029888	0
C10orf10	-2.2016872078248504	1.62448E-12
MRAS	-2.198915344261499	0
TGFBR2	-2.194815685772518	1.62437E-12
RBP7	-2.1937420948394806	0
EDNRB	-2.1909331616007934	0
TMTC1	-2.1886024690507733	0
ANKRD29	-2.185146866690362	0
EGR3	-2.1815036069561566	1.62936E-12
FGF1	-2.1756291334055575	0
WASF3	-2.1703069918151776	0
FAM189A2	-2.164924192029021	1.62448E-12
RGS2	-2.164262070469317	1.03473E-13
ALDH2	-2.1629619003208975	1.66533E-15
ZFP36	-2.162803753371459	1.18461E-13
FAT2	-2.154583849050043	0
APCDD1	-2.153770996739004	1.62448E-12
MGLL	-2.1424769065553106	1.62448E-12
LDB2	-2.1409776411573924	1.62448E-12
ATF3	-2.1400062687563555	1.11022E-16
PPP1R12B	-2.1295798314859518	0
GNG11	-2.1219217210073924	0
PALM2-AKAP2	-2.121264075787418	1.62448E-12
SLIT3	-2.119164205651393	0
GGTA1	-2.1166353540284635	0
MCAM	-2.10577468283465	0
AOX1	-2.104662382101787	0
MT1M	-2.1019786592076914	1.62459E-12
CXCL12	-2.099373579381523	0
PLSCR4	-2.094994741612415	0
C5orf23	-2.0947183576054096	8.6853E-09
