Gene	log2FC	P-value
HLA-DQB2	2.0107668676851516	1.6247E-12
GGCT	2.0043651659085917	0
TNC	2.003070147472695	0
HEY2	1.9950321316753357	0
BBC3	1.993101513138096	1.62448E-12
S100A2	1.992747678647714	2.4512E-05
FAM43A	1.988522992628866	0
CTSC	1.966246292649464	0
ELF3	1.9569008545621935	1.62459E-12
NRP2	1.944730272585538	1.62448E-12
ADM	1.9446460178687364	0
GNLY	1.9387751602501933	1.1406E-10
TMEM79	1.9370342901359199	0
PNP	1.9291337936094797	0
DUSP4	1.917506838504448	1.62448E-12
B3GAT1	1.9167249110825906	0
DIRAS3	1.902331222217175	1.62426E-12
EMILIN2	1.8967865958207222	1.62448E-12
SYTL1	1.8864456631563595	0
ICAM1	1.8853156028893785	1.62448E-12
EPS8	1.8623217423152185	1.62437E-12
ITGB4	1.8413127821270165	1.62437E-12
MYO1G	1.8381710353403844	1.62459E-12
PTP4A3	1.8355812358444226	0
CLIP3	1.8229742569854483	1.62448E-12
NR1D1	1.8048184707956088	0
P4HA2	1.796657412864361	0
TBC1D2	1.7959620233624418	1.11022E-16
PSD3	1.7839955889753545	1.62437E-12
APOC1	1.7717822258861398	1.11022E-16
PHLDA3	1.7654041523648565	1.62448E-12
GJA4	1.7602173920022601	0
TGFBI	1.7534024930579841	0
TNFRSF21	1.7339823771799245	0
ERP27	1.7329085974464828	0
TSC22D1	1.7218613635246323	0
IGF2BP2	1.7195555022215967	1.62437E-12
S100A6	1.7193023250472932	1.62437E-12
HPN	1.7137341508758013	1.62448E-12
INMT	1.6956880709642705	2.42029E-14
PHLDA2	1.6852390094591403	0
SERINC2	1.682177955979616	0
S100A1	1.6810198459230599	0
LONRF2	1.6741115141792362	0
COL8A2	1.6669815693360308	0
ARMCX3	1.6641188006596612	0
ETV5	1.663274972065807	1.62448E-12
CCND1	1.6612464273516168	0
LY6E	1.657216826072429	0
PALM	1.656143987298775	1.62437E-12
TPD52L1	1.6507407971825458	0
PPAP2C	1.6395143430114654	1.62448E-12
ARHGAP23	1.6360511473825616	1.62448E-12
MANEAL	1.6353135157050271	1.62448E-12
TGM2	1.6343065752955188	0
ARNTL	1.6291071329284759	0
TNFRSF12A	1.6224608117175414	2.66454E-15
DMD	1.6219136150137254	1.62448E-12
NPDC1	1.6102591612074486	0
C11orf80	1.5998447139605356	0
C16orf45	1.5986794399160413	1.62448E-12
SLC1A5	1.5982459031376253	1.62448E-12
NCRNA00086	1.5928682447600435	1.62459E-12
PC	1.590445898140302	0
PRDM1	1.5878340224609873	0
S100A4	1.5857244887114466	1.62448E-12
FXYD5	1.583718848383662	0
IGFBP3	1.5781325909854698	1.82077E-12
INHBB	1.571708278094807	1.62448E-12
BNIPL	1.569647391333275	1.62437E-12
PLAUR	1.5652350451469783	1.68454E-12
RAB27A	1.5502951931138582	1.62437E-12
ERBB3	1.548598296127478	0
PLXND1	1.5312747162247697	0
DHRS3	1.5232607987940416	0
TGFBR1	1.5208716476193895	0
PDE9A	1.5138250391764254	1.62448E-12
SOX4	1.5083053706214589	1.62448E-12
INF2	1.5050562807714036	0
TMEM173	1.4930833092875038	0
S100A11	1.4887566401411143	0
PTPRU	1.4861838373236975	1.62437E-12
SLC35F2	1.4823571065898244	0
CDC42EP5	1.4813609952185773	0
NPTXR	1.4812753384089008	0
ITGA3	1.478821566982221	1.62448E-12
SPINT1	1.4691640267958777	1.62459E-12
TM4SF1	1.468709566977727	0
PRSS22	1.4652696780337493	0
CARNS1	1.459744983606643	1.62437E-12
PERP	1.4531516774721038	1.62459E-12
GGT3P	1.4527783960489105	0
C15orf48	1.4526113005713204	0
DRAM1	1.4499802016714436	0
LGALS1	1.4482148176985663	0
COX4I2	1.4469939868831783	1.62448E-12
SPP1	1.437980212841447	1.1054E-08
FSTL3	1.4362578414506282	0
ATP11A	1.4295532431610145	0
PELI1	1.4234374549662847	0
SRL	1.4088492881672752	0
ECE1	1.4076842082122747	1.62448E-12
CFB	1.4049093369438033	1.11022E-16
MYOC	-3.557670681958625	6.7431E-10
ADH1B	-3.4684491168310636	1.27676E-14
DPT	-3.4399168319201214	1.62437E-12
SCARA5	-3.410156452851213	7.57949E-13
TFF3	-3.3733464136875617	1.62503E-12
MMRN1	-3.368143422707848	1.62448E-12
GPC3	-3.3409960505182172	0
CCL21	-3.3068106746187866	6.08313E-12
LYVE1	-3.2234019357878734	0
IPCEF1	-3.147519618105634	1.44329E-15
CHRDL1	-3.127276408790061	1.62459E-12
PLA2R1	-3.077334048269746	0
RYR2	-3.068738490808192	0
AOX1	-2.98014472615356	0
DPP6	-2.9609287565099263	0
TFCP2L1	-2.913321513683095	2.32547E-12
CDH16	-2.8203852679489003	1.62459E-12
GPM6A	-2.8189800011230455	1.62448E-12
MAPK4	-2.7884818414511883	1.62448E-12
PI16	-2.7585975641845124	1.63991E-12
DLG2	-2.722265047968071	1.62448E-12
IGFBPL1	-2.721770078439281	0
ATP2C2	-2.6947099777021535	0
WSCD2	-2.6772451753874056	0
PKHD1L1	-2.6464548749689696	1.91669E-12
SLC26A7	-2.625892586712192	1.62448E-12
SLC5A5	-2.595287875425745	1.0637E-07
PAPSS2	-2.581492192122172	0
CFD	-2.558104083330643	2.2968E-11
LMOD1	-2.526738989042765	2.34301E-12
OGN	-2.46894070701428	1.21525E-12
MATN2	-2.436451540355872	0
SMOC2	-2.420106931122856	1.6233E-11
FOSB	-2.4047350961605307	4.5243E-08
APOD	-2.3997877651100556	1.66533E-15
TPPP	-2.37697001288115	5.55112E-16
MUM1L1	-2.376368085325714	4.8328E-08
TMEM171	-2.3707078462212863	0
HBB	-2.3679925207388512	3.7635E-07
PBX4	-2.343146381388459	0
HBA1	-2.3427507487277697	2.1374E-05
MPPED2	-2.338140628222563	1.62448E-12
EGR2	-2.333042239113058	9.9736E-09
LTF	-2.321621980264589	2.6898E-06
EPHA3	-2.303109728976189	1.62448E-12
MFAP4	-2.291572302761943	1.62559E-12
CWH43	-2.282177398113982	1.62459E-12
FXYD1	-2.2732379363542896	0
PODN	-2.2726926937126493	1.67666E-12
SLC5A8	-2.270345350704702	1.62437E-12
C12orf39	-2.2597757467636113	0
KCNK2	-2.2360349719528436	1.62614E-12
TNFRSF11B	-2.234350141349003	0
ANK2	-2.2241878997122213	1.62459E-12
SEMA3D	-2.2140663896204082	1.62459E-12
EPHB1	-2.1895949089449616	0
HBA2	-2.1780603302214074	1.2246E-07
KIT	-2.162697009619677	2.22045E-16
SLC4A4	-2.1571674791837823	1.62437E-12
DCN	-2.1409360266734176	0
ZFPM2	-2.1379248054618536	1.62448E-12
BMP2	-2.1243842641446267	5.2466E-07
LIFR	-2.12117095610993	1.62437E-12
COL23A1	-2.111359341202086	1.62448E-12
GPR98	-2.1055454423557376	1.62459E-12
TCEAL2	-2.093605099528791	1.62448E-12
GLT8D2	-2.090737302790836	1.62437E-12
PDLIM3	-2.081121989603825	2.22045E-16
SLC26A4	-2.076123968046822	1.62448E-12
ZMAT4	-2.0705017392777316	1.62437E-12
WDR72	-2.0665028310149456	0
CSGALNACT1	-2.060013324133978	1.62448E-12
CLCNKB	-2.0499585225078807	1.62426E-12
LAYN	-2.04057588386831	0
PPARGC1A	-2.027274341921502	0
CRABP1	-2.0186172962350564	1.62448E-12
ZBTB16	-2.011692881797722	1.50619E-05
DES	-1.99178906665599	3.8747E-05
TMEM139	-1.9901799478160345	1.62459E-12
FBLN1	-1.9816329015502165	7.85816E-13
ABI3BP	-1.9761987287257652	1.62459E-12
SORBS2	-1.9462011228286753	1.62459E-12
MAFB	-1.9377170800741574	2.88658E-14
ANGPTL1	-1.9371239116290937	1.62448E-12
SMAD9	-1.9314601225164547	1.62448E-12
CCDC146	-1.9239907359535262	0
IP6K3	-1.8998809339075744	3.9968E-15
TPO	-1.8839772078815378	1.62448E-12
CYR61	-1.8775397304324395	2.7959E-09
JUN	-1.876152402174112	4.0081E-11
BEX1	-1.8691362994021734	5.32907E-15
EFEMP1	-1.864964787177064	1.62448E-12
HGD	-1.8622172866909816	1.62459E-12
TBC1D4	-1.8603882044881273	0
EGR1	-1.8522012352962078	3.1338E-10
NCRNA00092	-1.8351532714982897	1.62448E-12
DEPDC6	-1.828636268169285	1.62448E-12
BMP8A	-1.8247652355161796	1.7473E-11
ITPR1	-1.8223816409791749	1.62437E-12
C11orf74	-1.8208796118212995	0
GRIN2C	-1.805668628494235	1.62437E-12
HSPB6	-1.803790711146431	3.40838E-14
CITED2	-1.7802692409114238	1.62548E-12
ARHGAP24	-1.7793883594805708	1.62448E-12
NCAM1	-1.773492940014709	1.62448E-12
FHL1	-1.7705902466404797	1.62459E-12
ELMO1	-1.7597173327502227	1.62459E-12
GBP1	-1.7500782058683377	0.000141794
LONRF3	-1.7483769945379082	4.473E-08
SCUBE3	-1.7401985183139357	6.6429E-11
SLC25A15	-1.7322218854704061	8.3048E-07
TFPI	-1.7301514931689403	1.62448E-12
TLE4	-1.7260364626971296	0
FRAS1	-1.7253498979449842	1.24789E-13
ANKRD37	-1.7224302040963433	3.6603E-09
SHANK2	-1.7065757456518833	0
CPXM1	-1.7021007792298357	1.88205E-12
ROR2	-1.6986957323848644	1.62437E-12
FAM167A	-1.6971207498801892	2.5725E-10
C7	-1.6839264800169562	2.2227E-09
RCAN1	-1.6835053646917866	1.70093E-05
KIAA1324	-1.683016792125253	3.3278E-11
CTGF	-1.6813151391750245	2.1931E-06
PLSCR4	-1.6800667326767758	0
SYNE1	-1.675828945364551	1.62448E-12
RGS16	-1.6757231623140028	2.42362E-12
C8orf79	-1.6651115387721278	1.62448E-12
FAM3B	-1.6495090034763922	6.51745E-12
FIBIN	-1.6435978036905934	1.62448E-12
CENPJ	-1.6376355411117056	1.78879E-12
SRPX	-1.6357699960097714	1.62448E-12
FOS	-1.6341564898949192	7.7808E-11
CDON	-1.6311342894580036	1.62448E-12
BCL2	-1.628416908120696	1.62437E-12
FMOD	-1.6263258930436928	1.62448E-12
SPIRE2	-1.625125659677997	4.13558E-13
GPR183	-1.623278659776477	6.3094E-05
FHDC1	-1.6231674741620932	1.62448E-12
AIF1L	-1.622004425606341	0
C3orf55	-1.621908040081778	1.62437E-12
GPR125	-1.6164434337918308	1.62459E-12
SOD3	-1.6157849903131651	1.62448E-12
IER2	-1.604709862821956	7.0899E-11
SLC25A33	-1.5962760719923388	1.62459E-12
PKNOX2	-1.5962487956682994	1.62437E-12
C2orf77	-1.5937535610936249	1.1816E-08
SRF	-1.586606804115542	5.675E-07
TMPRSS3	-1.5783902963743033	0
LRIG1	-1.577664773998795	1.62448E-12
FGL2	-1.577595496756846	1.62448E-12
LRP2	-1.577582501185319	1.62448E-12
WASF3	-1.5686426853561195	0
STARD13	-1.5650835017947375	0
NR4A1	-1.5648879373614077	1.8034E-07
RAP1GAP	-1.564672708400685	1.62437E-12
HLF	-1.5616675030670313	1.62448E-12
TNXB	-1.558523183601591	1.63536E-12
EGR3	-1.5506288132562644	2.2598E-05
IRS1	-1.550307451613081	1.62448E-12
TNS3	-1.546796178846689	0
FCGBP	-1.5462810354032688	1.62437E-12
DIO2	-1.5460510511154628	1.62459E-12
DNAJB4	-1.541911394667589	3.6952E-09
CRYAB	-1.5409313650269303	4.6353E-10
LPAR1	-1.5374024779760809	0
PRKX	-1.536334260853764	2.00795E-12
SLC25A25	-1.5278726072961024	1.239E-10
CACNA2D1	-1.5250928472691803	6.88338E-15
FABP4	-1.5181406120943082	1.09912E-14
CCDC85A	-1.5180012896013553	0
OGDHL	-1.5086641362502262	1.62448E-12
MLF1	-1.5048491123214918	2.4713E-10
ACACB	-1.5042751816005446	1.62437E-12
MYH11	-1.5031627773779415	7.9195E-07
DIO1	-1.4953990097507923	5.81413E-12
C3orf52	-1.4923232255079821	0.000101973
MIOX	-1.4908539369645952	1.62448E-12
KLF6	-1.4851948714200103	1.0578E-06
ID4	-1.479936271349079	0
C17orf91	-1.4798233486183274	1.0891E-08
ISM1	-1.4788260913561686	2.2873E-07
FHL2	-1.472620009865037	1.9423E-10
TUB	-1.469401096289692	0
KATNAL2	-1.4594352473805625	1.62459E-12
CXCL12	-1.457830275098658	1.63813E-12
NUAK2	-1.44933164666785	1.43219E-14
TOB1	-1.4492297490611303	2.0332E-11
SNORD116-4	-1.4491595299813917	1.20348E-13
MT1M	-1.4490066867778018	2.0951E-12
SDPR	-1.440229728251408	4.19553E-13
CAMK1D	-1.4395398509042736	1.74682E-12
TSPAN5	-1.4380467803290764	1.62459E-12
ALDH1A1	-1.4370778757273042	1.62437E-12
NEXN	-1.4347656022788373	3.77476E-15
NMNAT3	-1.4256996845472771	1.62448E-12
FBLN7	-1.4202819601693142	1.62437E-12
PRKCQ	-1.4178577759760047	0
RGNEF	-1.4158524173580784	1.62448E-12
HKDC1	-1.4148340282248872	1.62459E-12
IL33	-1.412539015665241	1.68099E-12
TMEM220	-1.4106339271812625	1.62459E-12
SESN3	-1.4025655855295391	1.53488E-12
GNA14	-1.4010504938345916	1.62448E-12
ARHGAP6	-1.3994227111538546	1.62892E-12
TLE1	-1.3988479714219835	1.62448E-12
SNAI1	-1.3884791144868194	1.62448E-12
PLA2G7	-1.3813469115414738	1.62437E-12
MAN1A1	-1.3785376090222932	1.62459E-12
DPY19L2	-1.3784171032793278	1.62448E-12
FBLN5	-1.3771602606683797	0
FLJ42875	-1.359423895224428	1.62459E-12
FKBP5	-1.355926450082941	0.000981
WWOX	-1.346036640495406	1.62448E-12
AKAP2	-1.3457954371711827	6.3357E-08
RGS2	-1.3449159677679627	2.5751E-07
C1S	-1.344312981129189	1.62481E-12
COLEC12	-1.3380549474024042	1.62503E-12
SGCD	-1.33549437160517	3.63931E-13
LOC283070	-1.3297217141799254	1.11022E-16
PRDM16	-1.3293840822737057	1.62437E-12
FBXO30	-1.329069541991654	6.24E-11
ZNF826	-1.3280631179873061	6.55032E-15
DUSP1	-1.3276495868786735	2.6037E-10
SPATA13	-1.3249370604110005	5.07683E-12
OTOS	-1.3216873039334278	1.02141E-14
HSD11B2	-1.319728821740234	1.314E-11
SLC29A4	-1.3193252076053443	5.8882E-10
IYD	-1.3166823382307327	1.62459E-12
CA4	-1.313269316158071	1.62581E-12
AAK1	-1.3106120383899973	1.86517E-14
PFKFB2	-1.3100296490004761	1.62426E-12
SH3RF1	-1.3040596103422641	0
MT1F	-1.3016994812201412	3.0011E-11
PPP1R15A	-1.2974256468867598	1.5742E-08
GCSH	-1.2896342327419763	1.62448E-12
TCF7L1	-1.2883684970803686	1.62448E-12
SORD	-1.2846996853782708	1.62448E-12
CYTH3	-1.2844306340932632	0
FGFR2	-1.2807477710048378	1.62526E-12
TMOD1	-1.2805967695671105	1.62426E-12
LRRC2	-1.279873782810858	1.62448E-12
ZFP36L2	-1.2764595032360992	0
SGPP2	-1.2728842610036673	1.62437E-12
TGFBR3	-1.2724647417723325	0
SYTL3	-1.2719390535973363	1.6247E-12
GALNT9	-1.2708056688829135	9.66394E-12
KIF12	-1.267761463684605	1.62448E-12
PCLO	-1.2674270349909846	3.33067E-16
MYADM	-1.2663708089912866	2.251E-05
DACT1	-1.2648698904416362	1.90281E-12
