Gene	log2FC	P-value
IGSF9	2.3051814819081446	0
FOXM1	2.292943780985606	4.6239E-09
TRIP13	2.2892928811428357	1.62825E-12
SPAG5	2.2762898615519362	1.66456E-12
ASF1B	2.267612904237908	2.44249E-15
PLAU	2.2546510525468504	0
CCNB2	2.254333541409781	2.41807E-12
CDC6	2.2385000728265894	1.62459E-12
ORC6L	2.237048239341824	4.3769E-09
PAQR4	2.2238550625298434	1.62448E-12
DLGAP5	2.222250310730843	4.5695E-10
KIFC1	2.2120412634538074	1.4832E-11
TK1	2.1758163338696135	3.3884E-13
TOP2A	2.1747110350451604	1.5079E-08
BIRC5	2.1738131331619965	5.35449E-11
PODXL2	2.1706279090131892	0
IER5L	2.169826538634228	1.62448E-12
IFI27	2.16654464643266	1.62437E-12
KIF20A	2.1480462880199993	1.2046E-07
GINS1	2.136784709453412	1.70119E-11
RHPN1	2.1176387039959637	0
C19orf46	2.107156372278254	1.74039E-12
CCNB1	2.104803275055775	4.52127E-12
MKI67	2.1047648606205236	2.8534E-08
FER1L4	2.0943909532579874	1.845E-10
KIAA0101	2.0890675339736786	1.9489E-11
HMGB3	2.0869472290366846	1.62448E-12
NDC80	2.0852846873079103	6.829E-10
ARHGAP8	2.076562407032991	1.11022E-16
UBD	2.074442167386967	3.3764E-09
CDCA5	2.070246405036951	1.5277E-09
NUSAP1	2.0618329799093837	6.1307E-09
PKMYT1	2.0566710119896188	1.62448E-12
HIST1H2BK	2.0561581959376314	0
APOBEC3B	2.049693780758812	5.4019E-12
MCM2	2.0280159486924623	0
SCD	2.020206501552444	4.1619E-11
SLC39A4	2.0189289647324014	0
TACC3	2.0112570022804834	0
E2F1	1.9987419106045416	1.1601E-10
CCNA2	1.9895299520049596	1.7483E-08
POSTN	1.9800765265228382	2.41285E-12
FABP6	1.978691892562643	3.7629E-09
KIF23	1.9775617353811719	6.3996E-07
SLC19A1	1.9769990046180266	1.62437E-12
CDCA7	1.9742908810026858	1.62448E-12
NFKBIL2	1.9726801570867778	1.62448E-12
UCA1	1.9680294034759858	1.1983E-07
FCGR3A	1.9628314906895956	3.0266E-10
GALNT14	1.9519565050978394	1.62526E-12
EZH2	1.939751614145303	1.67721E-12
UBE2T	1.9357571280765618	1.5702E-10
HIST2H4A	1.9345854405698193	1.62481E-12
MAD2L1	1.9281591519707195	2.29705E-13
SLC5A6	1.9181821950781017	1.62448E-12
MFAP2	1.9158415338737302	0
UPK2	1.915648373910293	9.5338E-07
CEP55	1.9008825461404155	2.4553E-06
NUP210	1.8938500423031503	0
HIST2H2BE	1.891954658246505	1.62437E-12
EPR1	1.8816872641694524	1.1894E-06
CHTF18	1.8781612624074726	0
BUB1	1.8665417022793178	4.3346E-06
CKS2	1.865037603829542	1.63414E-12
ECT2	1.8628504356718096	8.1568E-11
C12orf75	1.8605340263455716	1.62537E-12
USP18	1.859202986191027	1.62448E-12
KIF11	1.8572942557225247	1.6338E-08
STMN1	1.8572344682099775	2.61113E-12
CCL18	1.8548786901608523	2.5848E-06
C7orf68	1.8546025457168247	3.5999E-10
DBNDD1	1.8521521734590056	1.1332E-11
PI4KAP1	1.8494382826084108	0
PBK	1.8491132251119593	2.453E-07
TRIB3	1.8470223194742006	1.62459E-12
SPAG4	1.842634552214884	0
FCHO1	1.8322259535503973	4.4451E-10
KIFC2	1.8277820915579261	1.6247E-12
UNC13D	1.8203576388086429	1.62437E-12
TYMP	1.819997997376257	8.08242E-14
ECE2	1.8128130459793685	1.62481E-12
VGLL1	1.8046368934180244	6.5405E-08
TINAGL1	1.8040571293439611	5.22427E-12
CENPF	1.7940216234922497	6.1017E-05
RRM2	1.7838165460598885	3.5247E-06
GRB7	1.775443053729066	2.9304E-08
IFIT3	1.7697442262426746	2.3217E-12
GINS2	1.7650859041925302	1.63225E-12
MLF1IP	1.7616481638280148	2.6737E-08
LMNB1	1.7547390653595827	6.0062E-11
FBXL6	1.7532896230238568	0
TRPM2	1.7493935164094796	1.11022E-16
EPCAM	1.7484499644812623	2.5177E-10
CHEK1	1.7368393888975209	2.43905E-12
RCC1	1.7288735500769714	1.63103E-12
PAFAH1B3	1.7266494486718174	1.57652E-14
FANCI	1.7221720147975168	9.5596E-09
PRC1	1.7097038786616463	4.5724E-06
SOX4	1.6998088761374102	8.9472E-09
GGH	1.699578392757701	0.00047981
NFE2L3	1.6965300540218726	1.5825E-10
MUC1	1.6921904119588553	4.7351E-08
EPSTI1	1.688065052985703	3.6118E-10
SKP2	1.6801642128577967	0
TYMS	1.674768444739613	6.002E-07
SQLE	1.6733224659146568	4.6843E-11
DONSON	1.6687053707537876	0
EIF4EBP1	1.6623772439846087	1.62459E-12
C16orf75	1.6596066780352896	2.54907E-13
H2AFX	1.657093521783565	0
CDCA4	1.6558384504694186	1.62437E-12
YDJC	1.655793849825502	1.62448E-12
COL17A1	1.6535255540342433	2.6022E-07
LY6K	1.6532204964191655	5.3584E-10
FASN	1.65216354151857	1.62448E-12
BRCA1	1.646957845987244	1.6398E-12
CENPM	1.6464804644616822	9.20375E-14
KRT7	1.6459862070690157	1.3278E-08
SAC3D1	1.638571699603809	1.62448E-12
DHCR7	1.6372675354286537	2.5161E-12
KPNA2	1.6367199045190863	6.7073E-11
GSTM2	1.6321997742849208	1.7504E-08
KRT23	1.627984856407457	3.097E-06
FEN1	1.6251188352155779	4.0554E-11
RTKN	1.6233150279888813	1.62448E-12
TMEM206	1.6228577300070688	2.23876E-12
ADAM8	1.618114993003251	3.8436E-10
PTTG1	1.6145471342708877	6.1473E-11
AGRN	1.6134323053282407	4.3395E-11
MDK	1.6080423060455278	1.5009E-10
TCF19	1.6049445452295898	1.7893E-11
TIMELESS	1.6045876022085537	4.65405E-13
MCM4	1.6041172903327354	1.62448E-12
KRT18	1.6039929656411065	8.3285E-11
TTYH3	1.5952284652418656	2.17604E-13
TMEM45A	1.592611016189778	1.4444E-08
ANO1	1.5910745271267928	1.7721E-09
IRF5	1.5884783486823382	6.246E-12
NCAPG2	1.5854821606096703	3.4565E-09
ITPR3	1.580846846330934	3.33067E-16
CKS1B	1.5657291666644853	1.62448E-12
GYLTL1B	1.5649502214035835	3.5649E-08
CENPH	1.5626954764455099	7.71938E-13
ATAD2	1.5608998002828618	2.6685E-10
RNASEH2A	1.5556489630267099	1.29896E-14
CDKN3	1.5531246592106822	2.5702E-06
RFC4	1.5525012014729922	1.62448E-12
POC1A	1.552496335185671	6.8087E-10
MTHFD1L	1.54655350239977	0
CTHRC1	1.5426286804171463	1.2687E-10
WDR90	1.5409291925916606	0
NMB	1.5399155002164515	2.17892E-12
TLCD1	1.5356588394474064	1.2761E-10
C19orf48	1.533610495914056	1.62448E-12
POLD1	1.5325502760010372	1.62437E-12
LY6E	1.530997930781101	3.3986E-11
SPHK1	1.5249576314033204	3.37519E-12
UBE2S	1.5249168327608476	0
HN1	1.524033099448042	1.8291E-11
MYO19	1.5181153850960127	1.65046E-12
WARS	1.5153964962086182	3.7505E-11
TFAP2A	1.5127528531248384	2.0069E-07
CCNF	1.5125187249486887	7.1683E-10
BPGM	1.5104438096427095	1.23646E-12
ERBB2	1.5102583017715239	1.5663E-06
MMP7	1.507404317276473	0.00022372
MFSD3	1.5059049238039828	1.0853E-11
SC65	1.5004407253680994	1.64535E-12
GPR172A	1.5001554324439605	3.12195E-13
NSUN5P2	1.4983016724796812	0
FSCN1	1.4974268303869311	6.787E-11
LRRC45	1.4919113271994389	1.62448E-12
EFNA4	1.4916208655494547	2.86571E-12
WDR34	1.4896978603377424	0
OAS3	1.486323833978401	3.7337E-11
IGFBP3	1.4836643022592861	5.7189E-05
TNNI2	1.4815864086469865	2.2402E-05
DHRS13	1.4811243064885715	1.0655E-10
MDFI	1.4805561297968366	2.3028E-08
PGF	1.4788240582497971	1.73983E-12
IFI44	1.4785369202658347	6.1987E-09
XRCC3	1.4735918107326276	1.62881E-12
PLXNA1	1.4713993021931526	1.62448E-12
C8orf30A	1.468633680390069	1.62448E-12
UCK2	1.4678025532835803	1.62448E-12
LPCAT1	1.4675392564456264	1.62592E-12
MIF	1.4644705211194644	1.62448E-12
PPP1R14B	1.459505955387566	1.62592E-12
C15orf23	1.4529170112703522	6.6276E-08
PSAT1	1.4501389666285598	1.9135E-08
MARCKSL1	1.4500041243809514	1.3779E-10
SHMT2	1.4488089655704302	1.62448E-12
HIST1H2AC	1.4487546052988747	1.95222E-12
PCNA	1.4476989080298275	1.66578E-12
GDPD3	1.442948351786237	0.000161202
BCL2L12	1.4428972476772368	1.62437E-12
PI16	-5.58921085020823	1.8718E-05
SCARA5	-5.309138046357451	2.3142E-05
C2orf40	-4.6411634973945946	0.00058095
VIT	-4.615913225309003	0.00091822
OGN	-4.568967661193919	0.00030037
C16orf89	-4.527991804961355	2.309E-06
ADH1B	-4.521827311663311	5.75E-05
CLEC3B	-4.4552134646787485	2.0187E-05
TNXB	-4.088211377191396	3.7885E-05
ITGA8	-4.085847921223489	0.000159558
NEGR1	-4.073223035634098	0.00060458
FAM107A	-3.9860671671241588	1.61735E-05
C7	-3.9216947372586723	0.00026482
F10	-3.9149972761218006	4.1312E-06
PCOLCE2	-3.880518111759204	0.000156223
FXYD1	-3.861544213158452	4.8137E-06
GPR133	-3.825185629399894	0.00076126
SDPR	-3.7804099448145863	0.000140532
CFD	-3.73222561458255	1.8449E-06
NR4A1	-3.67891470360953	8.0647E-05
SGCA	-3.657453410096247	0.00091704
IGSF10	-3.6207230369675383	0.0002174
FGL2	-3.589554703782827	0.00045608
DPT	-3.5518871848551328	0.00025929
PDK4	-3.5399995743259245	0.000103785
ITIH5	-3.534903002649957	0.000104192
CCL14	-3.480137350578883	7.5214E-05
GSTM5	-3.476894929231085	3.5585E-06
TPPP	-3.3935202177497117	1.8657E-05
PLAC9	-3.366236594639191	1.4286E-06
ADAMTS1	-3.3540419047671466	0.000103315
ABI3BP	-3.321334706623123	5.5496E-05
RCAN2	-3.1896351867475925	0.0001788
ADAM33	-3.147312350549187	4.0337E-06
MFAP4	-3.1299622786306025	2.0398E-05
GEM	-3.1245675841949563	0.00061803
CHRDL1	-3.1210944111646097	0.00055543
FOXF1	-3.1146995355134695	3.5434E-05
FOS	-3.0984944853625973	3.8316E-05
PID1	-3.097993025135887	1.90386E-05
LOC100302650	-3.089936326601564	0.00021576
AG2	-3.0892138427289666	0.00047698
DUSP1	-3.0798158440831536	2.6851E-06
SPARCL1	-3.0697486856100946	0.000123828
HSPB8	-3.060741930858711	0.00061743
SVEP1	-3.057456386951587	0.00051653
NR4A2	-3.017841758559552	0.00099675
TCEAL2	-3.01226361623832	0.00056395
MRVI1	-3.0064405686567706	0.0008978
PLCB4	-3.001518433185529	0.00099949
MRGPRF	-2.997625524745891	0.000158138
SLIT3	-2.9972667792523593	5.8231E-05
DIXDC1	-2.994132745292885	0.00066362
LOC399959	-2.952469171620592	3.8244E-05
PDZRN3	-2.9398282385451044	0.00053733
ANK2	-2.9214695047829298	7.5136E-05
PAMR1	-2.9011292858561792	1.51183E-05
ZFP36	-2.8718333822125195	0.00049793
SMOC2	-2.869553988794128	0.00023781
RGS2	-2.8345960563027615	0.00056105
KLF2	-2.821084953644887	3.6987E-05
COL14A1	-2.8143920595483616	0.000139894
COX7A1	-2.797103362482031	0.00033836
GATA6	-2.7802431156617162	0.000118342
LRRN4CL	-2.77069769639584	3.4885E-06
JAM3	-2.7453460252978483	0.00070294
CCDC69	-2.7428348104320066	0.00042433
CSRNP1	-2.723000986382421	0.0003222
RAI2	-2.7191106192722545	1.58009E-05
PHYHIP	-2.7121513884581154	1.52931E-05
STON1	-2.7049826358756555	0.00073574
EPHA3	-2.6927926140613234	8.2786E-05
PDE5A	-2.689007807613601	0.00054095
C5orf4	-2.685439492534117	0.000117162
HSD17B6	-2.6839814151507526	0.00066301
ACACB	-2.6700783389705114	0.00025736
PDE2A	-2.6593788235054494	0.000100342
WFDC1	-2.6434560326540155	0.000183513
DCN	-2.630672857127322	5.5977E-05
CELF2	-2.6147681761600094	0.000195156
CADM3	-2.613731498488491	0.000102462
ZCCHC24	-2.6011842505825546	0.00058481
TPSD1	-2.5788677346401614	0.000158419
LAMA2	-2.577486075806711	0.000155436
JAM2	-2.5704089122259175	2.1322E-05
TMOD1	-2.5615190204773945	0.00043677
TSPAN18	-2.5494073549935954	0.00086128
CCDC80	-2.5467770298316355	0.00072281
FILIP1L	-2.542280536075603	0.00094472
C10orf72	-2.5274046111403803	1.75658E-05
TCEAL7	-2.5166133984255246	7.43849E-15
MUSTN1	-2.506693805366076	0.00062167
CBX7	-2.4928487217450375	4.0488E-05
TPSAB1	-2.486835616308568	0.00023787
HAAO	-2.4751641452912416	1.82709E-05
ITPR1	-2.4590647576400544	0.00064444
PRICKLE2	-2.450604943223049	0.00030457
GSN	-2.4488467587952996	5.8003E-05
FBLN5	-2.445627898408298	6.1323E-05
LAMC3	-2.4379127065981696	0.00043685
AQP1	-2.4318574585958284	6.1438E-05
LTBP4	-2.4304681631755773	2.3065E-05
SRPX	-2.428449665447553	1.5617E-06
TNFAIP8L3	-2.4188592584792614	0.000104599
CLDN5	-2.416843899015725	0.00040459
APOLD1	-2.4123870078183463	0.0002566
HSPB2	-2.4109921731071844	0.000164984
RASGRP2	-2.3956342143603315	0.00027727
FGF7	-2.387522521849007	0.00043906
SPON1	-2.3804898294518675	3.9197E-05
MYADM	-2.359648424858564	3.5031E-05
PPAP2B	-2.3572973045052867	4.433E-06
CXCL12	-2.349610384475014	0.00028245
KLF4	-2.3414350935145536	0.000100637
PODN	-2.320141421196227	0.0002177
CPA3	-2.31297981521988	0.0006371
SYNE1	-2.2994850044395396	2.8818E-06
MATN2	-2.299398091214184	1.5641E-06
OLFML1	-2.2917046182258307	0.000176171
CRYM	-2.288060549225574	2.3807E-06
FBLN2	-2.2653869879277035	0.000123937
NFIX	-2.263470246354501	0.00046233
OLFM1	-2.2533389784970987	4.5479E-07
INMT	-2.249587975846452	0.000118675
CYBRD1	-2.2492314559557984	8.3627E-05
SLC24A3	-2.240111781847307	1.74573E-05
TPSB2	-2.231139709097244	0.000121004
GPR124	-2.2085743308714627	0.000164466
BTG2	-2.202316956895966	0.00043894
CSGALNACT1	-2.193082846487337	1.5019E-05
NCALD	-2.1897565008057724	0.00065535
BDKRB2	-2.187567618100844	0.000137295
TGFBR3	-2.1755272630522318	1.983E-05
GAS7	-2.1689388676812373	0.00049718
TP53INP2	-2.155018088784846	0.00019716
RHOB	-2.1461860600332647	6.2881E-05
C16orf45	-2.1376736644604186	0.000101061
THSD4	-2.1348731696629697	0.000176906
FGFR1	-2.127015348799867	7.1164E-08
PER2	-2.1198371599799186	0.00023981
BIN1	-2.118958076517632	0.00045504
COLEC12	-2.1114588619728067	0.00023917
RNASE4	-2.104669555087411	2.0097E-07
GYPC	-2.1025152052936305	7.5998E-05
BOC	-2.098089410623899	0.00089724
CD34	-2.082004454466347	6.0072E-05
DENND2A	-2.049607621801553	0.000122309
ITM2A	-2.0433303532652674	0.00032417
PDE4B	-2.041039482445416	0.00023712
DCHS1	-2.038921257593906	0.00099615
TSHZ3	-2.037941832294183	0.00082405
ARHGAP6	-2.018147884342537	1.64E-09
PKIG	-2.01804963537103	0.00098146
FAM149A	-2.0147596163239565	3.8982E-05
SLC9A9	-2.000066440521894	0
CNRIP1	-1.998564332766452	2.4724E-05
PCDH18	-1.9898553274330268	0.00031927
STARD13	-1.986996862902304	8.0562E-05
EDNRA	-1.9828188570515282	0.00026281
FZD7	-1.982354243849547	0.000161355
TENC1	-1.9676075206411379	1.58303E-05
RHOJ	-1.9643973268965824	7.7114E-05
SPRY1	-1.9621182400436514	3.776E-05
NFIA	-1.9615410219756797	9.7342E-05
PER1	-1.9377534423337226	0
SSPN	-1.934819906621557	0.00037755
PTPRN2	-1.9343452565591337	0.00079972
PLSCR4	-1.9338238983539682	0.00072499
APBB1	-1.9325950461911592	0.00040146
TIPARP	-1.9315052095552	0.00089619
MEF2C	-1.921881639682495	0.000122301
MGLL	-1.9196124781125665	0
NPR1	-1.8961410412393807	8.6856E-09
GRASP	-1.880635057244934	5.6094E-05
PRKAR2B	-1.8797317144823968	4.66294E-15
PMP22	-1.8524509071317783	8.2439E-05
ZEB2	-1.8387083205142638	4.367E-05
MGP	-1.8297603688969575	1.6284E-06
OLFML3	-1.8282942401322677	3.8205E-09
THRA	-1.824465782465568	0.000144435
PJA2	-1.8236060493508839	0.0002429
SOD3	-1.8050666771686732	0.000102743
NPR2	-1.8046859834731894	0.000103572
ARMCX1	-1.7943625824747862	0.0004413
GNG11	-1.7851520235581877	1.89186E-05
COL4A6	-1.7846142383952552	0.0009226
NR2F1	-1.7780390897979135	0.00029524
ALDH2	-1.7688272902011184	0.00020439
CCND2	-1.7634137835191317	0.00054008
MMP23B	-1.7607717481496874	2.6125E-08
CPEB2	-1.7590843842077442	4.2875E-05
SDC2	-1.75655853675272	0.00054486
CLU	-1.7372689094002833	4.873E-08
RECK	-1.7352249318497661	0.00020197
EPHX2	-1.7344116745284477	0
MEIS2	-1.7069396785350859	0.00080368
MEIS1	-1.7060499548821242	1.58221E-05
SYT11	-1.7041490273059914	0.00078357
PARM1	-1.6964540899698104	3.0883E-08
EMILIN1	-1.696145252157846	0.00076396
IGFBP5	-1.6852632058797434	1.1605E-07
JUNB	-1.6782050593137705	0.0003554
FRY	-1.6658479074895907	0.00051681
C21orf63	-1.6657769919287753	4.85278E-13
DLC1	-1.6526901306539592	0.00067604
SRF	-1.649677172276843	7.5486E-05
TSC22D1	-1.645026852589907	2.3371E-05
NAP1L5	-1.6377213378957218	1.62265E-05
LDB2	-1.6328929202497535	2.3681E-05
CD302	-1.6283550700237417	1.751E-05
RBPMS	-1.6196999800609508	0.00073959
CRY2	-1.6136027199793423	1.6285E-07
LHFP	-1.6087383588945066	0.000161516
KLF6	-1.598882616855476	0.00088297
RPS6KA2	-1.590488011279944	1.5363E-06
GPR183	-1.5902961276213108	5.5541E-10
TSPYL2	-1.5824808147230738	2.4342E-05
ABL1	-1.5711919462542914	0.00098117
NFATC4	-1.5637708450178107	0.00021524
TACC2	-1.5592704033411027	3.8017E-06
CC2D2A	-1.5527792181773148	0.00056495
FOXN3	-1.550225934070496	0.00073707
LPAR1	-1.5407878429866835	4.441E-06
IL33	-1.5386469759590689	0.00032369
SCN1B	-1.5369379449307767	0.00086211
PGCP	-1.527083590839186	7.9019E-05
KANK1	-1.5262373809255898	0.00071564
TCEAL1	-1.5210571371431696	0.00030123
ABLIM1	-1.5177296828937483	8.0191E-05
SGCE	-1.5146840626321507	0.000159124
TMEM88	-1.5144666687691888	0.00015566
TNFSF12	-1.49714213537314	0.00012356
AHNAK	-1.4915987269865216	0.000180348
PER3	-1.485214993343647	4.2301E-05
NFIB	-1.478044901417617	0.00031546
RCSD1	-1.4759746213619016	1.60738E-05
SH3BGRL	-1.471382347609249	0.00030193
ATP8B2	-1.466885036324108	2.228E-05
CYYR1	-1.4616602734753605	0.00049649
UTRN	-1.4533849385949114	1.79367E-05
IL11RA	-1.446547847396408	6.522E-08
PCDH7	-1.4422127629414065	9.3799E-07
MAP3K8	-1.4399685577717312	0.00069866
PBX1	-1.4380716537444287	0.00043898
PHYHD1	-1.4333124535650574	1.1763E-08
KCTD12	-1.4223448310797921	0.00089521
EIF4E3	-1.416297325751624	0.00047751
PPP1R15A	-1.4160967877593094	0.00075679
CX3CL1	-1.403472460082177	4.4608E-05
GGTA1	-1.386318152430924	0.000143382
