Gene	log2FC	P-value
SLIT2	2.577882636792437	7.1958E-08
UPP1	2.55763174648686	1.79068E-12
PKIA	2.5554821094262374	1.38456E-12
CKMT2	2.547265695598592	1.62448E-12
KLHL3	2.523946016841249	1.62514E-12
SLC16A11	2.520150829868969	5.5711E-13
TRIB3	2.5190455421710167	0.00028315
CREB3L1	2.513240020545788	3.5086E-08
RHBG	2.512401102220418	2.16094E-12
SYT13	2.4990662410925104	3.66596E-13
LGALS3	2.4892729684248853	1.62448E-12
SYT17	2.4796864053954173	1.62481E-12
KCNJ11	2.4757889728133917	1.6247E-12
FAM13C	2.4691157616617425	1.5729E-11
INPP5J	2.4309599487841944	1.62437E-12
PHKA1	2.429562797600185	0
SEMA3C	2.397729300955613	6.7215E-11
SNTB1	2.387273518400844	1.89293E-13
FAM198B	2.37016210896163	2.3903E-07
SLC26A7	2.3430880188292167	6.3739E-07
PLA2G4F	2.339668532780673	0
HIST3H2A	2.3318798517008754	3.4639E-14
ST3GAL1	2.331573191825091	1.62448E-12
CPT1B	2.328105435702561	0
PACRG	2.318830859447311	1.64635E-12
MAP1B	2.299453246101634	3.0093E-09
DOCK10	2.2692557398210305	5.88463E-12
LIN7A	2.22799948576242	1.91069E-12
AMPD3	2.2121942656474203	5.55112E-16
ZDHHC23	2.2115135908824217	1.62459E-12
PRKCD	2.207037569653026	1.11022E-16
LOC115110	2.1795776881858724	6.0712E-08
GPSM1	2.1607759330798366	2.5073E-09
FGF7	2.1581992710079176	3.3981E-10
ANKRD29	2.156108593491946	8.88178E-15
DHRS7	2.1403652114202925	1.62492E-12
ATP6V1G3	2.138711159524697	9.08496E-13
CYTIP	2.133413692042306	2.9836E-08
RGS16	2.1281993026779045	1.6697E-08
CDCP1	2.128185982887377	1.0161E-09
ABHD3	2.1222210368736105	3.33067E-16
OLIG1	2.1159191626284337	5.1793E-11
EPDR1	2.111874864993145	6.818E-08
ASTN2	2.109125913641975	1.36935E-12
FAM174B	2.098236452837378	5.04008E-12
NCALD	2.078960037831878	9.8455E-09
RARRES3	2.051821409848	1.67277E-12
ATP6V0A4	2.045245287377617	2.36311E-12
PKDCC	2.0332210682484546	2.4426E-12
GAS2	2.0303646250855545	1.5263E-08
PLAGL2	2.029202381436284	3.78586E-14
CHST2	2.0098767498197274	6.9351E-08
GCOM1	2.008228809347589	1.3456E-10
UBE2QL1	2.0035995721890885	1.018E-11
PLEK2	2.0004526192846726	1.11022E-16
FHDC1	1.9917107764389166	3.89688E-14
C9orf24	1.9847982673698465	1.14719E-12
SERPINI1	1.967922866410528	4.00568E-13
ABHD2	1.9673927661090118	2.28728E-12
SLC29A4	1.958566279983302	3.527E-09
STIM1	1.9448229813044595	1.62437E-12
ASNS	1.9021309331634206	2.4622E-06
SPIRE1	1.8930762103577994	1.62459E-12
STK39	1.8761822488571498	1.62637E-12
HEY1	1.8675386719711866	3.9837E-08
SC5DL	1.8646957620375584	1.56541E-14
ACSS3	1.8460949748480915	1.3834E-10
MS4A7	1.8415681014059118	0.000157085
C12orf75	1.838540630419028	1.62526E-12
DSG2	1.8384973890238436	1.70197E-13
DDIT3	1.8277314784132495	1.7003E-08
BMPR1B	1.8208566523375294	3.6616E-08
PXK	1.8167811523713098	6.4142E-11
CWH43	1.8083528607946096	1.64003E-05
C22orf25	1.797944847539746	1.62448E-12
TMEM117	1.7955684738097806	0
GLCCI1	1.7889791616840744	2.22045E-16
BACE2	1.7805101934788448	1.7456E-12
C10orf75	1.7768324215847084	8.8612E-10
KIF13B	1.769999527889496	1.6247E-12
CAV2	1.7663487830769498	1.62836E-12
ARSJ	1.7634962418239657	5.1887E-08
ALCAM	1.7584845261040356	7.0916E-07
TMEM101	1.7577700729819365	2.7084E-11
INPP4B	1.7569696728677968	2.3783E-08
SLC4A1	1.7548510004485087	3.3489E-07
GADD45G	1.7495236961619463	9.1109E-10
NLRC5	1.748431401540658	6.1411E-11
SCN1B	1.7367137017163266	1.2305E-06
EVI5L	1.7360805416803053	1.63025E-12
OXCT1	1.7324713775787437	6.5355E-07
COX6C	1.7157634343074364	1.62437E-12
PPM1L	1.7142025613176306	3.0419E-08
GAB2	1.7117955012617776	1.88738E-15
C19orf48	1.7068726730406416	1.62448E-12
FA2H	1.7026475056556565	1.85063E-12
AHCYL2	1.7014290791647004	1.62625E-12
EPS8	1.7012294001532684	6.48714E-12
NUPR1	1.694064384729699	4.9337E-10
ATP6V1B1	1.6815511364534677	1.41553E-13
ANGPT1	1.6789066819198406	1.5527E-08
LGMN	1.6736524545356368	1.73961E-12
PDP1	1.6700234908031926	2.80453E-12
COX7A1	1.6509857045597747	4.2345E-09
DOCK8	1.625118756174703	1.4604E-09
DHCR7	1.622516215525383	3.33067E-16
GPR143	1.6221765135378379	7.7281E-09
C11orf93	1.6206952582729197	1.77303E-13
OXGR1	1.6195053485774151	3.9073E-05
ANKRD9	1.6180375139080094	1.62448E-12
SLC27A1	1.6157366181606434	1.11022E-16
ARHGAP6	1.6153080053752584	1.6257E-12
ADM	1.6103106037889037	2.581E-08
ARRB2	1.6092425754790154	3.47566E-12
KATNAL2	1.6092147182785737	1.78202E-12
CKS2	1.5999269942124097	2.296E-09
DCLK2	1.5932642627818254	1.62448E-12
TBC1D2	1.5920581211055933	3.224E-07
DIRAS1	1.5916102128231162	4.9146E-11
LYSMD2	1.586418394456988	2.59537E-12
ABCG1	1.580991009576453	2.88192E-12
CORO7	1.5796705424589301	1.62437E-12
CKB	1.5789805658541693	0
TBC1D1	1.5723546858116337	0
ARAP1	1.5531899455634939	1.62437E-12
RAB3A	1.5515366530028172	2.0646E-11
IRS2	1.5473458220376222	3.2141E-10
PPP1R3C	1.5427906761762222	7.1842E-11
CSGALNACT1	1.5342757903680515	8.2652E-07
LASS4	1.5323508404471506	4.63962E-13
CTSD	1.527333584316286	0
ALPK3	1.5270995775735243	1.67966E-12
ATP6AP2	1.5240280338469072	1.63791E-12
NSUN7	1.5183129871275316	2.2936E-08
CTTNBP2	1.5146072691535737	1.4668E-10
UAP1L1	1.5136886091400863	0
PRLR	1.507385766500331	1.7029E-05
BAIAP2L1	1.5071710572501575	0
NECAB3	1.5043416642539933	1.62448E-12
KRT7	1.4960186952159384	2.6479E-06
RCAN2	1.489419343583787	2.79776E-14
CHCHD10	1.4819897640080686	0
PCP4	1.47752276857289	0.00086485
RBPMS2	1.4754674780113215	7.7076E-07
TPPP	1.459790337144241	6.976E-11
GPD1L	1.4597738152176734	1.3198E-08
ITGA6	1.4574350718370153	6.5715E-09
SREBF1	1.4546438859882043	1.673E-12
FAM24B	1.4542754336034673	0.00086296
FLJ35390	1.4515480681021329	5.83977E-14
ELOVL7	1.4366078041291468	3.24252E-12
NCRNA00087	1.4345831265168578	4.3028E-11
CA12	1.4288351653609455	1.11022E-14
CCDC34	1.4280203931145083	7.5443E-11
ST3GAL6	1.4251168507152017	4.4283E-09
ZBTB47	1.4157184154182492	1.41887E-13
PPFIBP2	1.4096535856489563	1.69542E-12
MOBKL1A	1.4086343136793256	8.8319E-11
NEDD4L	1.408485860772969	3.9264E-11
C2orf88	1.4073018493503182	3.3009E-09
ATP6V0C	1.4002733330843309	1.62448E-12
B4GALNT3	1.38905093513884	2.3922E-05
NPC1	1.3809856354309253	5.9348E-11
MMP24	1.3807279049741574	2.4271E-11
CPNE2	1.3747500762723606	7.4738E-11
NR0B2	1.3709405117337041	1.0322E-06
TMEM33	1.3662263973670308	1.62448E-12
TMEM207	-12.359406493610058	4.4058E-05
AQP2	-11.912000079211536	8.0362E-09
PRODH2	-11.399851818654893	0.00071542
ACSM2B	-11.284156914289571	0.0007956
NAT8	-10.615741982562414	0.00081936
UGT2A3	-10.579324261954417	1.77457E-05
UGT3A1	-10.455673046897475	2.2446E-10
FABP1	-10.437533044562617	0.00097692
ACSM2A	-10.274984607187818	0.00025758
GLYAT	-10.202090572978339	0.00038374
DPYS	-10.08277821087674	0.00058447
AGXT2	-10.023467219197808	0.000224
CALB1	-9.932796227626548	0.00053855
RALYL	-9.856239179086614	1.0964E-08
CLDN19	-9.817450153725238	5.9708E-08
DAO	-9.817317383190678	0.00040387
SLC9A3	-9.743001976154108	4.4423E-06
CRYAA	-9.732658257015295	0.00052494
HAO2	-9.729844052516954	0.000196879
IRX1	-9.644927644346248	9.9127E-09
TNNT2	-9.504837320796558	0.000195418
DDC	-9.364475708029538	0.00062193
MT1H	-9.268112755989453	0.00074358
FUT6	-9.146784064186797	0.00010355
VGLL1	-8.903179682393747	3.5177E-05
RBP4	-8.697480452210772	0.00022016
PTGER1	-8.651384158160965	3.1329E-10
BBOX1	-8.550260859334918	0.000155047
IRX2	-8.427084230431369	3.9033E-09
FTCD	-8.269563843743377	0.0005821
ELF5	-8.23637508391875	0.0005971
SCNN1G	-8.21030401006538	3.5204E-11
MT1G	-8.150811470760576	0.00072398
SLC12A1	-8.09135123457282	1.9328E-07
ACY3	-8.018050435921468	2.3532E-05
C4orf31	-8.005511684362286	0.00038184
TSPAN8	-7.997769126286301	9.859E-09
GBA3	-7.963608538631287	2.4853E-05
TYRP1	-7.718998014610341	3.923E-07
ACMSD	-7.690011679251499	0.000183262
UMOD	-7.652819451952439	3.1829E-07
SLC28A1	-7.642824166417398	0.000135447
CLDN2	-7.637266029508903	0.00039899
GSTA1	-7.591723297507433	0.00072205
GLYATL1	-7.58142469098733	0.0002381
NAPSA	-7.5745024014816495	1.77632E-05
SLC16A9	-7.515341847632662	0.0009579
BHMT	-7.481086460265406	6.1259E-05
PIPOX	-7.476440709544079	0.00026268
C6orf176	-7.416024193748493	7.0146E-07
SERPINA6	-7.384580809816293	8.7547E-07
MIOX	-7.3817567127499855	0.00075612
LOC723809	-7.246469835453884	2.12452E-12
LGALS2	-7.163154705541426	0.00073667
CLDN16	-7.140829514333981	7.8286E-07
ALDH8A1	-6.9466732668263935	1.8584E-07
C9orf71	-6.833599013279219	1.7575E-06
GP2	-6.7628325278061485	4.3764E-08
SLC12A3	-6.618573474945194	0.0002174
MT1F	-6.610543004636506	8.0732E-05
AGMAT	-6.60124560902376	0.00027514
PDZK1IP1	-6.498163997972807	0.0003047
C5orf38	-6.4578516596597035	2.0611E-09
CXCL14	-6.436238663093381	5.4717E-07
CAPN6	-6.241518419048883	5.3673E-07
CLIC5	-6.160695141614889	0.00026397
PPP1R1A	-6.1305969003454885	2.4417E-07
LOC389332	-6.130233864271649	9.871E-05
C21orf62	-6.083124020872291	3.252E-09
SLC6A13	-6.043165109031685	4.3821E-06
FMO1	-6.0241198826761115	0.00020216
TCF21	-6.021941703846604	6.7599E-09
NTRK2	-5.933419177372212	2.4293E-07
CLDN10	-5.903796104229064	1.862E-11
FGFR3	-5.872294673156505	2.3588E-10
LYG1	-5.8716546470648385	3.1741E-06
PDZK1P1	-5.810917499394267	3.9082E-05
AMN	-5.7395895289037115	0.000319
ASS1	-5.738761886272497	0.00067524
CRHBP	-5.708201304731974	1.89941E-05
ANGPTL3	-5.688088849034439	0.00018183
C8orf84	-5.628122139397641	4.4199E-08
RASAL1	-5.623077370189817	9.1329E-09
RASL11B	-5.567992409967277	1.093E-08
AMBP	-5.544059210109884	8.4967E-08
PTPRO	-5.4553517037685015	0.00093881
IL1RL1	-5.449288550567483	0.00022398
MUC15	-5.402897936245687	4.4924E-08
ANKRD2	-5.400790510579201	0.000196124
FMO2	-5.3275943412755415	1.7643E-10
GPD1	-5.316848029247436	0.00048242
ABP1	-5.281780799142611	7.7967E-08
TMEM27	-5.225572908282103	5.529E-05
MFI2	-5.215781512159381	0.00034091
SPON1	-5.196474514474725	9.3782E-07
ADH1B	-5.183573212620083	6.1702E-05
EDN2	-5.121868156440917	4.8328E-06
RBP5	-5.120127643422019	6.4298E-05
KHK	-5.077693403142394	0.0004789
TMEM176A	-5.065446360581389	1.541E-08
PTGDS	-5.028235556575858	0.000157799
GIPC2	-5.0159825944489	1.67067E-05
SLC44A4	-5.013635913320918	1.0084E-10
LOC284578	-4.999569102493034	1.7901E-08
SOSTDC1	-4.989084853536916	3.1798E-10
SIM2	-4.948841515100525	3.5742E-07
RERGL	-4.942748148160781	9.3116E-09
SCNN1B	-4.925115024469465	2.3359E-09
AQP3	-4.920766487539087	6.0094E-08
ABCB1	-4.876448725834572	2.1858E-10
PDZK1	-4.852547910939003	5.6538E-08
WNK4	-4.844325944829869	1.3736E-08
WNT7B	-4.824989680807974	2.3295E-05
GPM6A	-4.791609717928369	4.9058E-09
AK3L1	-4.768877772377368	6.1516E-05
VTCN1	-4.766335604336546	1.261E-11
LIME1	-4.750619302809233	0.00060315
HS6ST2	-4.748365371065546	8.3669E-10
SFRP1	-4.736299299885417	1.5883E-10
FLRT3	-4.707086089472115	1.62659E-12
LOC339535	-4.688070179615043	8.3622E-11
PLA2R1	-4.647240535004874	0.00093715
GATM	-4.641857926839782	0.00044498
FXYD1	-4.640323679043513	7.972E-09
GGTLC2	-4.6374083919187274	0.00043802
GALNT14	-4.634280770112053	9.36806E-13
TACSTD2	-4.618575743159093	6.6247E-07
PROM1	-4.601357669981465	1.0709E-10
A2LD1	-4.597765794139685	0.00036148
SCARA3	-4.553513855137274	5.6153E-05
MT1M	-4.550849333086189	1.66818E-05
KBTBD11	-4.537621755870951	6.6953E-11
AOX1	-4.510266295965041	0.00019969
TMEM176B	-4.509857258097297	7.2887E-11
SULT2B1	-4.50837047229544	7.5605E-05
GGT1	-4.504642774548036	0.00036184
SPNS2	-4.475370240699161	1.5254E-10
KCNJ10	-4.448550675921658	1.1829E-07
GPM6B	-4.441827366498996	5.3202E-08
SMTNL2	-4.406193541944855	8.05922E-12
RAMP1	-4.403765961208509	7.30727E-12
FGFR4	-4.400871576501012	2.5849E-07
ADRA2C	-4.393657112304264	1.6368E-09
SAMD11	-4.39357454039372	3.9433E-10
IGFBP2	-4.385802258643855	1.72162E-12
AKR1C3	-4.374458853690152	4.2757E-09
NELL1	-4.368742672924976	1.2143E-07
ENPEP	-4.359383484267364	0.000182809
MFSD4	-4.328437801249278	1.95343E-05
TMEM37	-4.306647488428139	4.262E-11
SERPINA1	-4.288114276811942	1.4378E-09
FGF1	-4.2585689598587795	0.00064228
DZIP1	-4.248018108880437	0
USH1C	-4.228523635432839	4.449E-05
C1orf106	-4.221622139369921	2.5233E-09
IL17RB	-4.2184613672916615	1.73614E-05
F11	-4.210452874758818	1.91E-08
PKHD1	-4.203333436770106	2.78144E-12
BHMT2	-4.19446565093299	1.9031E-08
AQP1	-4.180491877070925	1.92812E-12
LRRC19	-4.166354897284413	6.1457E-10
NR1H4	-4.166263069363063	1.62448E-12
KLHL14	-4.1360990157429605	9.248E-09
SLC16A4	-4.134343058561331	2.0103E-08
RNASE4	-4.127550363961348	3.6253E-10
HRG	-4.127451718977597	8.3214E-09
DUSP9	-4.126514776687963	7.2989E-08
FOXC1	-4.120623356267695	3.4109E-11
ASPA	-4.099673643013698	4.8301E-09
KLK6	-4.09008626000821	0.00045539
PLCB1	-4.084535331988418	6.5246E-10
S100A2	-4.073439600606401	0.0009755
PCDP1	-4.066247952994654	1.83054E-12
SUSD4	-4.052867818836898	7.518E-09
CFB	-4.0527866486022015	4.088E-05
AFAP1L2	-4.022379617928924	2.5263E-07
PFKFB3	-4.020312542793594	3.9766E-06
NFASC	-3.9801015024889916	6.1869E-05
ASPDH	-3.979595345828641	0.00048383
BICC1	-3.9744992073880776	2.4389E-10
CXCL12	-3.95677092654383	1.5298E-11
SPOCK2	-3.947900448286296	1.6635E-06
C16orf11	-3.9365734438607207	3.6046E-09
CLDN14	-3.93357411915939	0.00031697
SUSD2	-3.9235525925310606	0.00056394
PBLD	-3.920892280986946	1.0184E-06
FMOD	-3.920443106477077	1.68394E-05
SHMT1	-3.9137801416657583	1.6202E-09
SERP2	-3.907985879749418	4.00702E-12
CCDC103	-3.906103610960532	1.63947E-12
PRUNE2	-3.9052759479460075	7.3197E-11
DCN	-3.8928032902686214	1.6481E-07
ETNK2	-3.8807950053995235	9.7897E-07
SLC47A1	-3.8792129861221936	4.2046E-05
KCNJ16	-3.8744759139875877	0
GJB1	-3.864569570168017	3.3572E-07
AIF1L	-3.8564803559110414	3.6856E-11
SCD5	-3.852318142473434	4.42135E-12
PRKCQ	-3.8398006477227677	1.5346E-07
FOXQ1	-3.8290536704601146	7.076E-07
CASR	-3.826828468708258	9.5131E-09
NPAS2	-3.824568184030949	3.7757E-10
LAD1	-3.8234030136912467	1.11022E-15
NPY1R	-3.8220373787847834	1.1682E-08
DPT	-3.818071945995545	0.000195217
ANK2	-3.8115552799168677	2.545E-10
KNG1	-3.8115135923925925	1.0782E-08
CAPN3	-3.804770382416235	0.00049852
SOD3	-3.7944283987356853	2.495E-08
ANG	-3.779800723296753	3.1269E-08
CYR61	-3.7768092489199114	3.6243E-08
PRELP	-3.773667543985538	2.1762E-05
ITM2C	-3.7541819299534955	3.81994E-12
TMEM45B	-3.746768330005287	3.0511E-10
SLC14A1	-3.7259499984512665	7.6082E-05
MT1E	-3.720322145420143	6.6729E-07
CLEC18A	-3.710008257183016	0.00042248
SLC22A17	-3.6713919958886176	2.98428E-12
FBLN5	-3.666900730523132	2.3509E-09
COLEC11	-3.647662455362626	7.9231E-05
VCAM1	-3.6432934320773422	0.000123844
ID1	-3.639742121011667	1.0959E-09
PCK1	-3.6380155736031723	0.00055554
ABCC6P2	-3.636476074694515	1.1533E-06
REC8	-3.6256870677759467	2.7887E-11
FHL2	-3.6204666180687712	0.000122475
SCTR	-3.6190739860540027	7.0954E-07
IL1R2	-3.616514593027345	1.6679E-07
TFAP2B	-3.612622599922797	1.83165E-12
HSPA2	-3.6104299460316045	5.2834E-07
DMGDH	-3.6013452552997607	2.7765E-08
C2orf40	-3.5992794630120586	1.0627E-06
MGST1	-3.575497372001418	5.7611E-05
AVPR2	-3.566527554732803	2.7021E-06
MNS1	-3.553871516485121	5.68E-11
KL	-3.5504483530797417	5.5604E-07
LOXL4	-3.5346503731452437	3.688E-05
IRX3	-3.5297677018211	6.3706E-07
EDN1	-3.5192347145454734	1.3395E-07
MT1X	-3.5149156020960763	1.3726E-06
MST1P9	-3.5084450740150572	1.3524E-08
MTMR11	-3.5081578030481118	3.08964E-12
COL27A1	-3.496354317002262	2.291E-09
KIF12	-3.4945865960067977	9.8455E-11
AFMID	-3.493905953107398	1.67355E-12
KCNK5	-3.47409220208371	1.1515E-06
COL14A1	-3.468575981325149	2.3502E-05
AKAP12	-3.468164925917384	6.9412E-07
S100A1	-3.458957414912946	8.7303E-08
GLDC	-3.456916424974791	3.1942E-08
