Gene	log2FC	P-value
KCNJ10	-6.048592489176399	7.82707E-14
SLC34A3	-6.00150414131187	8.1256E-07
SLC9A4	-5.926534884732239	4.32987E-15
ACPP	-5.8783164364200005	1.3363E-10
SCNN1B	-5.870688682107664	8.8086E-10
IRX1	-5.825907431500531	1.773E-07
XPNPEP2	-5.8239486940552485	2.147E-06
FAM151A	-5.823157807667708	4.668E-06
SLC34A1	-5.799859003872949	1.70908E-05
C16orf11	-5.794995367607186	1.9261E-11
SLC4A9	-5.747946135569839	1.7383E-08
RASL11B	-5.704383302770529	1.7345E-08
SFRP1	-5.6831845762255595	4.88498E-15
SLC9A3	-5.6351732544700095	1.4601E-08
TMEM174	-5.6339584187361265	1.2604E-06
F11	-5.6324891540390825	1.525E-10
PTGER1	-5.62631228177157	8.1006E-10
G6PC	-5.339693013745358	4.4544E-05
PROZ	-5.309009698720772	2.5719E-06
SLC12A3	-5.1946434810805275	2.5518E-07
AGXT	-5.1597284243548245	2.4028E-06
CYP4A11	-5.056583908776246	8.8513E-07
C6orf176	-5.051970291716319	2.1967E-06
TNNT2	-4.995012106248422	4.8321E-08
BSND	-4.9718944856706955	2.35889E-12
C4orf31	-4.963864523903955	7.8599E-07
CLIC5	-4.937273610535861	1.9245E-08
TMEM213	-4.904602090005653	1.63414E-12
GSTA2	-4.861612663501585	7.0011E-07
MFSD4	-4.852350523733229	5.0123E-07
CLDN19	-4.831751006051059	1.2542E-07
CLCNKB	-4.824901642448684	8.9484E-14
CLDN8	-4.815041927021028	2.3481E-09
CASR	-4.750571028361991	3.32659E-11
SLC26A7	-4.744135300413688	1.82032E-12
RERGL	-4.7040178284154734	2.4433E-10
HPD	-4.69333787006424	6.9983E-07
IRX2	-4.672819928297656	8.9428E-10
CLDN16	-4.671515486016977	2.0164E-08
ATP6V1B1	-4.660008409351535	5.2837E-11
TMEM72	-4.610571693609565	1.02218E-12
TCL6	-4.584771858282726	7.9233E-08
WNK4	-4.551306592029169	5.34101E-11
SCNN1G	-4.516282831007154	1.62526E-12
ADH1C	-4.508211398325089	1.6857E-09
ENPP6	-4.463840411929087	4.5561E-06
PTGER3	-4.425069846273369	2.6379E-11
UPB1	-4.408037945915207	1.2774E-07
SLC5A12	-4.401143912114086	4.8211E-06
CA4	-4.364933995335707	9.53371E-12
CTXN3	-4.34174710169621	1.2361E-07
FGF1	-4.3133807686064145	3.3082E-08
SLC5A2	-4.313097346499229	1.64737E-05
ATP6V1G3	-4.302235089247616	1.62492E-12
FXYD4	-4.295316593060497	3.6263E-05
HSD11B2	-4.286878562480965	1.62448E-12
PRODH2	-4.2760027127683236	1.64294E-05
KCNJ1	-4.244108324694529	1.62448E-12
SYT7	-4.217242975718137	2.4234E-07
PODXL	-4.181317573580777	6.0336E-10
TEK	-4.173215183689322	0
C2orf54	-4.1493048674568564	2.062E-06
DNASE1	-4.137281843566464	1.748E-07
SLC13A3	-4.134248356189786	2.1609E-05
DMRT2	-4.133605415980809	1.99352E-12
EMCN	-4.117429078194678	2.22045E-16
SLC6A19	-4.098945130350267	1.93691E-05
GGT6	-4.074960453866891	0
CRABP1	-3.992959404987191	3.4243E-08
MT1H	-3.9867159328789237	2.4517E-07
HS6ST2	-3.9708367608267108	1.1043E-09
MPPED2	-3.9688715265083823	1.3741E-09
HMGCS2	-3.967099765499027	1.3444E-08
SEMA3G	-3.9628282799238206	8.32667E-15
UPP2	-3.9338458199630653	1.4509E-06
PIPOX	-3.915192193057193	2.4146E-07
ASPDH	-3.9099741796219125	1.3973E-08
FOXI1	-3.908142510671258	4.4687E-11
SUSD2	-3.8863213680977324	1.344E-06
NAT8L	-3.873835659968448	5.8515E-08
SERPINA5	-3.8328065617197513	1.62437E-12
GCGR	-3.8292166849515112	4.3435E-08
ADH1B	-3.8127258784262015	2.9265E-08
C7	-3.7936870384593835	2.0829E-08
LOC145837	-3.7802756434537494	1.93389E-05
AQP3	-3.776686849421889	1.4353E-06
NFASC	-3.761892315679534	3.0267E-09
TMEM178	-3.761461305302709	1.25344E-13
GSTA1	-3.7569503385819054	1.50979E-05
LOC389493	-3.7419789654530557	1.62448E-12
HSPA2	-3.7317052425849537	3.6709E-06
ANGPTL3	-3.7290375906424527	2.2105E-06
NHLRC4	-3.719506923822796	9.7183E-10
A2LD1	-3.7157200524603677	3.8318E-08
MCCD1	-3.707753049174359	3.0762E-09
ATP1B2	-3.688825591388883	1.39122E-12
FOLR3	-3.6753493009736444	1.77003E-12
ATP6V0A4	-3.668474709166517	1.62437E-12
STRA6	-3.667853822978831	2.1679E-05
APOH	-3.6656314135536756	1.75297E-05
LOC643008	-3.6644470829764377	3.7813E-10
TMPRSS2	-3.6539260793002644	1.62448E-12
PCK1	-3.644810361100616	1.0371E-06
C16orf89	-3.6419975912778835	1.8619E-08
MME	-3.6376606215086147	3.1402E-07
ATP6V1C2	-3.633270035986762	2.527E-10
MT1G	-3.6296733520143345	1.0003E-06
C19orf69	-3.6280034853625174	9.5536E-08
AQP6	-3.614983608487946	0.000117238
MRGPRF	-3.5698772687562204	3.40505E-13
AFAP1L2	-3.5536929119036103	2.1577E-09
AGMAT	-3.549666966044894	1.0437E-07
CYP8B1	-3.5495045738058066	2.321E-06
HEPACAM2	-3.542645661441045	1.0048E-11
GPX3	-3.5140513248880083	2.8726E-06
DNASE1L3	-3.5113184500988592	8.53873E-13
C12orf59	-3.5071569139348777	8.7266E-10
RNF152	-3.5021843210554313	4.2696E-09
TCF21	-3.4851081952619087	1.62448E-12
SLC7A8	-3.4804798663421073	7.3141E-07
TSPAN7	-3.4769713425137585	1.62437E-12
GPC3	-3.4655512971212863	2.2238E-10
IGFBP5	-3.4625269453392558	1.63791E-12
ATP6V0D2	-3.4172710881844153	1.94011E-12
MRO	-3.3916017862371906	3.6659E-07
ASS1	-3.369165526601792	5.5969E-07
BHMT	-3.3638679640735747	1.5469E-06
TDGF1	-3.324796540905671	1.74238E-05
LPPR1	-3.323502847751983	1.62437E-12
DIO1	-3.323317501962684	1.66654E-05
NR4A3	-3.3221111700765515	4.8624E-08
PDE2A	-3.303502592551926	0
PLA2R1	-3.289624315133713	2.8177E-08
SLC43A1	-3.2755653218644722	6.4731E-10
DAO	-3.2483029984396325	1.2408E-06
HAO2	-3.248209381552039	1.9262E-07
LOC25845	-3.246997379639808	6.5647E-08
SLC13A2	-3.2462133978530794	1.9765E-06
PAH	-3.2378457556931055	2.267E-05
NTNG1	-3.2294872865857727	2.967E-08
APOC3	-3.2004354696471613	5.5005E-05
CLEC3B	-3.1946121241136587	1.2743E-10
RHCG	-3.177501047624854	3.1962E-10
AGPAT9	-3.171737821525911	6.0915E-09
FAM3B	-3.1671103227678663	1.62437E-12
RASD1	-3.165998031589867	4.1669E-09
CYP27B1	-3.16545577923849	0.00048322
TMEM45B	-3.1590544425767035	6.1259E-09
WT1	-3.1567970139401953	5.2645E-08
MECOM	-3.1502297714429752	1.62448E-12
STC1	-3.131441512245495	1.0876E-06
TIMP3	-3.0997291354387584	1.62503E-12
GPR116	-3.0963214450040093	1.62448E-12
PTPRB	-3.092001569216368	0
AVPR2	-3.0695357381353996	1.2941E-10
DPEP1	-3.053720202448706	1.67599E-05
PCOLCE2	-3.053658713378294	1.2832E-07
CEL	-3.0509518159716027	1.6387E-08
ESRRG	-3.0477679074956683	2.28706E-14
ALDH6A1	-3.029327312186926	3.8301E-07
LOC100130691	-3.0217560840501645	1.3759E-06
RHBG	-2.9899220244463267	3.5695E-11
SEMA6D	-2.987656362998144	1.7069E-08
PLCL1	-2.9824972055568506	2.05536E-12
ARG2	-2.9820649375337043	4.2173E-05
CPAMD8	-2.976496881755484	2.5718E-06
FCN3	-2.974609441385704	1.54787E-05
DCN	-2.969955052603554	9.66316E-12
ANK2	-2.962940055479302	6.504E-09
BDKRB2	-2.9620157069184767	7.7171E-09
TMEM61	-2.956999722202758	5.4803E-08
SLC7A9	-2.944147925851193	2.463E-05
PDZD2	-2.9404423937464936	8.6805E-11
CGNL1	-2.9347189312755075	2.10942E-15
SPTBN2	-2.9308033971957994	3.1658E-08
NES	-2.918577642223073	1.64835E-12
ANGPTL1	-2.9018286297671416	1.14601E-11
SLC5A3	-2.894429876203034	4.4784E-07
CLDN14	-2.890427219883526	6.0096E-05
NRK	-2.8899969153801313	2.5474E-10
TMEM30B	-2.886097292362844	1.62437E-12
TNNC1	-2.881247584837013	1.62437E-12
PLA2G4F	-2.873982397210767	0
SLC22A12	-2.8722356859372877	3.973E-06
GJA5	-2.8632694747025464	1.62459E-12
NR4A2	-2.860118399670401	7.7257E-05
FOLH1	-2.8589290818444475	4.7807E-07
EHF	-2.8563405490980873	3.7139E-06
THY1	-2.85453280692679	1.62437E-12
PPP1R16B	-2.8511434485158604	6.0959E-07
GHR	-2.820410866689056	1.6982E-12
FBP1	-2.8112348456282295	8.5079E-08
ADH6	-2.8090591205980813	1.7304E-06
GATA3	-2.8060533602190763	1.76359E-12
B4GALNT3	-2.804782076179684	1.62437E-12
TYRO3	-2.787936277552264	2.1301E-07
PLN	-2.787316061866453	6.3141E-09
PROM2	-2.7803775131121915	5.9126E-11
NR2F1	-2.7727294254110446	1.636E-11
KMO	-2.7666914896534127	2.4146E-05
LPL	-2.7645083974038984	2.9995E-07
GATA2	-2.763088071852153	1.6039E-08
INPP5J	-2.762914929573355	1.7616E-09
GLTPD2	-2.761336131739674	1.67838E-05
C12orf34	-2.7571790050402596	4.9269E-11
MUC13	-2.754386054422162	0.0004617
PRLR	-2.752515176952402	4.7003E-07
EXOC3L2	-2.7454050572478517	1.62459E-12
MYH11	-2.7442432240445847	0.00015692
PCK2	-2.732115355805427	1.5813E-06
PDGFRA	-2.723947513395484	2.1852E-08
SFXN2	-2.7149252813755265	2.0842E-07
HOXD10	-2.707699185304148	1.7621E-10
TMTC1	-2.7042903270620697	1.62448E-12
NR4A1	-2.6977987912643506	2.4693E-08
CHAC1	-2.6955202001770453	6.8486E-07
MAN1C1	-2.692406992467705	8.7379E-10
IYD	-2.6749913652896273	1.69767E-05
KCNQ1	-2.672935941137666	1.62437E-12
