Gene	log2FC	P-value
KSR1	2.072731314864976	1.62448E-12
MAPK8IP3	2.0705469093298015	1.62448E-12
PILRB	2.0668534103581475	1.62448E-12
FERMT3	2.0660566356553414	1.62437E-12
DDIT4	2.052340187890294	0
COL5A2	2.049951468972004	0
ARHGAP30	2.0327596086035067	0
NEK6	2.0272985795837175	1.62437E-12
PYGL	2.024602886691359	0
STMN3	2.0198682780076744	0
CD52	2.0136727496472435	0
MCAM	2.012086162037859	1.62459E-12
SELPLG	2.0045161143009196	1.62448E-12
KCNK3	1.9974058584481138	1.62448E-12
SLC28A1	1.9961834432060959	0
AQP2	-8.981090677603948	1.11022E-16
UMOD	-8.870994218184263	5.55112E-16
SLC12A1	-8.397198563712369	4.44089E-16
TMEM207	-8.368192567381044	3.11973E-14
ELF5	-8.330817497161679	2.1786E-07
CALB1	-7.567418589867487	5.5711E-13
MUC15	-7.394081751510162	1.33227E-15
FXYD4	-7.229093694379377	9.83436E-13
LOC284578	-7.085593454522012	0
NPHS2	-6.97445237664754	2.43583E-13
DUSP9	-6.941374528499927	0
SOST	-6.7498870485816855	1.78413E-12
SLC9A4	-6.534924189489541	0
KNG1	-6.382041376600981	0
ESRRB	-6.295807150655942	1.11022E-14
DDN	-6.2611068316214755	6.50036E-13
HS6ST2	-6.260464092272996	0
CLDN16	-6.183053351157134	0
NPHS1	-6.119418545286465	1.529E-12
KCNJ10	-6.086121153000442	0
SLC22A8	-6.064428757486839	5.9184E-11
NELL1	-5.99981322347857	0
RALYL	-5.969587910378347	0
KCNJ1	-5.7856380947643276	1.62448E-12
RANBP3L	-5.785616766440141	1.64191E-12
ACPP	-5.761789551084059	0
CLDN19	-5.758890814174263	3.33067E-16
EGF	-5.661624979147845	1.11022E-15
CLCNKA	-5.637759636548102	5.137E-13
EHF	-5.538120727010558	2.81331E-13
CASR	-5.516265960447074	0
MFSD4	-5.414810502340629	2.19602E-13
XPNPEP2	-5.386920062432371	1.4233E-10
KLK6	-5.357903750576951	9.81437E-14
FLJ42875	-5.290184661074026	1.33227E-15
TNNT2	-5.223804437185518	4.50529E-13
IRX2	-5.21566753250667	0
CYP4F2	-5.19965025481969	2.2874E-09
GGT6	-5.136017210372877	1.62448E-12
SERPINA5	-5.127644829411524	0
CA10	-5.118093883172844	1.62437E-12
SFRP1	-5.106968210837801	1.62437E-12
C12orf59	-5.0433517794948175	2.33147E-15
SLC5A2	-5.0055296191964	5.3468E-11
SCNN1G	-4.9585239172712114	0
HPD	-4.935196771931011	3.763E-11
NAT8L	-4.905633416417357	6.10623E-15
DIO1	-4.8394482803401955	2.0587E-09
NRK	-4.824315647522672	0
FABP1	-4.760092205816856	2.7556E-10
AFM	-4.744124513327529	1.7895E-09
SLC13A3	-4.724311150493485	2.6634E-10
ALDOB	-4.698952590192659	1.5683E-11
SIM2	-4.687571810307433	1.9984E-15
IRX1	-4.646783536595926	1.62459E-12
MCCD1	-4.620694216404161	0
SLC13A2	-4.598761912450594	3.4909E-11
SLC36A2	-4.576695789068555	1.1917E-10
MT1H	-4.5738923479079245	5.7029E-10
F11	-4.56610027061546	0
GPR110	-4.565626615443352	1.62448E-12
MT1G	-4.540636910480096	2.31249E-11
SPTBN2	-4.524245330644042	0
SLC12A3	-4.520521639427783	8.64198E-12
SLC34A1	-4.500956565544538	6.8196E-10
RASL11B	-4.472799885839224	3.70814E-14
FAM3B	-4.469904448429194	0
LPPR1	-4.466687773341287	1.62448E-12
DPEP1	-4.416880616812347	1.2764E-10
TMEM45B	-4.300038103447649	0
CLDN8	-4.252845368481127	1.62437E-12
SCNN1B	-4.238036936668102	1.62448E-12
WNK4	-4.219642216788578	0
PRR15	-4.190991665096219	1.11022E-16
SYT7	-4.179535727377278	5.11702E-13
FGF1	-4.172340030102569	4.76286E-14
SLC47A2	-4.170626933667066	3.3432E-11
TMPRSS2	-4.158887903341256	1.62448E-12
TMPRSS4	-4.136292602212059	6.84897E-13
MYO3B	-4.111084024119372	0
LIPH	-4.099906535059326	2.10942E-14
TSPAN8	-4.079982943064224	1.64524E-12
HSPA2	-4.0739378453157125	1.06115E-12
SLC9A3	-4.065759870146868	6.83897E-14
CRHBP	-4.049234193629544	1.45661E-13
GPC3	-4.005935993311713	1.62448E-12
EPB41L4B	-3.984725560332673	0
CNTN1	-3.9476519321959986	1.62437E-12
S100A2	-3.930655396614983	2.9677E-10
CHGB	-3.9210844119337764	2.01172E-13
ADH1C	-3.919262753925075	8.2129E-10
RAB25	-3.915499617261823	1.62448E-12
BSND	-3.8970344847369494	0
FAM151A	-3.860434047355706	6.292E-10
C6orf176	-3.8462369922418063	1.92424E-12
CLCNKB	-3.838155152277747	1.62448E-12
TNNC1	-3.8339128817452806	1.62448E-12
SUSD4	-3.822777654293927	1.62448E-12
SLC4A1	-3.8018225875785463	1.62448E-12
DNASE1	-3.687645069432307	1.63825E-12
PROM2	-3.677233622029365	0
CLIC5	-3.6765589261474934	5.27578E-13
TACSTD2	-3.663464411092139	5.7984E-11
MAL	-3.6572219043910206	0
HSPB7	-3.6407249565734685	1.6873E-09
LOC643008	-3.6097802599017426	0
ANKRD2	-3.5956713330270547	6.29041E-12
FAM167A	-3.5921846859402344	0
AVPR2	-3.581263813207847	4.26714E-12
CRYAA	-3.5607394810757333	7.99361E-15
C14orf37	-3.5046742964647	0
HOXB9	-3.498564026353288	1.62437E-12
TFCP2L1	-3.4961668204831895	0
CHL1	-3.4960436105897585	1.62448E-12
FGF9	-3.4956573639320876	1.11022E-16
VTCN1	-3.492380936134515	1.62559E-12
NHLRC4	-3.489879701860201	0
SLC30A2	-3.485957451027053	2.25875E-12
ESRP1	-3.482153071331707	1.62437E-12
SLC7A8	-3.469494964039377	2.16716E-13
FREM1	-3.466047919027963	0
TMEM178	-3.4438909545808443	1.62448E-12
TDGF1	-3.4381907260617175	8.0341E-10
TMEM213	-3.4326764602023276	0
SIM1	-3.4212597497184527	1.62903E-12
ACSF2	-3.41320126731819	5.92659E-12
G6PC	-3.402328247743846	3.9744E-08
TMEM61	-3.393464062748468	1.62448E-12
GATA3	-3.363804055161529	1.62437E-12
PAPPA	-3.343680763457068	0
PRRG2	-3.343520016541642	0
AIF1L	-3.3419862502964643	0
C7	-3.336028734414582	1.62581E-12
SLC15A2	-3.3186264881712817	1.62448E-12
L1CAM	-3.3088069910537588	1.62459E-12
NR0B2	-3.2980661219378806	3.58924E-12
TMEM72	-3.287000210589916	1.62437E-12
SLC16A5	-3.2792764039549254	2.46125E-12
SCNN1A	-3.256816485315042	0
C16orf89	-3.252304601614559	5.32907E-15
SLC22A7	-3.2493212636114346	2.723E-09
PLA2R1	-3.2460096329000856	2.59459E-12
ATP6V1B1	-3.2448078328153898	0
DEGS2	-3.243635305401432	1.3827E-09
TMEM30B	-3.2421556924752566	1.62437E-12
DAO	-3.239239360400378	2.0859E-10
CTXN3	-3.233915613465859	1.5908E-10
PTH1R	-3.2296552903813733	1.32117E-14
C20orf54	-3.222612743462435	0
CEL	-3.2040498615236044	1.64402E-12
ESRRG	-3.1973621201096636	0
GCGR	-3.194566463565624	0
TCF21	-3.192052570184566	1.62448E-12
REEP6	-3.1514899956301106	1.03251E-14
ALDH6A1	-3.138241214561324	1.80411E-13
MPP7	-3.1234989551406636	1.62437E-12
SLC14A1	-3.116005673360851	1.1847E-09
PLG	-3.100615844375756	3.1803E-08
HSD11B2	-3.093756061338131	0
LOC100130691	-3.0825789261305507	1.147E-11
CLDN14	-3.052183055325265	1.4192E-08
TCEAL2	-3.046260456242963	1.62448E-12
GSTM3	-3.034844830222297	0
ABAT	-3.028245372513788	8.60012E-12
EPCAM	-3.026628032977567	1.62437E-12
PPP1R1A	-3.022037095065808	1.45972E-12
C1orf116	-3.0108820524990825	0
ASPDH	-3.0102994785470742	6.0587E-11
C7orf41	-3.0071505601916013	0
SEMA6D	-2.9866921009194973	1.62459E-12
BMPR1B	-2.9784014619510097	0
PIPOX	-2.967001632487049	1.0265E-10
ARL4D	-2.961481231684545	1.62526E-12
C1orf226	-2.9434526504398253	1.62448E-12
MAL2	-2.937191662341682	2.44249E-15
SH3GL2	-2.9354236722962814	0
SOSTDC1	-2.924326467363663	0
FBXO2	-2.909994424325326	2.12963E-12
RAP1GAP	-2.905638670469926	1.72362E-12
PLA2G4F	-2.9052545912792693	1.62437E-12
C12orf34	-2.9052503761850335	0
PDE1A	-2.893396180587117	0
LOC389493	-2.888050923271503	0
PCP4	-2.8818895422470736	1.66533E-15
SLC22A6	-2.8433517589440465	6.0193E-09
MST1P9	-2.842879620737101	1.11022E-16
PAH	-2.8355512670404996	1.3323E-09
AP1M2	-2.832396883758639	1.62437E-12
SLC26A7	-2.829782375302989	1.62437E-12
ANGPTL1	-2.816494145140315	0
ITGB6	-2.8027606854517644	1.60385E-05
ACY1	-2.7983597658958974	2.10419E-11
LAD1	-2.775610141866334	1.62448E-12
PTPRO	-2.775365704771122	1.1624E-11
TUBB2B	-2.7710407247605153	0
MPPED2	-2.760909863998769	1.62437E-12
ADH1B	-2.760324948474091	3.95211E-11
GALNT3	-2.7566222851200477	1.62492E-12
CPAMD8	-2.744550026439195	8.81295E-13
B4GALNT3	-2.7380674355382886	0
CAPS	-2.7378931219830465	1.81499E-12
PCK1	-2.7371062541715436	3.0749E-09
EFHD1	-2.719429377822513	0
PLCL1	-2.707650676554565	0
ASS1	-2.7035866685532772	3.7585E-11
LRRN2	-2.7027723459728805	1.62448E-12
SLC16A7	-2.6789446648423128	1.62448E-12
CWH43	-2.6640891806674993	1.62448E-12
DNER	-2.656585136799018	1.62426E-12
RASD1	-2.655007122379678	1.67E-12
ATP1A1	-2.6437143798220504	1.62437E-12
PADI2	-2.6355107231208605	6.7078E-11
AGPAT9	-2.633531811567231	1.62448E-12
ERMP1	-2.6300536548661664	5.70655E-14
HMGCS2	-2.6264089976339657	3.5085E-05
ANXA9	-2.626205088583746	0
ADH6	-2.6252799809542977	2.3343E-10
ATP6V0A4	-2.617347327539457	0
FMO5	-2.6076135845225146	1.62459E-12
DCN	-2.6071246100209287	0
MECOM	-2.6039453885825905	0
HRG	-2.5686170904824848	1.8913E-06
CLDN10	-2.567475715313858	1.62448E-12
GMPR	-2.558814889554479	0
PLEKHB1	-2.5562488910646683	1.62437E-12
COBLL1	-2.555808114944581	1.62448E-12
PSAT1	-2.5493119668269393	8.1182E-11
SLC29A2	-2.529002578872247	0
CDH16	-2.5160553344108276	0
MARVELD2	-2.5139359391574003	1.62448E-12
WT1	-2.512388872187855	2.3535E-11
MAP6	-2.4851830819287417	1.62437E-12
MOXD1	-2.4392904055143414	2.5454E-09
CGN	-2.4371329337537238	1.62437E-12
GLDC	-2.4346511840279415	1.62459E-12
PHYHD1	-2.425883374580822	0
PDGFRA	-2.412919793003957	1.65867E-13
C4orf31	-2.411731010135691	1.1385E-11
LOC25845	-2.409155730647973	1.67888E-12
EMX1	-2.4041913109670507	1.62448E-12
ProSAPiP1	-2.40299362600557	1.62437E-12
COL9A2	-2.4021244182927886	1.62448E-12
PRKAR2B	-2.3994446820421516	1.6247E-12
S100A14	-2.3975030141580422	0
HAO2	-2.384057030618146	1.8794E-09
MT1F	-2.379997954801541	4.0189E-12
DCXR	-2.377828083948523	1.63181E-12
TMC4	-2.375557964829017	0
MIOX	-2.3677887041311494	4.2938E-08
PRODH2	-2.3601687411311616	1.7099E-08
