Gene	log2FC	P-value
MYBL2	2.6468244161508423	0
BUB1B	2.6353970398616693	0
MKI67	2.6296892959922706	1.62437E-12
HJURP	2.627208947269111	1.62437E-12
PMEPA1	2.6120398122106203	0
RAD51AP1	2.602534147766806	1.62448E-12
ENC1	2.599567247194822	1.62448E-12
MSR1	2.5961774245756963	0
CXCL5	2.5893733270970993	1.2502E-10
COL1A2	2.5851213348654225	1.62448E-12
CEP55	2.58396480318663	0
FGFR4	2.5839117291652602	0
ARHGAP11A	2.5768286994480216	1.62448E-12
KRT17	2.575420872219619	1.337E-09
LRFN4	2.573632777010817	1.62448E-12
ATAD2	2.5714932132218573	1.62448E-12
TTK	2.5688927654397693	0
IL17RB	2.5633793535325373	1.62448E-12
SERPINE1	2.562468304551198	0
TRIB3	2.5609868103636533	1.62448E-12
HMMR	2.5394660231712516	0
PBK	2.537530081826596	1.62448E-12
COL5A2	2.5262866041076006	0
FANCI	2.5244107368742443	1.62448E-12
TROAP	2.5198234298394735	1.62448E-12
FOXM1	2.519777174512995	0
NDC80	2.518835349955281	1.62448E-12
GTSE1	2.5166802584337136	0
FCHO1	2.5091093922373826	1.62459E-12
CCL20	2.506439540496217	1.11022E-16
AURKA	2.506436661786055	1.62448E-12
SOX4	2.5053593277072435	1.62437E-12
PLAU	2.500677061822628	1.62437E-12
ATP11A	2.496914843329984	1.62448E-12
MELK	2.4960005230102063	0
HPDL	2.4922072041082157	1.62448E-12
C9orf140	2.4806592693742417	1.62437E-12
CCL18	2.4803694016092868	1.62459E-12
CDK1	2.4754808771878363	1.62437E-12
DEPDC1B	2.4660929389785426	1.62448E-12
KIF2C	2.465656646998009	1.62437E-12
LOC541471	2.461079653801999	1.62437E-12
GPRC5A	2.4559888880562184	1.62459E-12
SNX10	2.4557402806322144	1.62448E-12
CDCA5	2.449227183175928	0
FKBP10	2.447349061856049	1.0403E-06
AGT	2.4470002007804745	3.0077E-09
DLGAP5	2.441195332232691	1.62437E-12
PKMYT1	2.4246287445178267	1.62437E-12
GGH	2.418704095721609	1.62448E-12
MAD2L1	2.4112355958954126	1.62448E-12
IGF2BP2	2.4011681111306946	1.62448E-12
KIF20A	2.395626166145638	0
MYB	2.3925696418061397	1.62437E-12
HMGB3	2.389446302873263	0
CDK6	2.376608740334187	5.6009E-11
C10orf81	2.376512537378062	0
APOE	2.359218240416676	1.62437E-12
SPAG5	2.3506262335300923	1.62448E-12
MXRA5	2.339662786914279	0
PRC1	2.3393336964120204	0
OLFML2B	2.3347819211512255	1.62459E-12
ATHL1	2.3325697590817276	0
UBE2T	2.3168859651851506	0
CENPA	2.309320436380316	1.62448E-12
RFC3	2.3072756121076745	1.62448E-12
ERBB2	2.2982047982005334	1.1292E-07
CDCA7	2.297279098352194	1.62448E-12
PLA2G2A	2.289463623356852	3.7396E-05
ARHGAP8	2.2865622225388758	1.62437E-12
VCAN	2.285445291026478	0
SLC17A9	2.2844080663857684	1.62448E-12
E2F1	2.2772606950376506	1.62459E-12
C17orf37	2.270275995584066	7.1415E-07
TTYH3	2.2614616710351103	0
MTHFD1L	2.254816220611817	0
OLFM4	2.248069185822229	8.5182E-09
RARRES1	2.2427079921167445	1.63114E-12
SOX9	2.2392520225624457	0
NFKBIL2	2.221191806753474	1.62437E-12
CLDN1	2.2033869791345775	1.89104E-12
CDH3	2.20273995811078	1.62559E-12
NCAPH	2.2022904594454205	0
CTSL2	2.1984618290502267	0.022416
CDC45	2.1921740854804193	0
LOX	2.175634302739232	1.62437E-12
KIF11	2.1620330693736265	1.62448E-12
PLK1	2.1607487644051457	0
HAPLN3	2.1588600731478436	1.62437E-12
SC65	2.1585734856721093	2.757E-08
FANCA	2.1509061147620576	0
PTPRU	2.142431517686595	0
LGALS2	2.1367249515308897	5.4263E-08
CHEK1	2.134461352908145	0
CCNF	2.1331056867538365	0
PAQR4	2.1328342593391216	1.62448E-12
F2R	2.1288914450650767	0
AGRN	2.126160505884768	0
ARSE	2.1165186819780955	1.62437E-12
CDCA8	2.1116019180023793	0
PTK7	2.1058732914264753	1.62448E-12
CKS2	2.104295404185883	1.62448E-12
CKAP2	2.10228934683204	1.62459E-12
AURKB	2.097966427005795	1.62448E-12
CEACAM6	2.0947007478924444	1.62448E-12
PIK3AP1	2.0941710751390947	1.62448E-12
THY1	2.09372815382047	1.62437E-12
CCNB2	2.0916200506411617	1.62448E-12
KIAA0101	2.0883483088582215	1.62448E-12
PRR11	2.079014353864896	0
NCAPG2	2.076776179775528	0
MMP9	2.0752804951827586	5.55112E-16
TEAD4	2.0752128698688037	0
PRR7	2.0718245449713084	1.62437E-12
TYMS	2.0717889601529405	0
C12orf75	2.070449623727117	0
CDC25B	2.0695760799524856	1.62437E-12
IER5L	2.0671354162382523	0
CDKN3	2.062854185965476	1.62448E-12
RAB15	2.0620005912621524	1.62448E-12
EZH2	2.0563679267996933	0
NUSAP1	2.056249776367729	1.62459E-12
TIMELESS	2.0548613795968205	0
MCM2	2.0514784252976734	1.62437E-12
CDC20	2.0414318279759787	1.62448E-12
SPC25	2.0403786612088766	0
KIFC1	2.0387212522252587	0
HNF1B	2.0380340874684304	0
C1orf59	2.0336118598500863	0
SEZ6L2	2.031088299788929	1.62448E-12
TIMP1	2.03060969688448	0
COL8A1	2.0289273179506924	6.57541E-12
PUS7	2.027593092784218	0
CDT1	2.0203505754174302	1.62448E-12
FERMT1	2.0150426612379166	0
CCNA2	1.9964216861620336	0
GYLTL1B	1.99310123336333	1.62492E-12
TNFRSF10B	1.9913122629647853	0
KPNA2	1.990150472531821	0
RRM2	1.989595924104089	1.62459E-12
SLC29A2	1.9878757219743028	0
ZWILCH	1.9838579090648238	1.62459E-12
SPARC	1.9800113683817877	1.11022E-16
GBP4	1.9735754437090636	1.63447E-12
TNS4	1.9710942702864354	1.7108E-08
RNF43	1.957780784597583	0
RCC1	1.9552139825183783	0
ZWINT	1.9546810351674855	0
OSBPL3	1.9459680682606424	1.62459E-12
KIF20B	1.9369577195366252	1.62448E-12
PLOD3	1.9356080892093883	0
PGAP3	1.932648373506861	1.55767E-05
BRCA1	1.9323020491696943	1.62437E-12
C6orf150	1.9276394369903398	0
MCM4	1.9264918227659982	1.62426E-12
CCNB1	1.9253023985074609	0
RUNX1	1.9203966159649788	1.62437E-12
LY6E	1.9143013764123464	1.62448E-12
TFRC	1.9134489441272406	1.62448E-12
C4orf48	1.9112245293806147	1.62448E-12
WARS	1.9106365544925306	7.77156E-16
BATF2	1.910358046279866	0
UBE2S	1.9058477215633185	1.62448E-12
COL5A1	1.902924159609163	1.62448E-12
HSPD1	1.8996763227615208	1.62448E-12
SLC5A6	1.895361348297346	0
FAM60A	1.887022314957995	1.62448E-12
DPY19L1	1.881194011793627	0
CKS1B	1.8809717984633085	0
FAM91A1	1.8797591042409922	1.62437E-12
ATAD3B	1.874379007648669	1.62448E-12
TNFAIP2	1.8738769754857731	0
NCAPD3	1.8727687130222688	1.62459E-12
IFI6	1.8727075306367522	1.66034E-12
ABHD11	1.8654875572497454	1.62448E-12
MYO1B	1.8624764929098472	1.62448E-12
RPL36A	1.8580929570516689	1.62448E-12
FAR2	1.8575736475029216	0
ADAM8	1.8554895215005678	0
TACC3	1.8540470528970352	0
NUDCD1	1.8479626729992138	0
SERPINH1	1.8473514166298939	1.62448E-12
EPR1	1.84609301300211	1.62448E-12
HES6	1.838264496525541	0
RIPK2	1.8362439137892548	0
BMP1	1.835297943326308	0
HSPH1	1.8348992800992656	1.62448E-12
MAL	-4.868211325568838	0.02626
MYOC	-4.713748894070743	0.0066972
GKN1	-4.413852283292641	0.0020565
GKN2	-4.191973054011486	0.00066166
PGA4	-4.015385464029212	0.0099645
ALDOB	-4.004124032929316	0.0171373
PPP1R1A	-3.756854283342207	0.00041877
S100A8	-3.5923559566679653	0.033899
DPT	-3.5548720906148317	2.2953E-05
C2orf40	-3.4111587368145275	0.00153979
IGJ	-3.339951776887569	8.2879E-05
LIPF	-3.2721120747113646	0.0026444
PSAPL1	-3.037694082511329	0.00088475
C16orf89	-2.994620675104168	2.0877E-06
PI16	-2.9888094547210717	0.00174236
SCARA5	-2.982533682244151	0.00052059
PSCA	-2.9290216232037998	0.0015987
CLEC3B	-2.843975940669148	1.4962E-06
ADAM6	-2.83410788567896	0.00050442
PGA3	-2.8030544431861926	0.046757
WISP2	-2.7338384817319543	5.5584E-05
TMEM100	-2.706925407513485	0.000119394
LGALS9C	-2.641422082439887	0.00077516
PLN	-2.5793000849282435	0.0020985
PLIN4	-2.546184880439078	0.00083935
TFF1	-2.536878763247683	0.00053798
CFD	-2.5156547420550885	9.842E-05
IL1RN	-2.5004197651727638	0.038999
LYVE1	-2.4975278265843026	6.0125E-05
MYH11	-2.492205156872785	0.0011558
PGM5	-2.484596580443534	0.00080263
ALDH3A1	-2.483635791276362	8.4038E-05
FXYD1	-2.4816411978308026	3.7082E-05
FAM46B	-2.47955918049331	0.00062391
HSPB6	-2.4490476080306003	0.0023642
HSPB8	-2.4433531153693875	0.000197412
SOSTDC1	-2.429110273136259	0.000124609
PDK4	-2.409739705635172	0.00085724
FOSB	-2.406005865240138	0.046918
SYNM	-2.3893129306822236	0.002179
SGCA	-2.389015062538437	0.0012759
FHL1	-2.375164361883597	0.00060386
MYL9	-2.3564076762698183	0.00114462
RBPMS2	-2.31955674657683	0.00109991
TFF2	-2.302941151598746	0.003318
LGALS9B	-2.284495644775643	0.00145547
ABI3BP	-2.2572549182641684	0.0024036
LMOD1	-2.256156838819017	0.00081801
PGC	-2.217707271359102	0.00180422
SFRP1	-2.2091784343500813	0.00032123
FXYD6	-2.1630528269987708	0.00141868
DERL3	-2.159744688725954	0.00145624
CRYAB	-2.1555953458124346	9.557E-05
PHGR1	-2.14140437977703	0.0037785
SOX21	-2.1373544981640094	0.000164455
FGL2	-2.135896508362374	0.0151218
CNN1	-2.107578240443481	0.0023364
KCNMB1	-2.0743674553216236	0.00174265
GPX3	-2.053476968780597	2.3761E-08
MGC29506	-2.0510355434998786	0.0025827
TPM2	-2.049245461169206	0.0032152
CIDEB	-2.046476056524951	0.0088049
SMTN	-2.046392622980273	0.0020579
CKB	-2.0427946166391853	6.1891E-05
IGFBP6	-2.042547393232504	0.0029596
BTG2	-2.0414245614919757	0.00130131
DNASE1L3	-2.0259926131531314	3.7418E-05
LOC96610	-2.0257372957615387	0.0017028
VSIG2	-2.024235012949082	0.00049752
BARX1	-2.016134880202667	0.0025954
CAPN9	-2.013468821992015	0.0027413
HSPA2	-1.9906642546760813	0.00028323
DNAJB5	-1.9816967294652248	0.00188182
ACTG2	-1.972146381308289	0.0045982
CD79A	-1.9707386051526081	0.0034373
HPGD	-1.9634895430048014	1.3533E-06
REP15	-1.9501815798241855	0.00117915
FAM107A	-1.9487096076003358	1.92503E-05
PLAC9	-1.93561562911027	6.3397E-05
CCL14	-1.9273975889442858	1.151E-06
PTN	-1.9238507733003063	4.4215E-05
LIMS2	-1.9198781773747706	0.00154122
HRASLS2	-1.901099762322551	0.0090831
AKR1C2	-1.8893248314491013	9.8031E-05
SMOC2	-1.8788845491194202	0.0064752
SORBS1	-1.8700170246864545	0.00196127
GNG7	-1.8648953946279219	1.8009E-09
DES	-1.852933573264242	0.0022818
GADD45B	-1.820912712064672	0.0177157
FAM129A	-1.8072576667709417	0.00115588
TPM1	-1.8010621855948725	0.0020178
TAGLN	-1.8000963525726208	0.0038219
CBR1	-1.7968784763815795	0.00131827
HSPB7	-1.795148189802251	0.0051368
NTN1	-1.794284044264906	0.00030402
ASB2	-1.789318835500033	0.00043736
C10orf116	-1.786978178445048	6.3187E-05
GCOM1	-1.7843670833499174	5.7726E-07
CCDC69	-1.7841498729562637	0.000156291
MYLK	-1.784035623406278	0.0050786
CAB39L	-1.7832042998845647	0.000137635
PDLIM3	-1.7780368335742933	0.0026223
PITPNM3	-1.766074920942206	0.00024177
AKR1C1	-1.758533782173272	1.7327E-10
KRT20	-1.7566009232289967	0.0088648
C5orf4	-1.7355900344954827	0.00042064
ADH1B	-1.7300415890120675	0.00088348
MRGPRF	-1.726292311147403	0.0041177
CSRP1	-1.7003041429169838	0.0017378
SYNPO2	-1.6821628165473987	0.0049767
RCAN2	-1.6769948610402088	0.021862
FLNA	-1.6733809060589413	0.0052623
RNASE1	-1.6723160109296058	0.000198849
HBB	-1.6716569759039572	0.0030363
DMPK	-1.6615076268236786	0.0037601
TNXB	-1.6608868571226552	0.0150839
FLNC	-1.657277497502684	0.0064626
PRUNE2	-1.6549301500878586	0.007604
COX7A1	-1.6444575672724806	0.00157599
FOXF2	-1.6407136110290597	0.0023756
PPP1R14A	-1.6405304031874073	0.0029792
CLIP3	-1.6275782741037803	0.0030211
KCNMA1	-1.6253472065501005	0.005038
SVIL	-1.6207208984761576	0.0044759
SLC22A17	-1.6206686306506137	0.0010783
CFL2	-1.6192825097371646	0.0055356
AKR1B10	-1.616558570535006	6.2649E-05
SORBS2	-1.5926514173164228	0.00087802
AADAC	-1.5821657530224602	0.022979
GPT	-1.5780715176245155	0.0023362
ADAMTS1	-1.573003243034826	0.0020236
AG2	-1.5729608308921224	0.024859
CD36	-1.5679438529097702	0.0034988
GSN	-1.5636031858058437	6.409E-05
FOXF1	-1.5572087482832375	0.0021165
REG3A	-1.5567000429251154	0.02298
MSRB3	-1.5535912135731977	0.0035037
S100A14	-1.5481232897085675	0.043602
MUSTN1	-1.5457881515108043	9.8075E-05
DAAM2	-1.536763161467885	0.0152237
NEXN	-1.5327168170623058	0.0152775
CBX7	-1.5269180582902935	0.00029796
RHOB	-1.5258890635252034	0.0016624
TGFB1I1	-1.522621059876551	0.0037588
SLC25A4	-1.5122272680960256	3.7584E-05
SCIN	-1.502859171143856	0.00130086
CYP2C18	-1.5021788162262661	0.0003598
RGMA	-1.50009438064848	0.0025022
PDZRN3	-1.4875978097577038	0.00164364
CSRNP1	-1.4832068993102798	0.018982
ACTA2	-1.4803234152819853	0.0070392
JAM2	-1.4778253840944828	0.00037605
PTGS1	-1.4762313985748103	7.7158E-05
FABP4	-1.4751685452690397	0.0170004
TNS1	-1.4645450685310766	0.0054636
TGFBR3	-1.4626639306741165	0.00189701
CXCL17	-1.4548257743885302	2.2909E-05
AOC3	-1.4470851090293488	0.0037806
PPP1R12B	-1.4391190717859708	0.0083383
C19orf77	-1.4097630953108673	0.0182773
EGR1	-1.4070396366242373	0.032235
FERMT2	-1.4068873501640937	0.0079761
RGS2	-1.403407054902732	0.00035758
C7orf58	-1.3801689055482678	0.0060376
PER1	-1.3764096865058848	0.00068006
DUSP5	-1.3709219599254183	0.0050979
NCS1	-1.3660629357669563	0.0087176
KLF9	-1.3654798968658113	0.00155519
TSPYL2	-1.3649631652169414	0.0055793
PTGR1	-1.3619706462545227	0.000101023
AHNAK2	-1.351770311223332	0.0071402
ZFP36	-1.3486395636635666	0.026859
CALD1	-1.3407123841190298	0.0175564
ARHGAP10	-1.336228218493633	0.00051844
MAOB	-1.3341299232272346	0.00029751
FAM3B	-1.3340168054072057	0.000179698
DARC	-1.3288225840926975	0.000124986
BEX4	-1.326535773952773	0.000136683
FLJ42875	-1.3255208791688178	0.00199807
ZSCAN18	-1.3211340196728778	0.00111885
DUSP1	-1.3204287923799818	0.0051217
KANK2	-1.3169528106769595	0.0037234
ZBTB7C	-1.3154055918168917	0.0010172
MAF	-1.312500806184715	0.0051246
SULT1B1	-1.3051331116955578	0.0157838
SPARCL1	-1.3035022791868862	0.0070596
MT1A	-1.303038075132207	0.00046361
C6orf105	-1.2930191078120206	0.00123627
MFAP4	-1.2880068518233971	0.00031758
TSC22D3	-1.2782639785145749	2.1358E-05
CITED2	-1.278253834332693	4.1465E-05
C7	-1.276651781105516	0.0154565
SNORD94	-1.2602271889408765	0.041044
SYNGR1	-1.2596452530296847	1.3703E-07
SSBP2	-1.2566807985049098	0.000100018
SNRPN	-1.2454912064687795	2.1746E-06
MEIS1	-1.2435381957304903	0.0040957
KLF2	-1.241917633942445	0.00091949
CXCL12	-1.2402041283588003	0.00192449
LDHD	-1.2198303250677942	7.5728E-05
SELM	-1.218701082820426	0.00167636
TNFSF12	-1.2184252316135324	0.00094075
PLEKHO1	-1.2072860611655551	0.0045226
C3orf57	-1.2014300608429862	0.0053368
PHYHD1	-1.1989746724756136	7.6809E-09
TMEM25	-1.196854097393555	0.00024066
KLF4	-1.1937801322599237	4.0981E-05
MT1X	-1.1856314278657514	0.00199702
METTL7A	-1.185045565300721	0
FKBP5	-1.1848849134746113	0.014363
PALLD	-1.1827198770451253	0.0103435
EPB41L3	-1.1774638416137961	0.0036965
CA2	-1.1754451528316974	0.0078808
SDPR	-1.1732265871649663	0.000198322
MXD1	-1.1671487044425235	0.028495
AHNAK	-1.1645540518678335	0.00032331
TPD52L1	-1.1624702150551687	0.048817
NDN	-1.1560769095610821	0.00126027
FBXO32	-1.1485994114887144	0.0102244
MRVI1	-1.1459880031706249	0.0100794
MXRA7	-1.1425343949545965	0.008579
ITPKB	-1.1381969702678352	0.0105016
SLC7A8	-1.1365510550133442	8.2979E-05
PDLIM4	-1.1338191984023984	0.00179781
GSTM2	-1.132978996516973	0.006636
SPON1	-1.1295704123871637	0.0164801
SLMAP	-1.1264237931145833	0.0121606
FBP1	-1.1230160539657859	0.037657
SRPX	-1.1198537803014097	7.7238E-05
ARHGEF37	-1.1175071411509836	4.7488E-07
KAT2B	-1.1167364689579151	3.6498E-06
CYBRD1	-1.1130319947783025	0.0029575
MPP7	-1.110666511210758	0.0022593
DSTN	-1.1097515275844019	0.0053196
ID4	-1.1054267910756828	1.8141E-08
PER3	-1.1036730442012501	0.0044016
KIT	-1.10166918674814	1.81818E-05
RGS5	-1.1011896024737162	0.0138172
ITGA7	-1.0991424021172087	0.015225
TTC22	-1.0983051663648686	0.0175558
CAV1	-1.0979809411167711	0.0131821
GDPD3	-1.0970619227505043	0.00184389
MAOA	-1.095330413595529	0.000877
COPZ2	-1.093299920426172	0.0078211
TUBB6	-1.091342900980331	0.00132443
GYPC	-1.0845671023140806	0.00025954
MFAP5	-1.065271324430387	0.021021
C16orf45	-1.0627888934138217	0.0032047
C5orf32	-1.0618139252225551	0.0062588
MT1M	-1.061253896019705	0.0040048
