Gene	log2FC	P-value
CCND1	1.8927081259374934	1.62437E-12
SQLE	1.8914884061602113	0
DIAPH3	1.891072613761296	0
CDC6	1.8880140775024605	1.62448E-12
ATAD2	1.8872484459847094	1.62448E-12
EFNA3	1.8855278139619278	0
DGAT2	1.8831134113712262	0
CBX8	1.8799144452597847	1.62437E-12
C19orf48	1.8795408332894683	1.62437E-12
CEP55	1.8755199374271987	1.62448E-12
FAM89A	1.8745992927120454	0
HJURP	1.8706355629391898	0
PDPN	1.8680587292052298	1.62437E-12
PPAT	1.8666469641773376	1.62448E-12
SOX4	1.866387941881479	0
UBE2S	1.8663738139326898	0
ALDH4A1	1.8661345246738772	1.62448E-12
SLC5A6	1.8660148489326258	1.62437E-12
CTSL2	1.8648071735855585	0
GTF3A	1.862658466335548	1.62459E-12
POSTN	1.8624379306056111	1.19615E-12
SYT7	1.8580779692320004	0
ZNRF3	1.8528491375388947	1.62448E-12
SLC38A5	1.8510872470706197	1.62448E-12
EVPL	1.8493454776540423	0
C7orf40	1.8482276804305673	0
VCAN	1.8421664480346167	1.62448E-12
CCL24	1.835157147537783	1.62437E-12
DMKN	1.8286884159295798	1.62437E-12
PYCR1	1.8182756157939843	0
SCML1	1.8100919854480035	1.62448E-12
MFI2	1.808554469742713	0
CDCA7	1.8057670662974648	1.62448E-12
MND1	1.8051634010668594	1.62448E-12
PHGDH	1.8036897329137114	1.62437E-12
C13orf18	1.7981617911140568	0
GINS1	1.7950226921080694	1.62448E-12
DUSP14	1.7933498825781697	0
PKMYT1	1.7881217893470756	1.62448E-12
HSPH1	1.788011871060407	1.62437E-12
CHPF	1.7849139829862481	1.62437E-12
BAMBI	1.7811444926989224	0
SLC2A1	1.7671165251297785	0
C20orf20	1.7627942247430706	0
CENPF	1.76162099369261	0
LYZ	1.7579205324522544	1.7093E-10
SPARC	1.7576890980540227	1.62448E-12
NME1	1.7493775904180278	1.62448E-12
CSE1L	1.7475568353632316	1.62448E-12
C10orf2	1.7422711567819378	0
NME1-NME2	1.7413560882385706	1.62448E-12
ZNF692	1.7381703569478664	0
CDK1	1.732624672237046	1.62448E-12
TMEM97	1.731702365417312	1.62448E-12
GPT2	1.7304084310283856	0
COL3A1	1.7292264275775513	1.73739E-12
FSCN1	1.7289403570166837	0
MMP12	1.7227213287367946	2.2557E-09
CCL20	1.718850675661905	1.63625E-12
DKC1	1.7178353884728856	1.62448E-12
LYAR	1.7162527891624955	1.62448E-12
KCNN4	1.7144850785838261	0
CKAP2	1.714383655835283	0
CDC45	1.7105419511576025	1.62448E-12
KIF20A	1.709630925142249	1.62448E-12
AURKA	1.707916604318862	1.62448E-12
VEGFA	1.7069438288383703	0
PSPH	1.7006657596473251	1.62448E-12
IFI6	1.7002012164987008	7.24243E-12
WDR90	1.697080372138505	0
CHTF18	1.6969592064973944	0
THY1	1.6922750848400117	0
CBX4	1.6921992588183232	0
UTP14A	1.6911214303394346	1.62448E-12
DDIT4	1.6909774005414824	0
RHBDF2	1.6901198804689643	0
SORD	1.6894043870982738	1.62459E-12
TRAF5	1.6886617632352035	0
MMP9	1.687912841784413	1.3803E-10
E2F5	1.687444383440006	1.62448E-12
ANXA3	1.6872393308657296	1.62448E-12
OTOP2	-8.718899533108036	1.0939E-11
GUCA2B	-6.933371831856916	3.61167E-12
PYY	-6.931718446918635	9.2634E-07
AQP8	-6.909984394107356	1.0872E-07
CA1	-6.823013403331667	1.3754E-10
BEST4	-6.404538320528677	2.66887E-12
TMIGD1	-6.25790648306276	1.69575E-12
CA7	-5.803456526528069	1.68132E-12
CD177	-5.749332756578035	3.4077E-09
MS4A12	-5.612014349488342	9.439E-09
CA4	-5.60493790263075	1.64357E-12
CLDN8	-5.588227653116089	2.0104E-05
CDKN2BAS	-5.432730143164537	1.69176E-12
GUCA2A	-5.368750362777133	1.6257E-12
ABCG2	-5.1385447403845275	1.7603E-06
SST	-5.10569933538929	0.000116425
CLCA4	-5.08788257363334	4.7486E-09
GCG	-5.087765703382995	0.00031583
ZG16	-5.07327386488749	6.1792E-11
SCGN	-4.969560969498761	1.69775E-12
BMP3	-4.883001235653085	1.63025E-12
CA2	-4.852176706983893	1.62459E-12
SCARA5	-4.691498951471314	1.62437E-12
TMEM72	-4.683853256511397	1.8725E-12
OSTalpha	-4.673939597773287	1.7687E-07
SLC26A3	-4.620640339111895	2.47224E-12
MT1M	-4.517130739936826	4.2278E-11
SCNN1B	-4.462456223182756	4.783E-11
CHGA	-4.419726429243349	5.3522E-11
CEACAM7	-4.2961850631473295	2.75968E-12
SLC4A4	-4.293218272638279	1.62437E-12
MT1H	-4.2722476212507745	1.5011E-06
UGT1A8	-4.150663791438709	2.39186E-12
CHP2	-4.135679105352543	1.62448E-12
SULT1A2	-4.117194542248099	6.27565E-12
USP2	-4.102599383363271	1.2059E-10
SPIB	-4.089056314872633	4.44089E-15
ADH1C	-4.066326790516708	1.62625E-12
CWH43	-4.008676344608191	1.11022E-16
BEST2	-3.9880678173163453	2.207E-11
CADM3	-3.9850413809983025	2.37199E-12
IGJ	-3.9801344921481014	3.43081E-12
OSTBETA	-3.977863610620396	1.63891E-12
TRPM6	-3.97774025127435	9.8324E-11
SLC26A2	-3.971918957323142	2.67719E-12
CNTFR	-3.931678312187889	1.4564E-09
SLC9A3	-3.903176919537711	8.4749E-07
PKIB	-3.900663445955119	1.62437E-12
PI16	-3.87481977774217	2.4811E-10
ADH1B	-3.852394179156009	1.80556E-12
CLEC3B	-3.8481565998049825	1.64202E-12
B4GALNT2	-3.831505547883726	3.6543E-10
NR1H4	-3.8264693899165647	0.000155449
UGT2B15	-3.8038193718092037	3.8777E-09
LYVE1	-3.7907292146921234	1.2495E-08
C11orf86	-3.7569930535245106	5.2794E-11
SFRP1	-3.713246439396458	1.3903E-09
ANPEP	-3.655793572705419	0.00066307
FAM23A	-3.6536363110913967	1.62481E-12
C2orf88	-3.635241749344646	1.62448E-12
GPR15	-3.61615440041114	3.06255E-12
TMEM82	-3.609802205530106	1.62781E-12
DNASE1L3	-3.5843856707645156	1.63669E-12
LOC646627	-3.5382599697156714	5.0384E-11
FXYD1	-3.5167070204019963	9.92406E-12
UGT1A10	-3.4908437433072197	1.63036E-12
ADAMDEC1	-3.4635349577774273	1.64335E-12
DPT	-3.446396306797016	1.8567E-05
LRRN2	-3.443704674969174	4.2919E-11
GDPD2	-3.428819370240414	5.4712E-11
B3GNT7	-3.4231074342597365	7.5552E-07
HSD17B2	-3.4206850984753	1.9058E-11
MT1G	-3.420311062308056	1.7182E-11
TNXB	-3.4068431164201445	1.6008E-08
HRASLS2	-3.4016975199225903	6.1731E-05
GREM2	-3.376113575297735	1.88882E-12
OGN	-3.3755662525975088	1.8859E-08
EDN3	-3.3115730509513552	0
SLC17A4	-3.290282989576182	7.20723E-12
WISP2	-3.275427102447934	1.4848E-09
GPT	-3.2743305477666955	0
STMN2	-3.2585732124427262	1.62448E-12
TNFRSF17	-3.2514600529539175	1.96276E-12
MT1F	-3.2276598874247746	6.6617E-11
PLAC9	-3.1833072955687567	5.66214E-15
PADI2	-3.1536616966815045	3.33067E-16
BTNL8	-3.141723507514897	1.3772E-10
C6orf105	-3.0985570627512686	1.22125E-15
CD163L1	-3.0876285940701615	5.5546E-11
CLDN23	-3.0772312283778853	1.7344E-11
CTSG	-3.0719521580621856	6.01741E-14
VIP	-3.0668737084725697	6.3489E-08
FAM107A	-3.0667324658388653	4.0748E-11
LDHD	-3.062185536116849	1.62459E-12
LOC25845	-3.0301828791736396	1.3882E-06
TMEM37	-3.0277874018583315	1.79545E-12
CDKN2B	-3.025775663631281	1.62592E-12
DHRS9	-3.0159366615407857	5.55112E-14
UGT2A3	-3.0011183835338873	0
C7	-2.9984947619369735	4.5035E-07
PLAC8	-2.9853616808764065	1.91736E-13
PDK4	-2.943295834079223	2.9835E-06
SEPP1	-2.92478144298642	4.8598E-09
SEMA6D	-2.9196490964631585	6.66134E-15
AKR1B10	-2.919647513596768	1.65945E-12
PGM5	-2.917923864308515	0.00027894
WSCD1	-2.9001320601091285	2.22045E-16
LMOD1	-2.897559387685997	0.00066053
MOGAT2	-2.8955634742518748	3.33067E-16
FABP2	-2.8806531518650247	0.00034026
LGALS2	-2.873487886215109	2.1574E-06
CFD	-2.868522806623226	1.6539E-12
PLN	-2.8547422961190754	0.00036319
VSIG2	-2.8483321251045353	1.63036E-12
SECTM1	-2.8070535110728927	9.8849E-10
FHL1	-2.8034118596143127	2.1127E-06
FAM55D	-2.800081611963605	2.22045E-16
ASB2	-2.7716375090132432	1.63171E-05
BTNL3	-2.755767315544843	1.64135E-12
ABI3BP	-2.7553665463422363	2.4367E-09
LRRC19	-2.7315649740094905	1.11022E-16
CDHR5	-2.703008685463667	6.7533E-09
HPGD	-2.6979439404233876	1.62592E-12
PHGR1	-2.6937531708810227	1.2781E-11
NEU4	-2.688013131531715	1.15685E-13
PTGS1	-2.675445453036718	0.000181593
C14orf176	-2.671444226989242	1.6829E-07
IL6R	-2.6620166395026112	1.62448E-12
HHLA2	-2.6508996862426666	1.62448E-12
FAM129A	-2.642302585806009	8.1495E-05
CLEC10A	-2.640204682842138	1.96954E-13
NKX2-3	-2.624086482710438	1.4873E-10
KRT20	-2.6216878198158082	6.32827E-15
DHRS11	-2.6215616497588003	1.62459E-12
SCGB2A1	-2.6101600051066045	1.6122E-05
SGK1	-2.609833794787525	1.3211E-06
TUBAL3	-2.6014646175204996	3.28737E-13
PCK1	-2.600053749157865	1.0221E-10
TSPAN7	-2.587468799767691	0
HBB	-2.57978878267385	8.2131E-05
MUSTN1	-2.5564475354704386	9.4489E-09
SMPDL3A	-2.550136600899678	4.44089E-16
HRCT1	-2.5484470810990527	6.0339E-11
CCL13	-2.5454174378649705	6.9479E-09
AMN	-2.5436894703667075	5.6299E-10
NR3C2	-2.5434218492888347	1.62448E-12
EPB41L3	-2.522973655536805	1.62437E-12
EYA2	-2.522950446095162	2.29816E-14
AHCYL2	-2.5183797824795633	4.44089E-16
SCIN	-2.4992752244489016	1.2456E-11
SRPX	-2.482173118630805	9.8277E-08
ST6GALNAC6	-2.4761250788041878	1.5591E-08
FGL2	-2.474815518787715	1.62448E-12
FABP1	-2.4686248760013836	7.32747E-15
MT1E	-2.4576959907877485	1.81832E-12
SLC22A18AS	-2.452621633166039	0
CCDC69	-2.4478187512778704	1.91403E-05
F13A1	-2.4360111789439745	4.7084E-07
SDPR	-2.435384174868644	3.8042E-05
HMGCS2	-2.429896098917148	1.5833E-11
CXCL12	-2.4236843208282064	2.1234E-10
CDHR2	-2.4154989661844226	0.0006202
SULT1A1	-2.414671308964382	2.76001E-13
PHLPP2	-2.4083417440231583	6.07525E-12
MMP28	-2.400785649816238	0
PDE9A	-2.3992348210148857	3.42339E-11
HSD11B2	-2.3921650046892133	1.62448E-12
KLF4	-2.3914379116813005	1.62448E-12
MEP1A	-2.3868065997107415	2.6449E-07
ENTPD5	-2.3863713182597093	0
AGPAT9	-2.381493048752802	0
PLCD1	-2.3771509444253716	1.63347E-12
SULT1B1	-2.3730137307564996	1.62437E-12
FOLR2	-2.368287941723744	5.1703E-08
CLCA1	-2.3548587895162836	6.42819E-13
SLC13A2	-2.3547666086035863	3.5665E-05
HEPACAM2	-2.3419760905383975	1.33227E-15
CCL14	-2.3392643709856307	8.21709E-12
ENTPD8	-2.333811219201742	4.08862E-12
TP53INP2	-2.3147107091855608	4.44089E-15
ISX	-2.3096363882090936	1.16795E-13
AQP7	-2.309371885465193	4.4892E-09
ITLN1	-2.301015131023973	1.8852E-06
CHRDL1	-2.2983936072149436	1.057E-06
CD209	-2.2975287575764716	1.54321E-14
C15orf48	-2.294394306372128	0
GDPD3	-2.290417649950441	2.25375E-14
PPP1R14A	-2.279891133865514	0.000102427
TMEM171	-2.2787997584613517	8.43769E-15
CPM	-2.278106305609388	0
PLCL2	-2.2748888239470566	0
METTL7A	-2.2686332453851707	1.62448E-12
ADAM6	-2.267713258128258	3.4675E-11
S100B	-2.263519048096007	1.95627E-05
ACADS	-2.259034264123344	0
NR5A2	-2.2559566193662315	0
B3GALT5	-2.2423256013341706	1.4128E-09
ITM2C	-2.2405166821888494	1.62448E-12
SDCBP2	-2.2370230043764865	1.62448E-12
TPSG1	-2.2333841399324754	1.127E-09
TMCC3	-2.2314716159612353	5.80003E-12
LGALS9C	-2.22993474236251	1.7525E-09
BCAS1	-2.229534505651798	0
XDH	-2.228198834498986	6.7347E-08
C1orf115	-2.2219631103209823	7.8975E-11
FCGBP	-2.220261494449488	0
CFL2	-2.2150634995395353	0.00080368
HBA1	-2.2150591857364903	0.00025963
CHST5	-2.196752116152289	2.9395E-09
LOC389332	-2.1954535036427028	4.44089E-16
TSPAN1	-2.1869746886317754	0
MT2A	-2.1832941117411138	1.3722E-11
PBLD	-2.172512174899304	8.12161E-12
FOXF2	-2.1701383369889475	1.5746E-06
SEMA6A	-2.166153317408927	0
GPX3	-2.14116893687378	2.3372E-09
RDH5	-2.1404666869622573	0
CES3	-2.1402722915827668	1.62781E-12
CCL28	-2.1220119752068647	0
CEACAM1	-2.1210691627674745	1.5382E-10
MFSD4	-2.1184861523427734	2.1758E-06
NAAA	-2.116358014958986	2.77556E-15
RICH2	-2.113439102442886	5.55112E-16
KCNMA1	-2.10932433097338	0.000176201
CD79A	-2.1071691778854738	3.7376E-07
SLC16A9	-2.1050798335164913	4.6362E-07
GGTA1	-2.104004393763251	1.3949E-11
CA12	-2.0834883674788993	1.62459E-12
MB	-2.0791266403215154	0
MT1X	-2.073197111704494	1.1535E-11
ARL14	-2.0628342207851373	1.7756E-08
ZBTB7C	-2.057523052700613	1.62448E-12
SELENBP1	-2.054363137594849	5.88085E-13
SLC22A5	-2.0410358488253038	3.83105E-12
LPAR1	-2.0402414754052036	0
RGMA	-2.034784288172215	4.007E-05
FAM55A	-2.028475277584284	5.98255E-12
CASP5	-2.0191898238919603	2.9596E-07
CLDN5	-2.018653803292774	1.67011E-12
IGFBP6	-2.015899575518926	5.3875E-09
FXYD6	-2.0133853534789745	0.00048278
MFAP5	-2.0102119447806945	3.4226E-09
CRYAB	-1.9933908486094924	0.000155814
PLCE1	-1.9815519327069204	1.62448E-12
TCF21	-1.9773183304466662	1.62448E-12
CLU	-1.9767302868333783	5.7039E-07
SLC9A2	-1.9751190868477961	1.62448E-12
TTC22	-1.9715986175316786	5.47229E-13
CPNE5	-1.9710794444335231	3.87912E-12
DEFB1	-1.960483917957436	2.9121E-07
