Gene	log2FC	P-value
THBS2	3.061565700281271	1.62459E-12
CDCA7	3.0290204289298033	1.11022E-16
KIFC1	3.004979688864121	1.62437E-12
TOX3	2.9599304174899843	0
STEAP1	2.9576939040007963	0
CDH3	2.9407756133555867	0
PLEK2	2.907652640891622	1.62448E-12
ZWINT	2.9030983312660665	1.62448E-12
TRIP13	2.8645918480491637	1.62448E-12
TK1	2.8487823191215353	1.62448E-12
CKMT1B	2.8181239957393003	1.62437E-12
MAD2L1	2.817584737653518	1.62448E-12
SLC7A5	2.8082594751154115	0
AURKA	2.7883156492502144	1.62448E-12
NUSAP1	2.7874448598553387	1.62448E-12
QPCT	2.7756060304041514	1.62448E-12
LGR4	2.7727447179216513	1.62448E-12
KRT17	2.76480655026926	1.2542E-10
KRT15	2.7634774701326883	1.0455E-07
METTL7B	2.761178038620405	0
LCN2	2.7565843492699225	1.11022E-16
GOLM1	2.7560140790947467	0
PRC1	2.748212881304584	0
PLAU	2.741074497745925	1.62459E-12
PROM2	2.733796756885988	0
SPTBN2	2.7322429363506906	0
MUC4	2.6906273840186943	1.11022E-16
FBXO32	2.681477932493827	0
ABCC3	2.6750302309975993	0
COL3A1	2.6730293098514335	0
SULF1	2.6704333519368113	1.62437E-12
GYLTL1B	2.6644061081105352	1.62448E-12
CDK1	2.661338270954641	0
GPR110	2.6454960027051464	1.62437E-12
C8orf73	2.6282836049556497	1.62448E-12
HIST1H2BD	2.606433901459304	1.62448E-12
MLF1IP	2.5841961956372774	1.62448E-12
ASF1B	2.575435956851506	1.62437E-12
KRT80	2.573687721610787	0
PTTG1	2.568093078149347	1.62459E-12
RPL39L	2.5529868072478616	1.62448E-12
FHL2	2.539323040149278	0
PLA2G4A	2.532089681175564	1.62448E-12
AGR2	2.5240870654565293	0
RAC3	2.514488237538074	0
PHLDA2	2.5095070151215526	1.62437E-12
SRPX2	2.505888287665247	0
C16orf75	2.493199554364326	0
DUSP4	2.480513015746896	1.11022E-16
PVRL4	2.473448169906293	0
PPAP2C	2.4678963670466763	0
FAP	2.4469346320468555	1.62448E-12
FUT3	2.433280163675166	1.62437E-12
C1QTNF6	2.4325668173829667	0
SIX1	2.414339211446851	0
MUC20	2.409412889647806	0
EPHX3	2.3999021159315466	1.62448E-12
HMGA1	2.3836375038578304	1.62448E-12
TYMS	2.361025327240067	0
MCM4	2.352050890648939	0
REEP6	2.350531350577408	0
KDELR3	2.348739161580511	0
GCLC	2.3469266456366022	1.62437E-12
COL5A2	2.340798532649677	0
LOC96610	2.330746883425668	0
ECT2	2.328066836749985	1.62437E-12
PABPC1L	2.3273146748103195	0
PAFAH1B3	2.3259682891743294	0
EFNA4	2.322523155700271	0
RAMP1	2.3154668678696737	0
NME1	2.313390751471176	1.62448E-12
PFKP	2.3090274686950316	1.62437E-12
C1orf106	2.3057605896441733	1.62448E-12
DSP	2.302148509489472	0
OCIAD2	2.2892792553300323	0
SLC25A10	2.269768092562754	1.62437E-12
DERL3	2.267971237787221	1.62437E-12
ADAM8	2.259516955444914	0
ERO1L	2.2589499737690315	1.62448E-12
IGFBP3	2.255474235960055	0
RCC1	2.243223368316789	0
CEACAM1	2.23476941282979	1.62437E-12
ECE2	2.2345787016323433	1.62448E-12
PPP1R14B	2.2184371033429766	0
MCM2	2.205630385094418	1.62448E-12
MMP9	2.201882324862379	1.62448E-12
SC65	2.1992610332492744	0
MGC29506	2.1932818023364495	0
IL4I1	2.1851737382461884	1.62448E-12
MMP7	2.1814902235114864	0
SAA1	2.1794871930575836	2.5017E-08
HIST2H2AA3	2.1790424734607026	0
ADAM6	2.1740596893230943	0
COL5A1	2.167536590216703	1.62437E-12
VSTM2L	2.163460702275957	1.62437E-12
FKBP11	2.1618467956588705	0
ARSE	2.1611885732084093	1.62459E-12
SERINC2	2.1590270960186575	0
TSPAN8	2.152895933455217	3.35987E-12
KPNA2	2.1215357485684967	0
TMEM132A	2.1170321708237596	1.11022E-16
C4orf48	2.1108037804374793	0
CLDN3	2.1103282871510896	0
PLOD2	2.106924830009434	1.62448E-12
TNFRSF21	2.104985888868089	0
GSDMB	2.092809907799569	1.62437E-12
DBNDD1	2.092463910507262	1.62448E-12
SRD5A1	2.090054170414667	1.62448E-12
LAD1	2.0854382907441864	1.62448E-12
CFB	2.0827584037921385	1.62437E-12
CAPN5	2.0522370170494084	1.62459E-12
ST6GALNAC1	2.040628874748095	0
LMNB1	2.0350431330759045	1.62448E-12
UBD	2.0278646756002323	0
HIST1H2BC	2.02228708590087	1.62437E-12
XPR1	2.0162476621373937	0
MARCKSL1	2.0161072792802606	1.62448E-12
NCAPG2	2.0097806151417754	1.62448E-12
PAICS	2.009042820374188	0
NT5E	2.0019426458714498	0
TMEM45B	1.9977414861916478	0
SLC6A8	1.9964497172843871	1.62448E-12
ABCB6	1.9958390197516342	1.62437E-12
UGDH	1.9897220693839859	1.62448E-12
GALNT6	1.9879296715611747	1.62426E-12
AKR1C3	1.9835486167803542	2.44249E-15
SLC35F2	1.982488600635405	0
ATHL1	1.9818365607585964	1.62437E-12
ATAD2	1.9795586989057967	0
MANEAL	1.9707784261377421	0
SMPDL3B	1.9685312984057424	0
RFC4	1.9643214388369323	0
UCK2	1.9603414850443737	0
FKBP10	1.9309702282086227	1.62437E-12
RCN3	1.9135136403476918	0
RAG1AP1	1.9116950972509497	1.62448E-12
UBE2S	1.9077911590335064	0
TLCD1	1.906375448052052	0
PDIA4	1.9020013960462845	1.62448E-12
HIST2H4A	1.9013133777334126	0
TIMELESS	1.8966527773579804	1.11022E-16
LOXL2	1.8922060172176456	0
WFDC2	1.8844739407854567	1.62448E-12
PC	1.8834514308167716	1.62448E-12
TPBG	1.8832557342364342	0
SEZ6L2	1.8821162088846053	0
BASP1	1.8713207691735907	0
ARHGEF16	1.8710315938308468	0
DONSON	1.8601610443356995	0
CKS1B	1.8561747616911157	1.62437E-12
PTK6	1.8542799921052466	0
GAPDH	1.8464398346642736	1.62448E-12
TSKU	1.8424718321550433	1.62448E-12
KIFC2	1.8181506848850002	0
NPM3	1.8091526810344165	1.62448E-12
ECM1	1.8071479888874291	6.99441E-15
MYO19	1.7985754436751107	0
PLEKHA6	1.794547713189967	0
GGCT	1.7935706971819878	1.62448E-12
ASNS	1.789680604923442	0
HN1	1.7882655099052345	0
GALNT7	1.7871776048899781	0
SRD5A3	1.7865931662132086	1.62448E-12
CAPN12	1.7860987796443115	1.62448E-12
MXRA5	1.7811861423587536	0
CBR1	1.780214615511901	1.0114E-11
TACC3	1.774730099031972	1.62448E-12
KAT2A	1.7713684535157552	0
AQP5	1.7711818613630443	2.53564E-12
ORM1	1.7709031286874133	1.7889E-06
PLAT	1.7657741349537037	2.70783E-13
SOX4	1.758535114253679	1.62448E-12
VCAN	1.75766720933311	1.62459E-12
FEN1	1.7565866678891284	0
SLC6A4	-6.0838046362836815	2.3629E-10
CD300LG	-4.940142917934671	4.81204E-12
AGER	-4.876723398372846	1.62459E-12
FABP4	-4.747131314783412	1.62503E-12
SFTPC	-4.585085792936675	0
ITLN2	-4.45735886488636	1.62448E-12
ANKRD1	-4.417226916376256	2.726E-08
FCN3	-4.4016033568453174	2.06879E-12
FAM107A	-4.390315499034434	2.37665E-12
GPM6A	-4.3821419427798185	1.62448E-12
HBA1	-4.381699179215704	2.2135E-09
CA4	-4.326395268695277	1.62437E-12
TMEM100	-4.262331096107341	3.44014E-12
HBB	-4.186788487088426	9.1234E-09
HBA2	-4.176504106796239	3.8296E-10
LGI3	-4.157045348586415	1.62448E-12
RTKN2	-3.993921303962985	1.62437E-12
UPK3B	-3.9842963231998705	2.44249E-15
C19orf59	-3.894180684347811	1.62448E-12
GPD1	-3.849142415563555	1.62448E-12
SOSTDC1	-3.620212426822736	1.94278E-12
GPIHBP1	-3.5821608026513077	3.33067E-16
CLEC3B	-3.5625496301447996	0
CLDN18	-3.5253931164657106	1.62448E-12
NCKAP5	-3.5209349711549303	0
TNNC1	-3.496765667197289	0
FIGF	-3.4788371172716945	0
DNASE1L3	-3.477176876899368	4.9746E-08
CLIC5	-3.4737540042023536	0
EDNRB	-3.4400593594252276	1.62448E-12
ADAMTS8	-3.395379888410178	0
INMT	-3.3870932051657205	1.62448E-12
BTNL9	-3.3670250928883445	2.48646E-12
CAV1	-3.3466281119024357	0
GCOM1	-3.346486817551261	1.62448E-12
FHL1	-3.298426202989704	0
PRX	-3.2876696065297715	1.63025E-12
VIPR1	-3.2647140246469064	3.35698E-12
SDPR	-3.234405822614623	1.62448E-12
TEK	-3.2214001134687464	1.62448E-12
FMO2	-3.2056023473868427	1.62448E-12
SEMA3G	-3.1645061635658727	1.1845E-11
LYVE1	-3.160353783785454	1.67233E-12
FOSB	-3.1458396579329624	5.3513E-07
ACADL	-3.1403760532098213	1.62448E-12
ADH1B	-3.123372701872273	1.62437E-12
RAMP3	-3.106673840363825	1.64169E-12
SPOCK2	-3.0997428635576667	0
GDF10	-3.070057946008589	1.62437E-12
SCGB1A1	-3.0390860045707906	9.7383E-07
ADRB1	-3.033194604744763	2.57572E-13
FPR2	-3.0261008357234043	2.9727E-09
TCF21	-3.0122776309716546	1.62448E-12
ADRB2	-3.010041698940343	1.62448E-12
IL1RL1	-2.987254589839453	2.1976E-06
ABCA8	-2.9812150528814922	1.62448E-12
STX11	-2.956889134037227	0
MGAT3	-2.952408332313029	0
FAM189A2	-2.9234051915964945	0
STXBP6	-2.9140739332332353	1.62448E-12
SLC19A3	-2.884421763727133	1.62437E-12
RETN	-2.8832230427756627	1.8584E-12
AQP4	-2.882652043691774	1.62448E-12
DES	-2.8679161306569596	1.63436E-12
MARCO	-2.8672709799472904	1.62448E-12
COL6A6	-2.832172932219613	0
KAL1	-2.820309238699955	0
PLAC9	-2.8200538297365703	1.62448E-12
IGSF10	-2.8187326243115707	0
IL6	-2.816612640923799	0.00035829
SOX7	-2.8093812260312143	2.3734E-11
LRRC36	-2.809026776505932	1.62514E-12
FXYD1	-2.8055661374356347	1.62437E-12
SYT15	-2.7872954755967103	0
RAMP2	-2.7763862830864077	1.62448E-12
C13orf15	-2.7748536719469534	1.62448E-12
HSPA12B	-2.7620826873019038	1.62492E-12
FHL5	-2.7613005948354563	0
SCN4B	-2.7604152719646136	4.44089E-16
CD36	-2.755340907137856	0
SFTPA1	-2.755238939310347	0
S1PR1	-2.7540300283074255	1.62448E-12
ROBO4	-2.728948579092471	1.62448E-12
CALCRL	-2.7008639148067397	1.62448E-12
CPB2	-2.696957885682308	1.62448E-12
MT1M	-2.693506919532446	2.0582E-06
KANK3	-2.68579227900345	0
EMCN	-2.6835228907525885	0
FAM46B	-2.6811114585094846	0
MAMDC2	-2.6801352935737284	1.62459E-12
EMP2	-2.665606240351912	0
LIMS2	-2.663382233606766	0
LAMP3	-2.650330914214617	0
CDO1	-2.646732253947761	0
FOXF1	-2.645117620482866	1.62481E-12
PTPRB	-2.644102325527064	1.6287E-12
AKAP2	-2.6292568823547753	1.62448E-12
C10orf116	-2.623751835561453	1.62448E-12
CLDN5	-2.6211387453501627	5.4734E-14
SFTPA2	-2.615420607972843	1.62437E-12
HIGD1B	-2.604576016801877	0
EPAS1	-2.6037566616475245	1.62448E-12
CCDC48	-2.5869743907677094	0
SGEF	-2.5819236194315924	1.62448E-12
LDB2	-2.568881534247783	1.62448E-12
PEBP4	-2.557352711690384	1.62448E-12
SEMA6A	-2.5556335284116884	1.9984E-15
TGFBR3	-2.54855087782727	1.62448E-12
TNXB	-2.5473958448460454	4.44089E-16
CXCL2	-2.544179925229137	5.6512E-05
C14orf132	-2.5249334009914226	1.62448E-12
SMAD6	-2.5244734252227583	2.7042E-10
SEMA5A	-2.5205698514979624	1.62437E-12
AOC3	-2.509084756571501	0
MFAP4	-2.5065118876843853	1.62448E-12
HHIP	-2.501473746486386	1.62437E-12
HBEGF	-2.4919535555846175	1.69831E-12
CYP4B1	-2.490265798848065	1.62448E-12
NPR1	-2.4893399828316003	1.62448E-12
DUOX1	-2.4804117044893053	1.62448E-12
MME	-2.4655752268827342	1.62437E-12
CCL23	-2.4650079362116624	1.62448E-12
CDH5	-2.450465289296116	0
CRTAC1	-2.44747503294483	1.62459E-12
ACVRL1	-2.447011454187181	0
GSTM5	-2.4450745708584654	0
C20orf160	-2.4435423474895375	1.62448E-12
CCL14	-2.441826723734949	9.2246E-10
SLIT2	-2.4370182104186835	6.11733E-14
SIRPB1	-2.436424707391626	0
PLA2G4F	-2.4300864585730553	1.62437E-12
ABI3BP	-2.422108083358496	0
PTPN21	-2.414539382287687	0
C11orf88	-2.3934229030059013	4.1158E-05
SCN7A	-2.3931812060692432	1.8533E-12
HSPB6	-2.3885996024338203	0
GIMAP8	-2.387268059361717	0
C2orf40	-2.386597082712535	2.3097E-09
AGTR2	-2.3793242775258276	4.6203E-10
GRK5	-2.3743645292307582	1.62448E-12
ZBTB16	-2.3725684025327496	9.0572E-09
OLR1	-2.37040790840521	1.62437E-12
PHACTR1	-2.3701409921677463	1.62448E-12
FGFR4	-2.3654065382656455	0
GLDN	-2.3648533334657884	1.6247E-12
ARHGEF15	-2.3624700554464173	6.66134E-16
SLC39A8	-2.3596920458048216	0
ANXA8L2	-2.3585285268795557	1.62437E-12
PDK4	-2.351818901298428	8.8471E-10
PALM2-AKAP2	-2.3480650134606433	0
GRASP	-2.3468938540897226	5.55112E-16
JAM2	-2.3388036548705884	1.62459E-12
MMRN1	-2.327422024215209	9.9741E-11
TCEAL2	-2.321509052840895	1.63369E-12
VEPH1	-2.316823841427934	1.62448E-12
C9orf24	-2.308863598499723	3.9829E-05
CAV2	-2.2978894494151927	1.62448E-12
CSRNP1	-2.2975494181895835	5.73885E-12
THBD	-2.289938869134533	2.10942E-15
ZBED2	-2.2835354195010833	2.9962E-11
PCOLCE2	-2.2807425832556696	0
ADAMTS1	-2.2784071104113517	2.8421E-11
WWC2	-2.2754548668075976	0
SELP	-2.273528819964859	1.66533E-15
COX4I2	-2.2684253371011174	1.62448E-12
VSIG4	-2.2550500081783595	2.9976E-15
LRRC32	-2.2545196769520333	3.99469E-12
ECSCR	-2.2530468965059405	0
DARC	-2.249420598363928	5.9277E-11
S100A3	-2.2413991747970337	7.50089E-12
KLF4	-2.2339415519584302	4.45532E-13
CACNA2D2	-2.233430238407252	1.62448E-12
ANKRD29	-2.232630931975442	0
CFD	-2.2321583049940776	0
VWF	-2.227520351167648	7.43849E-15
CHRDL1	-2.2228834059066074	1.62459E-12
PIP5K1B	-2.221402017479196	1.62448E-12
MRC1	-2.2203939634270338	0
C1orf194	-2.2186569064179427	0.000157103
FAM162B	-2.216446825550672	8.88178E-16
CLEC1A	-2.2154906366027056	0
NR4A3	-2.21218558447398	9.6573E-08
ANGPT1	-2.211137458799742	1.62448E-12
CD52	-2.1958068253158274	1.33227E-15
CLEC14A	-2.1904011133340715	0
GPR146	-2.182133005324796	0
HSD17B6	-2.181985718307522	1.62426E-12
MSR1	-2.1818072944374642	1.62448E-12
DLC1	-2.179564980662826	1.62448E-12
SH2D3C	-2.1784244438750195	0
CYYR1	-2.1778156304621192	0
WIF1	-2.176569287150487	0
PDZD2	-2.1748777756993305	0
DPEP2	-2.1742630399974687	0
SLC1A1	-2.1671038109112146	0
SPN	-2.1664676956154456	1.62448E-12
SFTPD	-2.166084364893945	1.62437E-12
SNTN	-2.1651154673555215	0.000103481
ST6GALNAC5	-2.1627384103224587	1.62437E-12
MYCT1	-2.155113117036019	1.62437E-12
CGNL1	-2.1534763882591363	0
PRAM1	-2.152464104954624	1.11022E-14
PECAM1	-2.1521217455642545	1.62437E-12
GPX3	-2.1441311625565116	1.62459E-12
STARD8	-2.1440165963627296	1.44329E-15
FGD5	-2.137530186731907	1.62448E-12
TBX4	-2.129690497876212	0
CD93	-2.1292055517111548	0
IL33	-2.1153825249105216	1.62448E-12
RASIP1	-2.1146379909779975	0
FAM183A	-2.1061187826752508	0.00032272
C20orf85	-2.104318821722182	0.000101761
KIAA1462	-2.1033578332312985	8.43769E-15
C6orf105	-2.102304447083014	1.62448E-12
PLA2G1B	-2.0977960432333975	1.62459E-12
CXCL3	-2.0977948945857063	0.00074482
LOC723809	-2.097199338952778	0
ARHGAP31	-2.0850574465639737	0
OSCAR	-2.084326211121733	1.62459E-12
OGN	-2.0826527273331052	1.0312E-06
TMEM88	-2.0820778536615663	0
SLIT3	-2.07337425974591	1.62481E-12
FIBIN	-2.0731861169420083	1.72662E-12
TPPP3	-2.072166870029711	6.004E-10
TBX3	-2.0703461261696288	1.661E-12
MS4A7	-2.068582813589611	0
TNS1	-2.061288156323797	1.62448E-12
OTUD1	-2.0610266726518462	1.62448E-12
WISP2	-2.059464201383532	1.13209E-12
ERG	-2.056226262979954	0
KRT4	-2.055566687995722	2.0784E-10
LRRK2	-2.0535717490915384	1.62448E-12
HEG1	-2.051635714086196	1.62448E-12
TMEM190	-2.0402978021468265	0.00067781
GLIPR2	-2.039312318507512	0
MMRN2	-2.0381223945829956	0
C7orf58	-2.031542507472554	1.62448E-12
SVEP1	-2.0315095066401225	1.62481E-12
IL7R	-2.0281761856986695	1.85929E-12
CFP	-2.027286150847776	0
LPL	-2.016076057727966	1.62448E-12
FEZ1	-2.010503062605776	1.62448E-12
GIMAP6	-2.0044479902613648	1.62437E-12
PALMD	-2.002378372412618	0
LDLR	-1.9989708657389924	5.8958E-09
RAI2	-1.9974617405663548	1.62448E-12
GPC3	-1.9960405602746139	0
KIAA1324L	-1.9942911741895069	0
LILRA5	-1.9905165141915282	2.22045E-16
KCNK3	-1.990046733612872	1.62437E-12
