Gene	log2FC	P-value
SLC5A6	2.1026093019443204	9.99201E-16
UBE2C	2.07987783079119	1.62448E-12
TOMM34	2.0761917566137327	1.62459E-12
SYT7	2.070946033427143	1.62448E-12
REEP6	2.068111827090338	0
FAM156A	2.0680691236821263	1.62437E-12
LOC80154	2.0606194973870298	1.11022E-16
CPNE1	2.058038264855401	1.62437E-12
DMBT1	2.051072314744242	0.000100579
KIFC2	2.04736694215472	2.4318E-10
THBS2	2.0304629935755707	3.4452E-07
MYC	2.025716512509473	7.77156E-16
SOX9	2.0230050810312994	1.62459E-12
CCL24	2.017643515089708	5.6451E-08
TMEM160	2.0161355418382896	3.33067E-16
PKMYT1	2.0141378053055563	1.62514E-12
PLAU	2.0098896905647288	2.28906E-12
CBWD3	2.0079096158709557	0
GPT2	2.0070948727867735	6.1528E-10
C9orf140	2.0068405813275256	2.1019E-10
NEBL	2.0048690307367534	1.62459E-12
TOP1MT	1.9958369775044371	0
NBEAL2	1.9954000788576178	1.62448E-12
HSPH1	1.9864457066051782	0
LOC100271836	1.9857093731561624	1.62814E-12
BMP4	1.9832076376951249	9.88098E-15
IQGAP3	1.967891134509231	3.4773E-10
C13orf18	1.9625573126119935	0
PAQR4	1.961047548452265	1.62437E-12
LOC339047	1.9570528663389213	4.55191E-15
SAMD10	1.9520451730040957	0
PPP2R3B	1.9499453735648016	0
TPX2	1.9492489724193596	2.37588E-14
LOC728554	1.9462205595833888	0
EPHB3	1.9450830787946867	1.6499E-12
MGC72080	1.9396772936520539	0
PYCR1	1.9357859138992266	1.25455E-14
ZNF692	1.933877258349061	1.62437E-12
EREG	1.927484484057709	6.7343E-07
TTYH3	1.9253658820590203	1.62448E-12
IFITM3	1.9196939560654536	1.62448E-12
ENGASE	1.917024813316342	1.62492E-12
PHLDA1	1.9161243342760987	6.378E-07
SLC39A4	1.9126186341391924	0
TRIP13	1.909538033014143	3.16203E-12
PILRB	1.9062071356696997	5.1276E-11
GRINA	1.9053042893026864	0
CBX8	1.9026720703393913	0
RPL9	1.9010000321931506	1.71358E-05
MMP12	1.8930340008932633	8.6305E-09
KIF12	1.890078813217422	1.62448E-12
FGFR4	1.8882155186124205	1.62459E-12
PHGDH	1.8832120237119314	8.32667E-14
SOX4	1.8819830228000702	0
YDJC	1.8797055259637736	1.62437E-12
NME2P1	1.8765926249976628	1.62437E-12
ANLN	1.874705049823552	1.64757E-12
ALDH4A1	1.8670717830584524	0
PMEPA1	1.8645470794840842	2.4486E-12
C19orf48	1.85778337137462	0
PLCB4	1.8534248424254056	1.62481E-12
CHTF18	1.851733539068674	1.63003E-12
ETV7	1.8505801860170494	1.62437E-12
CHPF	1.8467844672734681	1.63469E-12
PITX1	1.8448606907018696	2.33147E-14
TROAP	1.8431376843764473	2.264E-11
LOC146880	1.8384216550688408	1.55431E-15
PRIC285	1.8361576555553636	1.6539E-12
ENC1	1.8358737960622824	1.65623E-12
DDX11	1.8275538247675849	0
NDUFA4L2	1.8266226226751219	1.1554E-08
CCDC85B	1.8245646723510176	4.9204E-12
SLC39A10	1.822353365905349	1.62437E-12
RHBDF2	1.8219511221347362	3.69704E-14
ZP3	1.8213074473322854	1.62448E-12
C19orf46	1.8207409342905863	1.90059E-12
HOXB6	1.817469936516038	1.62581E-12
C8orf55	1.8145191436075463	0
VEGFA	1.8136455668919094	2.3443E-11
MIF	1.812947673215895	0
SORD	1.8125333358936166	0
SERPINB5	1.8118980827334135	2.2268E-06
TIMP1	1.810541646731019	1.11022E-16
TGIF2	1.8102206204421905	1.62448E-12
FKBP10	1.807445237710913	1.80345E-12
CBWD6	1.8063753891957155	2.9331E-08
LOC728875	1.8047368701790023	7.18425E-13
CFB	1.8027299295447845	1.2462E-08
E2F1	1.7961790164571065	1.62748E-12
TNNC2	1.7950596789393642	3.5334E-09
LIF	1.7877843944600602	0
REG4	1.7862506967511556	0.000198684
LOXL2	1.780742409338764	1.8683E-08
C19orf28	1.7798202501152882	4.44089E-16
DHX34	1.7791494278473816	0
CCNE1	1.7740061510120941	3.9121E-11
LOC100190939	1.7711913890325126	0
PYCRL	1.7692869473874664	0
CA1	-6.091053997007582	9.7788E-05
CA7	-5.619431326766491	1.96086E-05
BEST4	-5.587154684296512	0.00089794
TMIGD1	-5.481675420225036	0.00065868
CADM3	-5.238356390374993	0.00060273
SCGN	-5.08093711250689	3.7128E-05
GUCA2B	-4.961801996471342	0.00028251
ADH1B	-4.917402563674615	0.00076177
ABCA8	-4.8697080521995035	0.00046485
SPIB	-4.775396236153296	0.00072036
CA2	-4.763551398188773	1.6931E-06
MT1M	-4.738836655139245	7.8178E-05
CLDN8	-4.628759563473645	5.7641E-07
GUCA2A	-4.547603142716201	4.4874E-05
SCARA5	-4.507454256263666	3.5717E-05
LYVE1	-4.450715964688421	0.00048312
C16orf89	-4.256284677344001	0.000124314
MT1H	-4.195775905719049	0.000104989
SFRP1	-4.150132009743857	0.00023953
CLEC3B	-4.141657590763412	6.8413E-07
PI16	-4.1283888159820386	0.00046146
PCOLCE2	-4.0445912958645	0.00058349
SLC26A3	-3.9920595999544397	0.00077908
FXYD1	-3.958771913075445	0.00034165
PKIB	-3.955783080355517	8.1526E-05
MMRN1	-3.9348864459954482	0.000120142
GREM2	-3.7256730346728095	0.00045511
ADAMDEC1	-3.685772284009988	2.3384E-05
C11orf86	-3.682319259098694	0.00022165
CTSG	-3.670905766655445	0.00022024
C2orf88	-3.6472105290872205	0.00035753
MT1G	-3.6360596188900085	0.00088293
CD177	-3.5697159432762136	0.00057622
FAM107A	-3.526994760354359	0.00027782
CCL14	-3.502378568741844	0.0002378
GLDN	-3.4978520378238738	0.000121067
GSTM5	-3.4928264629082975	7.7767E-05
PDK4	-3.4611774771711725	0.00031699
FCER1A	-3.443654474954296	0.00053824
ADH1C	-3.4085494411773483	1.52419E-05
CWH43	-3.407619222766737	1.62448E-12
CHP2	-3.3274993891038385	2.3764E-05
UGT1A8	-3.315305923863891	1.95524E-05
OSTBETA	-3.3112348920355945	0.00053509
PLAC9	-3.273009776226626	1.6447E-05
TNFRSF17	-3.2582292216690214	0.00083961
DNASE1L3	-3.23283573197297	0.00056159
MT1F	-3.1464553710738437	0.000120031
CLEC10A	-3.135863124482703	0.00087734
FABP4	-3.105178953073386	5.8088E-05
VSIG2	-3.09789132859657	3.6747E-05
GPR15	-3.0884983840111206	0.00067993
NKX2-3	-3.056611264387434	0.00071604
PADI2	-3.040486013027824	0.00021641
UGT2A3	-3.014954355530058	1.62437E-12
HSD17B2	-2.983337167191058	0.00028342
VIP	-2.972001871997356	0.00053601
MMP28	-2.934824104198403	1.927E-05
CD36	-2.907827208653875	0.00069936
JAM2	-2.8531190000902584	0.00063528
MUSTN1	-2.852134006109143	0.00025889
ITM2A	-2.8468320959642184	0.00013847
UGT1A10	-2.840388772421113	0.00027613
NR3C2	-2.8003200625642277	0.00057778
CPM	-2.787367294767951	4.4295E-05
RGS2	-2.7859303663503683	0.00068048
ST6GALNAC6	-2.785407598448189	1.62437E-12
GGTA1	-2.720763025378614	0.00082034
MFSD4	-2.7184895697191314	4.222E-05
HPGD	-2.714246591121801	0.000119416
SEPP1	-2.681761812348349	3.536E-05
FAM55D	-2.6787919826856768	1.62448E-12
SCG2	-2.6692302970465	0.00031502
IL6R	-2.6683739762772447	0.000155399
CLU	-2.664882373783923	0.0006813
CFD	-2.6528058333855102	1.62437E-12
LRRC19	-2.6498980262943586	0.000136302
EDN3	-2.6409293895999486	6.1358E-05
CLCA1	-2.6388270834112637	3.4591E-08
PRKAR2B	-2.6363191563933674	0.00087784
IL1R2	-2.635014174629979	2.4279E-09
SULT1A2	-2.6348811435786947	0.00045978
SMPDL3A	-2.627203333835689	4.0265E-05
C14orf176	-2.5820555702457577	0.00029826
SGCA	-2.5586473080319903	0.00096306
THRB	-2.5543794456244733	0.00026102
PLAC8	-2.5330550423393667	0.00027533
TSPAN7	-2.5166696121621457	3.7493E-05
LDHD	-2.501912210658298	0.000182076
SULT1B1	-2.4910090889412775	0.000100468
EDIL3	-2.488760818342862	7.6568E-05
MOGAT2	-2.4864998918315027	0.00089765
AGPAT9	-2.4794080467080306	0.00093688
LPAR1	-2.4751877697597005	0.000176854
SPINK5	-2.4699216966340174	0.00090273
MT2A	-2.454177449277512	0.00049884
KLF4	-2.44937988951037	0.00030262
IGFBP6	-2.4286236163808383	0.00021623
SLC9A2	-2.4282324911646693	1.62459E-12
PLCL2	-2.3834860900800554	0.000156109
GLIPR2	-2.3681863702036106	0.000118995
METTL7A	-2.3549839084585584	1.73058E-05
PDE3A	-2.3534789352632037	0.00034439
GPX3	-2.348224093147052	0.00021722
DARC	-2.333477966228174	1.62448E-12
TP53INP2	-2.324918898829289	0.00047951
TSPAN1	-2.2996232539863666	0.00040267
HEPACAM2	-2.252192792702654	4.2028E-05
SEMA6A	-2.1962732575629516	0.00049804
SLC28A2	-2.194471283733924	3.255E-07
ENTPD5	-2.183807262536056	0.000175938
MFAP4	-2.180006211231079	0.0006244
PDE4D	-2.1769334095358785	0.00045569
FAM46C	-2.1495153339110145	0.000103805
EIF4E3	-2.142567818903104	0.000155308
ITM2C	-2.1318866026045145	0.000102991
CIDEC	-2.1314450015749062	2.7548E-09
REP15	-2.1204777750193458	1.82151E-05
GSN	-2.104467471730468	0.00024291
SNCG	-2.103159720812284	0.000155759
STMN2	-2.099192585821513	0.000156009
TCF21	-2.094100971200109	0.00020043
CPNE8	-2.0887681537577976	1.62459E-12
C4orf34	-2.074419157360585	1.62448E-12
KAT2B	-2.073258850278805	0.00012477
KLRB1	-2.063400691917891	0.00038296
GCNT3	-2.0513722842436004	1.73306E-12
CPA3	-2.0396103651353465	1.64202E-12
ZBTB7C	-2.037671632456258	2.30793E-12
TUSC3	-2.035824177780974	1.62448E-12
UGP2	-2.0336800204893626	0.00021906
RDH5	-2.0317439439325358	1.62448E-12
GYPC	-2.030740974772739	0.00076392
FAM55A	-2.021813339954791	1.3475E-09
SPON1	-2.015516844650029	3.6636E-09
NR5A2	-2.012269319892434	1.62448E-12
SYNGR1	-1.9986745818455305	1.4394E-08
TPSG1	-1.985925834255782	1.9146E-05
CHST5	-1.9856621737375357	2.8293E-08
TMCC3	-1.9716563049063893	0.00050063
MAOA	-1.9645563412912384	0.00021589
RCAN2	-1.964056171170709	0.000104406
ENDOD1	-1.962278448235578	0.0008792
MPEG1	-1.9620318219157804	0.000163511
RHBDL2	-1.9480419900194597	1.62514E-12
CAPN13	-1.9463881692545393	1.62437E-12
HIGD1A	-1.9375800956052962	0.00024042
FAM134B	-1.9273679180298984	8.3204E-05
OLFM1	-1.9269588486738343	7.21501E-12
KCTD12	-1.9251435258924936	0.00088244
GAS1	-1.9127790575448114	0.000179694
HSPA2	-1.9125825435943875	5.7223E-05
C17orf91	-1.9104565676877026	0.00063531
PRKACB	-1.907762257505098	1.62448E-12
RICH2	-1.8937574936262964	1.62448E-12
FAM82A1	-1.8752147222258762	3.8802E-05
TOX	-1.8719299607836568	1.8531E-06
ARRDC4	-1.8699020704384623	0.00040238
COLEC12	-1.8683218575097904	1.3946E-06
NDN	-1.8559912010014517	0.000183392
PLA2G10	-1.8522739423934529	1.74316E-12
AKAP7	-1.8495754023962516	5.97433E-12
PLCE1	-1.8486774928259386	0.0004227
FMO5	-1.846109129229737	1.62459E-12
PPAP2A	-1.8427640709859308	3.7252E-05
CLIC2	-1.8341310850420238	1.62548E-12
DHRS11	-1.8277383562711251	0.000138609
CFH	-1.8241219830343969	2.00495E-12
MCOLN2	-1.8200974509603172	5.6735E-09
MGC29506	-1.8194156425598298	2.0707E-06
GIMAP7	-1.806564375900584	0.00088151
ACADS	-1.80373049538728	1.62437E-12
RAB27A	-1.7983298787143207	1.62437E-12
BEX4	-1.7953314636056217	4.7527E-07
CITED2	-1.7934028679840495	0.000199411
BARX2	-1.788687737211962	5.5158E-05
TCN2	-1.752321985637731	1.62448E-12
ABHD3	-1.7518483158461104	1.62448E-12
ST3GAL4	-1.7349519734706083	5.543E-09
EVI2B	-1.729437086363337	1.2026E-11
UGDH	-1.7161756588149293	0.00028365
MIER3	-1.7111379781361349	0.000115455
ATP8B1	-1.7099360058447284	0.00043548
GPR120	-1.7051914696459858	2.3436E-06
SNURF	-1.6971681386428223	6.812E-07
SIAE	-1.6778683863602935	0.00022296
ENTPD8	-1.6698016635649509	0.00049501
EFEMP1	-1.668335025911162	5.1565E-08
NAAA	-1.6652632511873737	0.0002627
RAP1A	-1.6621382704048784	0.00034293
KLK1	-1.637311891829597	4.1515E-08
LOC100130933	-1.6349830059987367	3.58735E-12
CASD1	-1.634025248424081	1.62426E-12
HMGCS2	-1.6320400055423323	8.1171E-05
STYK1	-1.6314176417911428	2.0401E-07
PTGER4	-1.6232055261708087	0.00049562
SAMD9	-1.6229092474468838	5.2042E-07
SLAMF7	-1.6214514797375423	2.4705E-09
SPPL2A	-1.6158237191668918	6.0826E-05
FAM107B	-1.6151692399723159	1.62981E-12
KIT	-1.6090344831312582	3.8187E-05
ETFDH	-1.6087715617043787	3.588E-05
CMBL	-1.6041426007970367	1.62437E-12
CLDN5	-1.590748846804854	6.9444E-07
GPA33	-1.5886155301200422	0.00071983
TCEAL3	-1.5878089381598057	0.00090085
FUCA1	-1.5857684175801012	1.62448E-12
CKB	-1.5829460289170652	4.2658E-06
PID1	-1.5781302898258753	4.158E-11
RARRES2	-1.5746368594888873	5.2415E-11
CES2	-1.5744374737212068	2.8135E-09
KIAA0513	-1.5716150722180386	1.65712E-12
LGALS4	-1.5711089957696545	0.00061956
NDRG2	-1.5638435006930416	1.62448E-12
BHLHE41	-1.5572442633285026	1.5361E-06
GSTM2	-1.5513220464972912	1.0696E-10
ST6GALNAC1	-1.5512967570694465	5.98E-05
SOCS2	-1.5484202258189839	0.000177774
RNASE1	-1.546284987749165	1.9938E-10
EPHX2	-1.5453592548069115	9.14824E-12
C18orf32	-1.5423632951612187	0.000178347
ADAM6	-1.5297832272008982	0.000143915
FBLN1	-1.5262020101924034	1.1655E-07
RIOK3	-1.5258633020474983	0.0002819
IL10RA	-1.5255688786630985	6.6584E-11
HOXB13	-1.5245893995098692	6.0357E-07
PIGR	-1.5199053680342334	4.0935E-05
GALNT12	-1.5195139918733485	1.68288E-12
SLC25A23	-1.5182207746970393	0.000195321
GLTP	-1.5113130007854865	1.83616E-05
FCGR2B	-1.5009763286789186	6.3446E-05
GIMAP6	-1.4955201225131147	2.32747E-12
KCTD9	-1.4883282671719817	1.62459E-12
GIMAP5	-1.4845185995691543	1.68499E-12
PXMP2	-1.4793798758144487	0.00026167
RAMP1	-1.4768649400912994	0.00015554
PECI	-1.4692197741633573	1.75904E-12
ETHE1	-1.4661847328816315	1.66467E-12
C4orf19	-1.4607041144305406	1.6247E-12
DNAJB4	-1.4518011786653362	1.4345E-08
NAT2	-1.451039909593344	3.1833E-07
PGCP	-1.4459399881812758	0.00091864
C17orf93	-1.4420272917718002	0.00036243
MYL6	-1.4397011337791121	0.00085882
SQRDL	-1.4394096684603437	1.62437E-12
VAMP2	-1.434762041440447	0.000138966
PTGDS	-1.4342794205100737	1.62222E-05
TPSB2	-1.4340964711390078	3.9496E-05
LIMA1	-1.4334400685324316	1.63347E-12
MTM1	-1.4323647420313106	0.00079981
