Gene	log2FC	P-value
IRX4	1.0869966831161388	8.9491E-11
TSPAN1	1.086906832153406	1.62437E-12
C5orf30	1.0846482631709884	1.62437E-12
COLEC12	1.0828338604326881	0
RALGAPA2	1.082416628098133	1.62614E-12
MYO6	1.0775543317467435	0
CBLC	1.0731884543045889	1.62448E-12
CLDN8	1.06931974677808	7.066E-09
KIAA1244	1.0683843988455803	5.62439E-13
TP53INP1	1.0636201168283206	1.62448E-12
ZP3	1.0497393365470313	1.62448E-12
TMTC4	1.0496802596790271	1.62448E-12
TPRN	1.0485909326964824	0
ENTPD5	1.043461635619545	6.96854E-12
SLC4A4	1.0385732683980151	1.0376E-09
MANEAL	1.0287923827893932	0
MICAL2	1.027970368916095	1.62481E-12
NPIPL3	1.0278796522093723	1.11022E-16
NCALD	1.025016981358408	1.62448E-12
CLDN3	1.0246706667556216	2.80764E-12
SPTBN2	1.0232292756623167	1.62448E-12
HIST1H2AE	1.0220560741223952	2.2563E-06
C10orf137	1.0186956810557215	1.62437E-12
FBXL8	1.0127210297862632	0
ECE2	1.0055395770957252	0
BAIAP3	1.0031468063552085	0
GPR160	0.9981184109819501	1.92257E-12
KCNN2	0.9847669168756322	4.0327E-11
NME1-NME2	0.9841643724362049	0
LFNG	0.9796525445319203	3.4018E-11
ALDH3B2	0.9749202996027653	0.00030224
LENG9	0.9734559387664893	0
SLC25A22	0.972553492096609	0
IRF7	0.9694115998239186	0
C10orf81	0.9687304418607389	1.7298E-08
RGS10	0.9647089780691496	1.62637E-12
CYBASC3	0.9620016536947101	1.62548E-12
MBOAT2	0.9617913896920081	4.89608E-14
ADRB1	0.95962502465869	3.9904E-08
ELL3	0.9591702899509892	1.62448E-12
BOP1	0.9581028073694895	1.62448E-12
LOC100286793	0.9578484307020008	1.62448E-12
PLEKHB1	0.9576632106092315	0
BIK	0.9545679811685225	1.11022E-16
CBR3	0.9541272068040698	2.10942E-15
C9orf140	0.9531048508425793	4.15999E-11
MYL5	0.9461135240538894	1.62437E-12
MFSD3	0.9458618400671567	1.62437E-12
CHKB-CPT1B	0.9454783716842187	1.62448E-12
DUS1L	0.9444189946811355	0
REXO2	0.9406991144266249	1.62437E-12
ZNF692	0.9398185902041369	0
C5orf38	0.9380905621790345	1.62448E-12
PCSK1N	0.9370277547770478	6.4121E-08
FAM117B	0.9330661528316938	1.62437E-12
ALDH1A3	0.9294049293423831	1.62959E-12
COL12A1	0.9229208647137442	4.167E-08
SHC2	0.9211822775685519	0
SAMD10	0.9211231390601338	1.62448E-12
MRPL41	0.9200998174490672	1.62437E-12
ULK3	0.9199674537059747	0
PLEKHH1	0.9162666140266369	3.66374E-15
RABEP2	0.9141518299648442	0
ZCCHC6	0.9125843570082196	1.62448E-12
MAPK12	0.9105894274056632	0
BHLHA15	0.910165762466707	2.3616E-09
H2AFJ	0.9096340926735534	4.66294E-15
GALNT7	0.9087464285109169	7.4896E-11
SLC12A8	0.9079764246845061	1.62448E-12
TRIB3	0.9078190584535125	1.62448E-12
KAT2A	0.9053293876282112	0
FAM83H	0.9049163318256771	0
ABHD2	0.9042638280383604	1.02274E-12
BGN	0.9041733371137132	1.4839E-10
WDR90	0.9028935042182428	0
LBH	0.9017786225361588	1.7697E-11
BCAM	0.9009095136330157	0
SLC25A10	0.9007627969052655	1.62437E-12
ATAD3B	0.9003013697361983	1.62448E-12
TARBP1	0.8983124155448657	1.62448E-12
PYCRL	0.8919559219820925	1.62448E-12
LASS4	0.8900388560701746	0
HIST1H1C	0.8883892713053214	5.96379E-12
SLC27A2	0.888285992739906	1.66089E-12
OGT	0.8826796274283485	1.62459E-12
C15orf21	0.8803607939890846	1.3356E-06
NEDD4L	0.8796107318890337	7.94431E-12
HSH2D	0.8790313533853666	1.64191E-12
CHDH	0.8743048031687309	6.84264E-12
GGCT	0.8733056299823112	1.6234E-08
SAC3D1	0.8691778704007344	0
PLXNB3	0.8669602828502747	1.62459E-12
ESRP2	0.8667550566259228	1.62448E-12
CMTM4	0.863611278265007	1.62448E-12
SNHG12	0.8620124619873898	0
HIST1H2BK	0.8598336542558612	4.50417E-13
DAPK1	0.8588649494718777	1.62448E-12
RAB3B	0.858191793887524	8.1845E-09
CHN2	0.8581113945384972	9.13492E-13
LRIG1	0.8577968326049177	1.62581E-12
PILRB	0.8577672972616188	1.62481E-12
RAMP1	0.8573794183180151	7.45626E-13
CCNL2	0.8561177431654313	0
B3GALT6	0.8557237338831811	1.62448E-12
SEC16A	0.8518501239564151	0
STEAP4	0.8497541693829462	1.9546E-10
TXN	0.8478451727430556	0
SLC27A4	0.8475528632546193	1.62437E-12
5-Sep	0.8452372441363627	1.62448E-12
C16orf13	0.8442219542748514	0
PAOX	0.8437250101817203	0
MLPH	0.8432366383627251	0
UAP1	0.8430483191552284	1.62448E-12
BDH1	0.8430384002913208	0
FOXA1	0.8421834030640449	4.95159E-14
SLC13A3	0.8406338205338044	2.6486E-10
TRAF4	0.8402160226817739	0
GAS5	0.8399254234216719	1.62448E-12
NME1	0.8379909545581181	0
ACACA	0.8370227235360208	1.62459E-12
CHMP4C	0.8352854834071294	0
IDUA	0.8331560408252137	0
SNHG8	0.8330943169034307	1.62437E-12
SNHG7	0.8323361535175845	0
ACTC1	-2.646034960147638	0.00012479
ANO1	-2.616926532672433	0.0008209
SCGB1A1	-2.616493801392062	0.000142078
GPX2	-2.6128421157795554	8.4198E-05
CLU	-2.46476368527677	2.2509E-05
QPRT	-2.4094354367525526	2.0909E-06
C8orf84	-2.402414632469908	9.9416E-07
AOX1	-2.3098654437817276	2.3094E-11
PENK	-2.302628910447968	1.0765E-06
PCP4L1	-2.2727861978502752	9.09E-08
CYP4B1	-2.2241784084703924	1.7509E-08
GSTM3	-2.199169247586979	4.0586E-05
G0S2	-2.1803177705256975	0.00023916
S100A14	-2.179418197367237	3.674E-08
GSTM2	-2.178458252607855	4.0491E-05
APOBEC3C	-2.1450394563108808	0
GATA3	-2.127397980220221	3.4576E-08
DUOX1	-2.1122097094671086	1.5774E-09
JPH4	-2.0922766395938774	7.7983E-10
ANGPT1	-2.090846922208779	4.90041E-12
CCK	-2.0830472003233313	6.2007E-05
MYLK	-2.077705437178956	2.8976E-09
GSTP1	-2.0316091366548643	8.9561E-09
SLC14A1	-2.021437172804737	5.4198E-09
UNC5B	-2.007280607196422	3.5214E-05
CHRDL1	-1.9919605808209693	3.2249E-08
PLLP	-1.9802952677686563	2.0874E-06
TMEM35	-1.9785335312311052	3.28093E-12
HRNBP3	-1.9643047426705946	5.487E-08
UPK1A	-1.951978515622577	0.00026008
DPT	-1.9491188698505937	6.9738E-07
CRABP2	-1.946950383006831	5.0957E-08
HSPB8	-1.9292121860764198	3.1383E-09
HOXD13	-1.916194044300155	9.83924E-12
SYNPO2	-1.9024904868172596	1.4697E-06
ARL4D	-1.8998508544616444	0.000120819
SLC2A5	-1.897502201776221	1.1575E-07
SRD5A2	-1.8880278336555107	5.7262E-10
APOBEC3G	-1.8861621980019077	1.3032E-06
NYNRIN	-1.8846264011028084	3.1011E-11
ZNF185	-1.8679847576111348	8.9002E-07
PGM5	-1.8642306039932546	3.6537E-08
PCDH7	-1.8589166059317894	3.1617E-10
SNCG	-1.8583888334071381	7.8279E-11
GPR87	-1.8565999249401597	2.857E-10
LOC572558	-1.8556686759901564	3.4106E-09
COL4A6	-1.8523108390786716	2.06102E-12
KCTD14	-1.8407833263572109	6.7738E-08
TP63	-1.8352512401373924	6.99441E-15
SYNM	-1.8313281764332872	1.4272E-07
MYH11	-1.8164932863634446	1.2903E-08
SMOC1	-1.8143372803586981	2.4892E-07
GPRC5B	-1.809791186796346	4.7969E-11
CAV1	-1.7970388930195842	2.2308E-08
FAM46B	-1.795381900283166	1.51037E-05
PRDM8	-1.783053591591466	2.3794E-06
GNAZ	-1.7824160956997261	7.7171E-10
KRT23	-1.7766925984065982	1.1994E-09
ACTG2	-1.7669475954624578	1.4457E-07
SCARA3	-1.7577187864023112	5.0993E-11
ACOX2	-1.746978153704705	2.22045E-16
PPP1R3C	-1.7443959645211373	1.0838E-06
FLNC	-1.7412853186219799	2.1883E-06
LDB3	-1.7399850664047896	0.00050033
SPON1	-1.738221766473771	1.9584E-06
FXYD6	-1.733663071034193	1.5209E-06
ATP1A2	-1.7333276539238525	1.0537E-07
LMOD1	-1.7315635175416486	1.5687E-07
SLC16A5	-1.731549776989777	1.6287E-12
KRT5	-1.7273570643106348	6.10459E-11
DAAM2	-1.7240931726713442	1.4784E-10
TSPAN18	-1.7231251542545263	7.4101E-10
ST6GALNAC4	-1.7193524440706642	1.3373E-06
RASL12	-1.7152981106744232	2.3473E-08
PDZRN4	-1.7113566622606575	1.4062E-09
CXCL17	-1.7103208231906588	0.0006785
FAM107A	-1.697027829385875	3.76466E-12
SNAI2	-1.6966145310697411	1.1682E-08
LAMB3	-1.677092179330871	2.9749E-10
EDNRB	-1.6751411854540277	0.00043954
SPOCK3	-1.6730411749684118	8.1654E-07
DTNA	-1.672025684155352	1.52575E-05
CD177	-1.6628326120943584	0.000162587
ALDH1A2	-1.658974392938392	9.2924E-10
KRT15	-1.6561811656743628	1.935E-06
DSC3	-1.651881101413904	4.2245E-07
DES	-1.6455273834249056	9.5735E-07
GCOM1	-1.6444312859838612	1.3012E-09
TRIM29	-1.6413685056516572	3.6714E-08
COL17A1	-1.6387806427735223	2.1666E-12
CNN1	-1.6370456064302683	1.1793E-07
ID4	-1.6355827887501833	3.40838E-14
KCNAB1	-1.6344042324244072	4.4427E-08
GSTM5	-1.6337033077973093	1.5281E-08
SORBS1	-1.6333606042653657	6.7245E-08
FHL1	-1.632331300162101	2.1455E-05
PGF	-1.6293796922940351	6.0266E-08
KCNMB1	-1.6213471549115743	3.0354E-09
CRYAB	-1.6197082841470651	2.1286E-11
CNTN1	-1.6110474841921096	2.4644E-05
C12orf75	-1.60942927208725	9.6721E-11
PLAC9	-1.6085545868456468	2.0047E-05
C1QTNF1	-1.605197633185075	3.2979E-07
ADCY5	-1.6031524568716415	1.9278E-07
RBP1	-1.595844448559729	1.1308E-09
TGFBR3	-1.5932129288369143	1.2322E-08
SLC8A1	-1.5922874972683156	3.9075E-08
KRT7	-1.5916581031927328	3.9695E-05
KRT14	-1.5882299565384057	2.0845E-05
ST6GALNAC2	-1.5854429390068405	6.45199E-11
AFAP1L2	-1.5822868912198156	3.261E-11
MASP1	-1.5743443216033108	7.911E-07
MSRB3	-1.5734345475938045	6.266E-08
IER3	-1.572766663498091	0.00093613
CLIP3	-1.5706288897565435	1.7909E-07
C9orf125	-1.5683220269212748	1.44329E-15
ASB2	-1.5679927692750621	9.2134E-08
PALLD	-1.5575331670780448	9.9977E-07
CFL2	-1.5555431473378496	7.8404E-07
CSRP1	-1.5491899222411818	1.7874E-09
JPH2	-1.5442860031633965	1.0738E-06
POPDC2	-1.541403951058911	6.939E-09
TNS4	-1.5403162266020858	2.8967E-07
TCEAL2	-1.5398344492968408	5.46418E-12
C7orf58	-1.5391288222080726	1.0477E-07
FRMD6	-1.5338765202362847	4.2818E-11
PCP4	-1.531609572354735	2.9598E-06
CD38	-1.5312203334400138	1.6534E-06
DNAJB5	-1.5288475539473478	4.5773E-07
GATM	-1.5273559247661792	4.1307E-12
CFD	-1.5224753399224542	0.00089725
SOX15	-1.52239525969309	7.32747E-15
FGFR2	-1.5169521794241656	0
ITGB6	-1.5165797488360706	1.7229E-06
DMD	-1.5144173001123438	5.6949E-09
SCGB2A1	-1.5095420817064074	0.00026468
CAV2	-1.5066617883552034	2.89735E-12
MYL9	-1.5066297023658572	3.0948E-08
ATP2B4	-1.5047082467486776	7.3516E-09
PLBD1	-1.4914754968781678	9.3935E-11
OGN	-1.4890824171942187	1.79109E-05
LSAMP	-1.486902663018123	7.0336E-07
ID1	-1.485566376577268	2.1213E-05
AMOT	-1.4843111811100647	0.00070057
CCDC69	-1.481072557708412	5.2778E-08
EFEMP1	-1.4761482895529592	2.056E-08
HOXD11	-1.4673240979078856	4.4727E-09
TMEM200B	-1.465002021801559	1.3825E-07
TPM1	-1.4648296104762475	2.67E-07
SDPR	-1.4634855708755676	7.5587E-09
TNS1	-1.4602855417311602	8.9436E-09
PYGM	-1.4576750998943035	0.0007752
NEXN	-1.4548147524992188	2.0703E-07
PTGIS	-1.4506044858105167	1.3001E-06
MCC	-1.4494875385229313	8.7034E-11
MEIS2	-1.4418556444811792	1.1484E-11
CCDC8	-1.4398292368641674	2.37366E-13
JAZF1	-1.4365623604745787	9.7111E-09
TAGLN	-1.436142640045056	3.8164E-07
FBXO17	-1.4327642140319365	1.63036E-12
ACSF2	-1.4244235079570815	1.3131E-10
CCDC80	-1.423257279383389	0.00028061
HSPB6	-1.4206841367687582	1.9066E-08
PLN	-1.4192632147923825	1.2825E-06
MRVI1	-1.4113812456537396	9.6962E-08
FERMT2	-1.4095120766618021	2.4828E-08
ARHGAP23	-1.408794971696139	1.0153E-09
ACTA2	-1.4083078965940434	2.6498E-08
SVIL	-1.407191533570887	9.0162E-08
GPM6B	-1.4041817268850212	3.6619E-07
SMTN	-1.4037817341570737	1.74088E-05
FLNA	-1.4022904188725305	3.2681E-07
VCL	-1.3972407737209878	7.5505E-07
C15orf59	-1.3968763483994866	3.33067E-16
GGT6	-1.394326656009133	2.0421E-09
TGFB1I1	-1.3942228554736695	3.4322E-07
ANO6	-1.3902319798893346	4.2409E-10
EFHD1	-1.3871347318731146	1.9199E-06
TPM2	-1.3843918031585354	1.7677E-06
CTF1	-1.3808255033938779	0
RGN	-1.3803298449443968	5.2302E-10
DNAJB4	-1.3793829437467622	3.4753E-08
WFDC1	-1.3731534430116976	1.4892E-07
FLJ10357	-1.3727068873713282	7.7366E-07
CES1	-1.372490540068551	8.2452E-08
PNCK	-1.3720636524718426	5.0233E-07
C5orf4	-1.3696448298705108	1.62559E-12
PTGDS	-1.3695408590237073	3.7519E-08
MAP1B	-1.3676438367684438	2.2978E-05
PPP1R12B	-1.3663087866496313	1.1285E-06
C7	-1.3653633574985462	0.00092422
SCRG1	-1.3640914930189438	1.54E-07
PAQR7	-1.3610740855594974	5.9459E-05
GJA1	-1.3608329859761936	1.27121E-13
MYOF	-1.360242252404406	3.15625E-12
GSTM4	-1.3584542779476076	1.62459E-12
C2orf40	-1.3566542184409076	4.4798E-09
FHOD3	-1.3504095702458063	1.6104E-08
DMKN	-1.3445859692142146	0
DEFB1	-1.3409668897708669	3.7044E-05
HEPH	-1.34030989676542	1.5113E-06
CHST2	-1.3389468300267497	0
SLMAP	-1.3376536928887957	1.543E-07
EFNB1	-1.3355296697215076	1.62959E-12
KCNMA1	-1.333288222781535	5.6387E-07
ROR2	-1.332968657899818	4.66294E-15
SGCA	-1.3316722561758028	9.8602E-07
LOC399959	-1.3296281085700083	3.9016E-08
TGFB3	-1.32840092995444	2.0943E-05
FADS2	-1.328157679832964	9.7368E-05
LOC644538	-1.32765531180128	4.5207E-10
LPP	-1.322378585426263	6.0298E-05
C16orf45	-1.3193357959390124	1.0308E-07
NUDT10	-1.317872897895126	4.7911E-09
INMT	-1.3174883452497677	2.5317E-07
KCNJ8	-1.3166786044363064	1.3909E-09
S100A6	-1.314459307611911	6.1295E-10
FEZ1	-1.313143023828533	3.2939E-10
RBPMS2	-1.3125424405232529	1.4958E-06
MSMB	-1.3111166281664517	0.000116303
LPAR1	-1.310124202371243	1.8069E-10
GAS1	-1.3096611388785255	4.3237E-07
RND3	-1.3093136884976033	2.9409E-09
CAPG	-1.3091827798222015	1.68465E-12
FLRT3	-1.3068727183373705	0
VWA5A	-1.3067521811466305	3.8873E-11
ITIH5	-1.305439270178644	2.6474E-08
CD200	-1.3050260874276702	1.2022E-08
EDNRA	-1.3043568400175458	3.729E-08
NDRG2	-1.3010264638738722	1.70886E-12
S100A16	-1.300473231083282	5.3287E-09
HLF	-1.300237667658592	6.6715E-08
KANK2	-1.2998641942724414	1.7599E-07
PLEKHA2	-1.299255109116432	4.4299E-12
TINAGL1	-1.2961565603896092	2.4361E-09
PITX1	-1.2933844588167618	1.51725E-05
DPYSL3	-1.293035744485856	6.1394E-08
MXRA7	-1.292331720645689	1.0555E-10
PLIN4	-1.2897863100975118	1.6464E-07
CDC42EP3	-1.2885124693949555	1.2497E-07
DLK2	-1.288362048528147	1.11022E-16
ARMCX1	-1.2860343173442306	1.11022E-16
MEIS1	-1.2857503071529908	3.3791E-09
KITLG	-1.2837526508900488	2.5681E-10
EFS	-1.2830167484979913	2.64655E-12
PDE5A	-1.2792748071946791	0.000102702
SLC2A4	-1.2777572380570883	5.0576E-09
ETNK2	-1.2775115640912946	1.62437E-12
LIMS2	-1.275139596376986	2.2445E-07
SIK1	-1.274753549156762	6.3917E-05
