Gene	log2FC	P-value
PLEK2	2.338427342959449	0
CDC6	2.329877748637452	1.62437E-12
CENPA	2.325518228420697	0
KIF2C	2.3232179640898445	1.62448E-12
GNLY	2.319908160682377	1.34481E-12
NPNT	2.3156613485478363	1.11022E-16
ODC1	2.3153721443508384	1.62448E-12
FADS3	2.3101947783452346	0
AURKB	2.3065224768655628	0
TK1	2.303267407762356	0
CTSL2	2.303073121428774	1.62448E-12
CEP55	2.2948720098618884	1.62448E-12
UBE2C	2.287516871697668	1.62448E-12
FADD	2.286478535353384	0
MICAL2	2.276957648435234	0
TPX2	2.268186193047238	0
LAMB3	2.2602181489361124	0
CCL5	2.2579749406083427	0
FKBP10	2.2572788165416786	0
ORC6L	2.2536391122027912	0
APOBEC3B	2.2482204422176473	1.62448E-12
SC65	2.237904002173594	1.62448E-12
KIF4A	2.236646696412691	1.62448E-12
XAF1	2.236342308821772	0
SLC15A3	2.2295878922871744	0
LTBP1	2.2292164498521454	1.62448E-12
CD276	2.228022383800663	1.62448E-12
TRIP13	2.219005251902735	0
BMP1	2.21456839230454	0
CDCA3	2.208116819530816	1.62437E-12
GTSE1	2.2059732341290346	1.62448E-12
PHLDB2	2.205868130426317	0
WARS	2.2015710131821047	1.11022E-16
AURKA	2.1995121092455965	0
VAV2	2.1994511469880806	1.62448E-12
TREM2	2.1943212963808514	4.44089E-16
LEPRE1	2.1881871091409852	1.62448E-12
CERCAM	2.1815893958325474	0
ECT2	2.1760929106670552	1.62459E-12
RCN3	2.1708622566675566	9.79217E-14
C16orf74	2.169543351395086	1.62448E-12
NDC80	2.1689263981505023	1.62448E-12
TTYH3	2.167788714397904	1.62437E-12
CAV1	2.164333295063898	0
THBS2	2.1627233500612992	0
C16orf75	2.158607430873347	1.62448E-12
PLOD3	2.1557763962718455	0
MELK	2.139996018001055	1.62448E-12
SLC2A1	2.1377105772710046	1.62448E-12
SNAI2	2.125843478367356	0
UBE2S	2.124615288106543	1.62448E-12
TUBB3	2.122907491630188	0
OAS2	2.1214554397420087	0
UHRF1	2.1184558207955844	1.62437E-12
PLK1	2.1103163887560443	1.62437E-12
PGF	2.1097464312268586	1.62448E-12
HIST1H2BK	2.107978935976893	0
WDR66	2.107587685560955	1.6247E-12
SLC7A8	2.1016190813476228	1.62448E-12
HOMER3	2.1003992437967858	0
FSCN1	2.0972255968667874	1.62448E-12
KYNU	2.091477143359613	1.62448E-12
NEK2	2.0914640603946832	0
ITGA3	2.0911670626433465	0
CDC20	2.0881386660100287	0
SPAG5	2.0855957139137127	0
KLF7	2.0833721819317863	1.62448E-12
GPNMB	2.080984917796457	1.62448E-12
PROCR	2.0758412794390737	1.62448E-12
NUF2	2.070592659023664	0
LPCAT1	2.0683057327116425	0
TRAM2	2.065232155278511	1.62426E-12
ARSI	2.0645294690526814	0
CDKN3	2.0644392070654822	0
LAMP3	2.0639394965140747	0
PLOD2	2.0630318378904797	0
COL17A1	2.059604213105151	1.62437E-12
ATAD2	2.057569031337923	1.62437E-12
ASF1B	2.0530687318291956	0
VCAN	2.049280532948679	1.62448E-12
DDX60	2.047890822214584	1.62437E-12
MYO1B	2.046160881333485	0
C6orf150	2.045295471418744	1.62437E-12
FCGR3A	2.0438480194201403	0
MSC	2.0434386308330073	2.10942E-15
PTK7	2.042890189162345	0
TMEM132A	2.0411607602919624	0
GINS2	2.038782466273204	1.62448E-12
SLC38A5	2.0385343223189825	1.62437E-12
TGFB1	2.035877765830956	0
APOL1	2.0338292224194197	0
AGRN	2.0292786528335673	1.62437E-12
ADA	2.027547576785969	0
COL6A2	2.025423917236639	1.11022E-16
COL16A1	2.0244811335539827	0
BGN	2.0238247183369453	1.62448E-12
EPR1	2.0194688137301977	0
RAC2	2.0165177144842583	1.62448E-12
TNFRSF18	2.012487836695573	1.11022E-16
NT5E	2.0117327065377357	0
OAS3	2.0114022470735864	0
IL8	2.010479533975887	7.2811E-09
PPFIA1	2.0093416677185667	1.62459E-12
IQCG	2.000334273747005	1.5187E-11
IFI35	1.997814430027161	0
ORAOV1	1.9966059789936508	0
CCNB2	1.9938614869949531	1.62448E-12
PRKCDBP	1.9928109961694491	1.62437E-12
BASP1	1.990849713676731	1.62448E-12
CDCA8	1.9889297127372265	0
ULBP2	1.986721600604806	0
PSMB9	1.9854800761387676	1.62448E-12
DDX58	1.9813671876475665	1.62448E-12
CCL20	1.9791555651414183	3.6995E-06
NCAPH	1.9785907758711807	1.62437E-12
UBE2T	1.9777198646619125	1.62448E-12
DLGAP5	1.9762235709260587	1.62437E-12
AKR1C2	1.975553271674593	1.63458E-12
CDT1	1.9725566181727427	1.62448E-12
AEBP1	1.9716299870724967	1.80966E-14
BUB1	1.9615456199353691	1.62448E-12
IL1B	1.9585367112927132	1.11022E-16
EIF2AK2	1.9583985073039407	1.62437E-12
MMP14	1.9549002605436534	1.62448E-12
DCBLD2	1.9510759198873617	0
C5orf13	1.9496868007519312	0
GLT25D1	1.9463962047744576	0
ATHL1	1.9424724213814761	0
PRR11	1.9411832413597319	0
KIF23	1.9379040534015415	0
GINS1	1.9356350975794356	0
LGALS1	1.9352705918621878	1.62459E-12
CKS1B	1.9304353813960935	0
TOP2A	1.9245699056395658	1.62448E-12
PLOD1	1.9213807494140775	1.62448E-12
RAD51	1.919405089788532	0
KRT17	1.909641111568992	3.44169E-15
CHTF18	1.9081972254757738	0
CENPF	1.9072676521956582	1.62437E-12
MMP28	1.9068886681666564	0
CRISP3	-5.454163874778263	5.9339E-05
KRT4	-5.028811585034873	6.4507E-08
MUC21	-4.75033775699431	5.4115E-08
TMPRSS11B	-4.678458682324432	0.00022006
CRNN	-4.48767321012392	5.658E-08
MAL	-4.479632749691243	6.0545E-07
KRT78	-3.823301062392408	5.3498E-07
CAPN14	-3.759776501330657	0.000118197
AQP5	-3.6721965443534406	0.000137552
KRT13	-3.5241038157587816	7.6146E-10
TGM3	-3.5086172768678527	1.4778E-07
FAM3D	-3.47614537163267	1.3874E-10
CLCA4	-3.407768822792716	4.1949E-05
PADI1	-3.2961646417233843	3.8284E-05
IL1F6	-3.207545716809785	3.6677E-05
CYP4B1	-3.127256756113808	0.000181018
ENDOU	-3.124559833464197	1.6626E-07
FMO2	-3.097092334417065	2.3046E-07
SPRR3	-3.04251961950485	2.2595E-08
SH3BGRL2	-3.0287884956801623	2.1696E-10
VSIG2	-3.0179076411122767	3.6209E-05
TF	-2.977373985954826	0.0001814
SPINK5	-2.858767259212646	3.0765E-08
CEACAM7	-2.815825551539097	5.9674E-05
CCL14	-2.814416740292731	5.7076E-05
EMP1	-2.6920639312981116	2.702E-07
TCN1	-2.6609383443017167	0.000199795
PSCA	-2.6569200998938958	0.0003781
HPGD	-2.631173624731288	0.00032133
PPP1R3C	-2.62806463057083	1.60115E-05
SLURP1	-2.5572002528233893	7.8612E-05
PRSS27	-2.5571809864436488	1.6461E-07
RHCG	-2.5478537651110678	3.5183E-07
SCEL	-2.526923492033133	6.6364E-07
C2orf54	-2.521305906460254	1.8483E-08
GCOM1	-2.4349299486290263	1.8432E-09
HOPX	-2.413557622549902	7.4625E-07
SORBS2	-2.384900520204216	1.60749E-05
NDRG2	-2.3073841854350237	4.3832E-09
FUT6	-2.2853948138882814	1.9996E-08
COBL	-2.2745064246647404	1.2601E-09
CEACAM5	-2.255899879609069	0.00077534
SELENBP1	-2.2252718961043776	1.4228E-06
CEACAM1	-2.2030173792778838	6.3538E-08
SPINK7	-2.1850590046050065	0.00086311
LOC643008	-2.1809904569825878	5.7336E-09
CFD	-2.1641127945511673	0.00031801
GCNT3	-2.1638573380409087	6.106E-05
CAPN5	-2.1407884321955843	2.1643E-06
CRYAB	-2.138595687862417	0.0004354
KLK13	-2.1367180332080715	4.7921E-06
C9orf169	-2.124265934084748	5.897E-07
GPD1L	-2.1001796776376964	1.2873E-07
FAM3B	-2.075039185373346	5.1226E-09
SCNN1B	-2.060895758969425	2.9352E-07
C15orf62	-2.052887262060765	1.8943E-06
GBP6	-2.05068433892846	3.6419E-07
DEPDC6	-2.037607672447021	4.955E-06
GDPD3	-2.0273347107802024	1.8524E-06
PPL	-1.9887865615905413	4.9745E-07
GPX3	-1.9788252123706074	2.3322E-10
ALOX12	-1.9669789135988587	0.00032272
TRNP1	-1.9532352427608999	0.000101872
GGTA1	-1.9358504886633467	3.6991E-06
BARX2	-1.9039458182025093	3.58202E-12
GABRP	-1.8950517456686848	0.00070293
CLU	-1.895042307094871	0.00020414
VSIG10L	-1.8665651099995095	1.5176E-06
RRAGD	-1.8306885603762257	2.2285E-11
MUC15	-1.8217740338737771	1.1606E-10
TLE2	-1.8182625715473095	1.95218E-05
LYPD2	-1.8095891250587095	0.00091532
A2ML1	-1.797187584726313	1.4876E-06
NCCRP1	-1.7895756434487007	9.5562E-07
ST6GALNAC1	-1.7481056123452223	2.0781E-05
SPNS2	-1.7475355188229285	9.4725E-07
PAX9	-1.7439396278632826	2.7011E-09
ITM2A	-1.7373495704550153	1.7596E-06
ANXA1	-1.7089708856708146	4.3383E-08
CEACAM6	-1.7088012360029876	0.00055989
TPRG1	-1.7039795488480167	1.80937E-05
TMPRSS11A	-1.6805808338538908	2.4411E-05
SASH1	-1.6745401928314154	5.7295E-08
TMPRSS2	-1.630749099990823	4.2354E-05
FCER1A	-1.615933990890826	3.7886E-07
CNFN	-1.611993790185383	2.2674E-06
IL1RN	-1.6010322357594005	2.6271E-07
RAET1E	-1.5941975833573463	1.3886E-06
AIF1L	-1.5934834786873935	1.7197E-06
AGFG2	-1.5909720956799083	2.8388E-07
ECM1	-1.5779493158108722	0.00047529
KLK12	-1.5728984790221667	6.0157E-05
FUT3	-1.5727173103463017	1.8991E-06
HS3ST1	-1.5673805188949357	0.000119805
TM7SF2	-1.5524546689658396	4.3875E-07
ANKRD35	-1.5469259039941399	5.7329E-08
CYP4F12	-1.5467817211692898	6.621E-09
C1orf170	-1.5388394134512622	1.87788E-05
METTL7A	-1.5377534106538122	2.8915E-08
TGM1	-1.5294440771424291	6.3906E-07
HSPB8	-1.5224062050827196	2.4827E-08
TTC9	-1.5157891804592198	1.2557E-06
MGLL	-1.5082410694610002	5.7581E-10
CLIC3	-1.501385445532291	1.3606E-06
CCDC64B	-1.4683898086323293	1.7851E-08
EPS8L1	-1.465995620303196	3.8403E-05
KAT2B	-1.4612486332200034	6.9479E-10
GGT6	-1.457206556855059	2.2371E-09
CYP2C18	-1.45233052676855	4.1282E-07
IL33	-1.4455279595352561	0.00048218
NUCB2	-1.437119862458338	9.5523E-09
CSTB	-1.4343540267860753	2.5713E-06
DEGS2	-1.4206232879254115	1.58316E-05
PRSS3	-1.4069780597857402	3.7105E-05
EHF	-1.3956450551803752	7.9339E-08
FYCO1	-1.3890877270806994	0.00043852
CSTA	-1.3780269980786863	2.7808E-06
KALRN	-1.370375088539214	3.7336E-08
LRG1	-1.3684120964742295	3.6277E-05
LCN2	-1.3673023981150045	0.00061766
CLDN4	-1.3455638248822062	0.000159277
THSD4	-1.3336474301993155	4.9524E-07
ACPP	-1.3335004061169642	2.4392E-06
RNASE4	-1.3330350280246366	0.000118091
TGM5	-1.328771464641712	1.1307E-06
EVPL	-1.3228743045080769	1.60686E-05
LMO7	-1.3218824775913751	1.57055E-05
NFIX	-1.3210804432244565	6.2211E-08
ID4	-1.3148870885546986	3.3573E-06
BNIPL	-1.3089351848300068	2.1062E-07
SYT8	-1.2847152281603287	4.001E-05
GAS7	-1.276024167938162	3.7714E-05
S100A8	-1.263589101742566	2.8781E-06
SERPINB13	-1.2629413019167612	5.7686E-05
GPT2	-1.259797120879496	5.1322E-10
SERPINB1	-1.2576974895695343	3.7984E-06
GALNT12	-1.2527337617397774	1.414E-06
SULT2B1	-1.249242649883914	3.251E-07
TMEM45B	-1.2452182839624242	9.7965E-07
CSRNP1	-1.237163027481592	0.000103344
ADH7	-1.2310019456337276	0.00027997
BSPRY	-1.2165029968420396	3.0851E-06
EYA2	-1.2163667412406731	8.1378E-08
CYP2J2	-1.2158581894510314	1.62426E-12
SOD3	-1.206801792453566	0.00052178
BOC	-1.1971373888837498	1.7596E-07
TCEA3	-1.19509908593124	0.0002206
AQP3	-1.1912732937117594	6.0373E-07
FUT2	-1.1884788056572946	1.7714E-05
EPHX2	-1.1856906257971735	3.70204E-12
CH25H	-1.1853588579686174	1.9248E-07
PCDH1	-1.1623990293763873	3.3633E-08
DUSP5	-1.136854095345479	0.00026413
ZNF185	-1.1353015382927203	3.9233E-06
SYNGR1	-1.1338809968039842	1.62614E-12
FOS	-1.127102969615099	9.2927E-11
SCNN1A	-1.1260875444874852	7.9388E-08
CD24	-1.1173006101444005	1.439E-09
ZFP36	-1.1168198539839318	2.2105E-05
SBSN	-1.1115647833286901	0.0005814
GMDS	-1.1024410749134785	1.78936E-05
TP53INP2	-1.1015554603948357	0.000142648
C1orf116	-1.096570027329337	1.60588E-05
UBL3	-1.0963715152527742	6.6066E-10
BLNK	-1.082848330698322	9.793E-07
KLK11	-1.0819949255504253	2.3021E-08
PLEKHA7	-1.080961601088941	1.60148E-05
ARHGEF10L	-1.0784018465813283	3.8692E-11
S100A9	-1.075925061984541	1.89092E-05
SLC5A1	-1.0731457478797748	7.5496E-05
LPIN1	-1.0723284922866374	4.4772E-05
GATM	-1.0620885224438223	2.313E-05
RBM47	-1.0429316235880628	1.2139E-07
S100A14	-1.0416159456923078	2.165E-05
EGR1	-1.0398288179577486	8.2772E-05
TTC22	-1.0362697649012003	0.00023932
GRHL3	-1.0250538301708936	4.3582E-05
PITX1	-1.0222185169200952	6.3193E-07
MPP7	-1.022065707801811	2.9046E-07
BEX4	-1.0164825624204388	6.2295E-07
NEBL	-1.0142836683221799	2.3046E-06
FAM63A	-1.0032990461866735	1.1432E-10
BRP44L	-0.996931519617675	1.6334E-06
ETFDH	-0.9961699232802369	1.1946E-07
MYO5B	-0.993065694542213	4.9509E-06
VWA5A	-0.9895771775731876	3.7016E-05
PDLIM2	-0.9875681583978311	3.74E-06
ZSCAN18	-0.9867187861077473	3.2174E-07
SMAGP	-0.9829694555595571	2.3796E-05
C15orf48	-0.9779880404691573	0.00069849
EPB41L4A	-0.977443409226483	1.3163E-11
CPEB4	-0.9762041326269062	2.7165E-08
SORT1	-0.9709231141613476	1.7101E-08
SLC25A23	-0.9707879111866998	2.1952E-07
DIO2	-0.9689433714162771	8.0881E-05
PTK6	-0.966008472093008	4.4379E-05
PDLIM5	-0.9537820013573459	0.00030224
ACADM	-0.9519932322607997	0.0002964
TMPRSS11D	-0.9495827917563295	0.00027903
MALL	-0.9353739654723311	0.00049817
FAM46B	-0.9352261353150112	2.4691E-05
MANSC1	-0.928602319685258	4.5885E-08
ACAT1	-0.9280688815231256	0.00072344
SLC37A1	-0.9266907891940546	2.8579E-06
PLLP	-0.9265267378627909	0.00049554
DUSP1	-0.9222924596883565	2.5902E-08
TSPAN6	-0.9153384823918009	8.3582E-05
ZNF750	-0.9124693502817286	4.4765E-05
C1orf210	-0.9116548658409259	8.1782E-07
POF1B	-0.908976165494483	3.8569E-05
ECHDC3	-0.9050449836198721	3.2284E-07
EPHX3	-0.8942456489958039	0.0004443
TRIP10	-0.8938968053551467	3.3712E-06
DUOX1	-0.8893261141618751	2.482E-05
RASAL1	-0.8882136050024408	1.4084E-06
PDCD4	-0.8805162843952012	3.661E-08
RMND5B	-0.8803558917567567	5.9134E-08
MPZL3	-0.8728272016505036	0.00021825
TNS1	-0.8663864108478503	0.00094411
EHD3	-0.8659921663077096	0.00072326
ZBTB7C	-0.8631390593045091	1.73915E-05
C6orf132	-0.8611858586851853	2.2793E-05
TMEM40	-0.8493705220683078	2.4034E-05
KIAA1737	-0.8330404806767686	8.3053E-08
ABLIM1	-0.8317874791524611	2.511E-07
RAB11FIP1	-0.8290532501320905	2.3568E-05
GRHL1	-0.8283500923743632	6.0169E-05
SIAE	-0.8263303583956235	2.2615E-08
AIM1L	-0.8210627022811271	6.4833E-05
STK39	-0.8199215732354497	1.7593E-07
PLEKHN1	-0.8165141842593451	0.000176503
PALMD	-0.8148907797856162	0.000101928
HSPC159	-0.808069708512887	0.00096047
PTN	-0.7929730801650364	3.7772E-05
RAB25	-0.7926029360601146	7.4089E-07
EIF4EBP3	-0.7836233886323496	1.7911E-05
MEIS1	-0.7828125069497189	0.00025767
ALDH9A1	-0.7764214027690878	1.62459E-12
KIF1C	-0.7734002404940814	1.68194E-05
TRAK1	-0.7654376595717459	0.000183316
CLDN7	-0.7642500385554308	0.00035891
EPB41L3	-0.7636845459568419	4.4512E-06
TC2N	-0.762773532402851	0.000159085
CRY2	-0.7613596914387754	0.0003429
PBX1	-0.7606635709542994	0.000162368
FCHO2	-0.7598864100746399	7.8679E-05
ASAP3	-0.7592377371435144	1.0469E-11
RNF208	-0.7567905734782034	1.3303E-07
TNFAIP8L3	-0.7494720129884896	9.6754E-05
NBEAL2	-0.749327947429778	0.000119461
